N	2gram	Tiupa_Lite_1	Analitik
1	в тексте	8	24
2	тогда как	13	19
3	в этом	12	18
4	художественного впечатления	2	17
5	не только	24	16
6	литературного произведения	4	16
7	и в	8	16
8	в частности	15	16
9	так и	4	15
10	как и	6	14
11	своего рода	11	12
12	но и	17	12
13	и не	12	12
14	том что	14	12
15	в том	16	12
16	иначе говоря	1	11
17	в качестве	17	11
18	вулича и	1	10
19	при этом	19	10
20	могут быть	2	10
21	а не	16	10
22	как бы	7	10
23	в этой	4	9
24	лишь в	4	9
25	в пределах	3	9
26	и даже	3	9
27	то есть	6	9
28	всего лишь	4	8
29	в целом	8	8
30	представляет собой	4	8
31	состоит в	11	8
32	в данном	5	8
33	не случайно	2	8
34	и т.п	4	8
35	отнюдь не	2	8
36	максим максимыч	1	8
37	уединенного сознания	50	8
38	к тому	2	7
39	а также	5	7
40	о том	2	7
41	в себе	7	7
42	художественного целого	2	7
43	то что	10	7
44	в самом	3	6
45	факторов художественного	2	6
46	и на	1	6
47	но в	3	6
48	в мире	2	6
49	говорить о	1	6
50	может быть	13	6
51	с другой	3	6
52	как это	8	6
53	текста в	1	6
54	на себя	2	5
55	в сторону	1	5
56	данном случае	4	5
57	с одной	2	5
58	максиму максимычу	1	5
59	того же	2	4
60	между двумя	1	4
61	по преимуществу	4	4
62	в поле	2	4
63	в сущности	2	4
64	столь же	4	4
65	как правило	2	4
66	но не	4	4
67	по отношению	3	4
68	за пределы	2	4
69	как в	5	4
70	в своем	11	4
71	в себя	2	4
72	он в	1	4
73	тому же	2	4
74	читателя в	2	4
75	уже говорилось	1	4
76	нашего времени	2	4
77	на этом	2	4
78	то же	5	4
79	и тем	4	4
80	тем самым	5	4
81	для него	2	4
82	точки зрения	6	4
83	в ходе	1	4
84	не в	8	4
85	в конце	4	4
86	коммуникативного события	7	4
87	и является	2	4
88	имеет место	1	4
89	не менее	7	4
90	во второй	1	4
91	можно сказать	1	4
92	во всех	1	4
93	только в	8	4
94	и его	4	4
95	уже не	7	4
96	в сознании	2	4
97	не так	1	4
98	у него	3	4
99	как раз	4	4
100	одной стороны	2	4
101	не может	5	4
102	и особенно	1	4
103	ударение на	1	4
104	о его	1	4
105	в один	1	4
106	отношению к	2	4
107	я и	7	3
108	и то	2	3
109	в ситуации	1	3
110	на две	1	3
111	едва ли	1	3
112	в их	3	3
113	в конечном	5	3
114	мы имеем	1	3
115	ему в	1	3
116	не был	1	3
117	ответ на	1	3
118	в центре	1	3
119	как уже	1	3
120	в нашем	1	3
121	ключ к	1	3
122	и читателя	1	3
123	и если	1	3
124	и сам	6	3
125	подобно тому	2	3
126	несмотря на	3	3
127	автора и	1	3
128	не мог	3	3
129	в эту	1	3
130	не столько	5	3
131	не удивительно	1	3
132	тем не	2	3
133	по крайней	1	3
134	случае в	1	3
135	как о	1	3
136	авторитарного сознания	4	3
137	жизненной позиции	1	3
138	никогда не	4	3
139	казалось бы	5	3
140	имеем дело	1	3
141	со своим	1	3
142	сводится к	3	3
143	тем что	2	3
144	как будто	2	3
145	этом отношении	2	3
146	эстетического объекта	6	3
147	как мы	1	3
148	своем составе	2	3
149	приводит к	3	3
150	можно было	2	3
151	если бы	1	3
152	в словах	1	3
153	и т.д	1	3
154	одного из	3	3
155	борьба с	1	3
156	что и	1	3
157	крайней мере	1	3
158	и все	1	3
159	одной из	1	3
160	я в	5	3
161	борьбы с	1	3
162	из них	4	3
163	при всей	3	3
164	только на	2	3
165	со стороны	4	3
166	или иной	2	3
167	именно в	1	3
168	было бы	2	3
169	в рамках	6	3
170	и за	1	3
171	эстетического дискурса	1	3
172	тому как	2	3
173	и ритмически	1	3
174	в первой	1	3
175	или в	1	3
176	прежде всего	11	3
177	а в	3	3
178	на смену	6	3
179	не знает	1	3
180	в действительности	1	3
181	по поводу	2	3
182	с самим	1	3
183	художественного произведения	1	2
184	перед лицом	1	2
185	из его	2	2
186	той же	3	2
187	а как	2	2
188	я как	1	2
189	целого в	1	2
190	и он	1	2
191	субъекта объекта	1	2
192	собой в	1	2
193	еще не	4	2
194	он был	1	2
195	в.м маркович	1	2
196	на основе	1	2
197	конечном счете	4	2
198	в общем	1	2
199	отличие от	5	2
200	и я	6	2
201	особую значимость	1	2
202	оказывается не	2	2
203	в значительной	1	2
204	о жизни	1	2
205	этом контексте	1	2
206	и м	2	2
207	в противоположность	1	2
208	художественного мира	1	2
209	внутреннего я	2	2
210	однако как	1	2
211	с их	3	2
212	на то	1	2
213	в случае	4	2
214	вследствие этого	1	2
215	он не	1	2
216	от которого	1	2
217	в диалоге	1	2
218	таким образом	3	2
219	значительной степени	1	2
220	в одну	1	2
221	а затем	1	2
222	текста как	2	2
223	это было	1	2
224	он же	1	2
225	соответствии с	1	2
226	он и	3	2
