N	2gram	Losev_Prob_1	KFilosof
1	может быть	14	43
2	в его	6	39
3	в нем	13	31
4	не может	8	27
5	и не	31	26
6	и в	32	22
7	в себе	15	21
8	в котором	5	21
9	не есть	29	19
10	и его	3	17
11	в ее	3	17
12	а не	15	17
13	только в	7	16
14	в этом	19	13
15	точки зрения	3	13
16	и это	9	12
17	но не	9	12
18	ни в	7	12
19	для него	2	12
20	все эти	8	11
21	в своей	8	11
22	не в	4	11
23	к нему	3	11
24	во всех	7	10
25	в своем	5	10
26	это не	6	10
27	с точки	3	10
28	все это	7	10
29	из себя	1	10
30	и есть	6	9
31	в их	4	9
32	для нее	1	9
33	его целом	1	9
34	но и	9	9
35	как бы	14	9
36	и для	4	9
37	и все	7	9
38	лишь в	1	8
39	было бы	8	8
40	мир в	1	8
41	если бы	4	8
42	со стороны	1	8
43	не было	4	8
44	жизни и	1	8
45	то что	42	7
46	должен быть	1	7
47	и здесь	6	7
48	себя в	1	7
49	конечно не	1	7
50	вовсе не	35	7
51	я не	1	6
52	момент в	2	6
53	отнюдь не	10	6
54	и я	1	6
55	мира в	1	6
56	он не	3	6
57	не значит	2	6
58	смысл и	3	6
59	и только	4	6
60	совершенно не	6	6
61	уже не	3	6
62	и их	1	6
63	но это	8	6
64	в смысле	1	6
65	в том	9	6
66	мы имеем	2	5
67	но как	6	5
68	все же	1	5
69	но в	14	5
70	не только	17	5
71	но ведь	3	5
72	то же	10	5
73	но все	3	5
74	его в	6	5
75	как и	3	5
76	должно быть	2	5
77	что я	1	5
78	не имеет	2	5
79	никогда не	7	5
80	единое и	2	5
81	для себя	3	5
82	с ним	3	5
83	в теоретических	1	5
84	со всем	2	5
85	именно в	4	5
86	его как	2	5
87	ее и	1	5
88	в основе	1	5
89	хотя бы	3	5
90	не знает	1	5
91	ко всему	1	5
92	как его	2	4
93	проникает в	1	4
94	быть в	1	4
95	в чем	3	4
96	при этом	6	4
97	не как	2	4
98	входит в	4	4
99	место в	1	4
100	тем самым	4	4
101	о нем	3	4
102	в каком	3	4
103	познания и	1	4
104	между тем	2	4
105	во всей	3	4
106	могло бы	1	4
107	нисколько не	3	4
108	ни было	1	4
109	том что	12	4
110	для нас	5	4
111	а в	4	4
112	только как	1	4
113	со мной	1	4
114	что в	12	4
115	самом деле	6	3
116	на самом	6	3
117	должна быть	1	3
118	для которого	3	3
119	и этот	1	3
120	мы не	2	3
121	что это	3	3
122	общее и	1	3
123	может дать	1	3
124	еще не	9	3
125	и на	8	3
126	события в	1	3
127	но конечно	1	3
128	а следовательно	1	3
129	нет и	2	3
130	в акте	1	3
131	данный момент	1	3
132	ясно и	2	3
133	бы и	1	3
134	бы не	1	3
135	теории и	1	3
136	всех этих	7	3
137	для того	8	3
138	из него	1	3
139	в каждом	1	3
140	в другом	1	3
141	себя не	1	3
142	этом смысле	6	3
143	эти моменты	1	3
144	нет в	1	3
145	что этот	2	3
146	не менее	19	3
147	тогда когда	1	3
148	где он	1	3
149	на язык	1	3
150	ничего не	10	3
151	отвлечения от	1	3
152	и делает	3	3
153	могут быть	2	3
154	этот акт	3	3
155	здесь не	7	3
156	единый и	1	3
157	ясно что	3	3
158	здесь нет	2	3
159	в виду	6	3
160	о том	11	3
161	и весь	4	3
162	того или	2	3
163	нем и	1	3
164	того что	7	3
165	быть и	3	3
166	и тем	13	3
167	в конкретной	1	3
168	всем его	1	3
169	не дает	1	3
170	тем что	7	3
171	общих понятий	1	3
172	от того	1	3
173	а эта	2	3
174	в данный	1	3
175	что не	3	3
176	и пр	4	3
177	и жизни	1	3
178	ближе к	1	3
179	в момент	1	3
180	вступает в	1	3
181	по своему	9	3
182	поскольку он	2	3
183	сознания и	2	3
184	а все	1	3
185	от него	1	3
186	и ни	4	3
187	только с	1	3
188	не быть	1	3
189	или иного	2	3
190	в то	6	3
191	себя как	1	2
192	чтобы не	1	2
193	мы здесь	2	2
194	все остальное	1	2
195	и то	6	2
196	я и	2	2
197	он может	1	2
198	контекста в	1	2
199	едва ли	2	2
200	и должен	1	2
201	на первом	1	2
202	и свой	1	2
203	вопрос о	1	2
204	только это	1	2
205	имеют место	1	2
206	не нужно	3	2
207	за свое	1	2
208	с его	2	2
209	совсем не	4	2
210	в данном	9	2
211	смыслу и	1	2
212	или иное	1	2
213	как в	4	2
214	то или	2	2
215	и как	6	2
216	от этого	1	2
217	думать что	1	2
218	ни одна	1	2
219	в этой	10	2
220	нами в	1	2
221	всей его	1	2
222	как оно	3	2
223	события есть	2	2
224	есть именно	5	2
225	в виде	15	2
226	определяется с	1	2
227	так и	12	2
228	то ни	1	2
229	не будет	2	2
230	и может	2	2
231	конечно в	2	2
232	это суть	1	2
233	а по	1	2
234	действительности в	3	2
235	в жизни	3	2
236	кажется что	1	2
237	из нее	1	2
238	смысловых моментов	1	2
239	с тем	5	2
240	и само	1	2
241	и того	2	2
242	что значит	3	2
243	можно ли	5	2
244	есть его	2	2
245	жизни является	1	2
246	тем не	18	2
247	войти в	1	2
248	по себе	15	2
249	случае мы	1	2
250	тому что	4	2
251	раз и	9	2
252	что эта	1	2
253	в определенной	1	2
254	дело не	1	2
255	мышления и	4	2
256	дело в	3	2
257	в процессе	1	2
258	сознания как	1	2
259	того чтобы	9	2
260	в сознании	5	2
261	в области	2	2
262	не потому	2	2
263	его с	1	2
264	бы он	1	2
265	той или	5	2
266	оно не	3	2
267	чтобы стать	1	2
268	отказаться от	1	2
269	ничего общего	11	2
270	можно и	1	2
271	чтобы быть	1	2
272	всей своей	1	2
273	говорить о	6	2
274	это только	2	2
275	акт как	1	2
276	в контекст	1	2
277	сводится к	1	2
278	и та	1	2
279	его жизни	1	2
280	бы то	1	2
281	мысль не	1	2
282	и просто	1	2
283	основе своей	1	2
284	единства и	1	2
285	или как	3	2
286	в ту	1	2
287	может иметь	2	2
288	в него	2	2
289	познания в	1	2
290	содержания но	1	2
291	тот же	1	2
292	что он	7	2
293	именно на	3	2
294	со всеми	2	2
295	в качестве	2	2
296	события и	1	2
297	акт и	1	2
298	а это	2	2
299	не из	1	2
300	и других	1	2
301	его и	1	2
302	процесс и	1	2
303	и навсегда	1	2
304	не о	2	2
305	или иной	5	2
306	этим путем	1	2
307	для этого	3	2
308	было и	1	2
309	но есть	2	2
310	предмет и	1	2
311	прежде всего	10	2
312	он и	8	2
313	если не	4	2
314	для этой	1	2
315	бы оно	3	2
316	и потому	2	2
317	этих предметов	1	2
318	что за	1	2
319	это есть	9	2
320	в это	2	2
321	но для	3	2
322	значило бы	1	2
323	он имеет	1	2
324	ни к	1	2
325	потому что	16	2
326	но всегда	1	2
327	его к	1	2
328	и эта	1	2
329	к этому	1	2
330	нужно помнить	1	1
331	смысле слова	7	1
332	ту же	1	1
333	также и	11	1
334	о каких	1	1
335	и волевой	1	1
336	функции в	4	1
337	или сознания	1	1
338	возможны и	1	1
339	в стороне	1	1
340	показать что	1	1
341	тем же	1	1
342	здесь и	1	1
343	мало одного	1	1
344	в чисто	1	1
345	и до	2	1
346	моменты его	1	1
347	что эти	1	1
348	имеем и	1	1
349	не имеют	5	1
350	действительности и	5	1
351	отношения к	1	1
352	мы уже	5	1
353	той же	1	1
354	из всех	1	1
355	что между	1	1
356	акте в	1	1
357	бы что	1	1
358	науки и	2	1
359	именно к	1	1
360	эстетики и	1	1
361	эта функция	1	1
362	и ее	8	1
363	конечно и	1	1
364	своему смыслу	1	1
365	физических и	1	1
366	не субъективно	1	1
367	только обозначает	1	1
368	оно ни	1	1
369	этих случаях	3	1
370	как таковая	1	1
371	разные моменты	1	1
372	мы будем	2	1
373	ни только	4	1
374	и всякий	1	1
375	его построения	1	1
376	и будет	1	1
377	не просто	23	1
378	рождение и	1	1
379	действительности а	7	1
380	есть просто	1	1
381	в истории	4	1
382	субъекта и	1	1
383	с этим	3	1
384	что ее	1	1
385	помнить что	3	1
386	виду и	2	1
387	даже трудно	1	1
388	хотя и	6	1
389	не являются	5	1
390	и к	1	1
391	смысл но	2	1
392	в действительности	3	1
393	в первом	2	1
394	в самом	6	1
395	как понятие	2	1
396	в которой	2	1
397	ни один	1	1
398	в известном	1	1
399	можно пройти	1	1
400	но его	1	1
401	его момент	2	1
402	предметов и	6	1
403	ее как	1	1
404	в мышлении	1	1
405	на то	8	1
406	если он	1	1
407	в конкретном	2	1
408	на его	2	1
409	что она	5	1
410	всякое выражение	4	1
411	оно было	1	1
412	все другие	2	1
413	а скорее	1	1
414	и теоретическая	1	1
415	момента в	1	1
416	эта последняя	1	1
417	не к	1	1
418	образом и	2	1
419	отношений между	1	1
420	этого акта	3	1
421	мы отбросили	1	1
422	в понятии	2	1
423	понятиями но	1	1
424	содержит в	7	1
425	их в	4	1
426	его от	3	1
427	на этом	1	1
428	будем говорить	1	1
429	закон но	1	1
430	этом последнем	1	1
431	том же	1	1
432	об этом	10	1
433	связанных с	1	1
434	и с	2	1
435	и чтобы	2	1
436	здесь то	2	1
437	то есть	33	1
438	с целью	4	1
439	это было	2	1
440	всеми своими	2	1
441	может стать	1	1
442	а есть	4	1
443	на почве	1	1
444	то все	1	1
445	он есть	4	1
446	науки а	2	1
447	делает его	2	1
448	ведь если	2	1
449	бы совершенно	1	1
450	в предмете	3	1
451	все равно	5	1
452	другие а	1	1
453	нашего исследования	2	1
454	всеми другими	1	1
455	и уже	3	1
456	несмотря на	3	1
457	и было	1	1
458	есть смысловое	1	1
459	но само	1	1
460	уже нужно	1	1
461	в этих	3	1
462	она сама	1	1
463	другим и	1	1
464	понятен и	1	1
465	но поскольку	1	1
466	он должен	2	1
467	всяком случае	3	1
468	общность и	1	1
469	данного предмета	1	1
470	свой смысл	1	1
471	признать что	1	1
472	не путем	1	1
473	ее ни	1	1
474	является только	1	1
475	однако он	1	1
476	абстрактном мышлении	1	1
477	я есть	1	1
478	не будем	2	1
479	но он	3	1
480	действительно есть	2	1
481	отнюдь еще	1	1
482	всякий другой	1	1
483	имеет смысл	1	1
484	есть еще	3	1
485	значимость в	1	1
486	новое и	1	1
487	есть всегда	1	1
488	и очень	2	1
489	событие но	1	1
490	на один	2	1
491	если и	1	1
492	в отношении	3	1
493	она не	2	1
494	что ему	1	1
495	как о	1	1
496	системах философии	1	1
497	одна из	1	1
498	есть принцип	2	1
499	смысле и	2	1
500	тем беднее	1	1
501	так чтобы	1	1
502	что ей	1	1
503	ничто в	1	1
504	есть тем	1	1
505	к другим	1	1
506	но только	2	1
507	для всего	2	1
508	это с	1	1
509	только не	3	1
510	следовательно и	2	1
511	через него	1	1
512	слово и	1	1
513	он пытается	1	1
514	находятся в	1	1
515	закон и	3	1
516	между прочим	2	1
517	по своей	1	1
518	охватить и	1	1
519	должна находиться	1	1
520	уже и	3	1
521	не является	5	1
522	акт не	1	1
523	не мыслится	1	1
524	ни о	5	1
525	только от	1	1
526	представляется нам	1	1
527	в специальном	1	1
528	исходить из	1	1
529	станет утверждать	1	1
530	его для	2	1
531	и должно	2	1
532	есть только	8	1
533	сказать только	2	1
534	том кто	1	1
535	случайна и	1	1
536	содержанием и	1	1
537	к тому	3	1
538	b и	1	1
539	имеет место	1	1
540	в какое-нибудь	1	1
541	правда не	1	1
542	если мы	11	1
543	и о	8	1
544	совершенно правильно	1	1
545	с ее	1	1
546	что все	3	1
547	стороне и	1	1
548	истории философии	4	1
549	и от	1	1
550	мысль о	1	1
551	уже с	2	1
552	излишен и	1	1
553	образом то	1	1
554	все культурные	3	1
555	на том	4	1
556	что может	2	1
557	только через	1	1
558	своей научной	1	1
559	с собой	2	1
560	не с	1	1
561	здесь как	1	1
562	особенно в	2	1
563	мог бы	1	1
564	этой мысли	1	1
565	мыслится и	1	1
566	может возникнуть	1	1
567	просто с	1	1
568	поэтому в	1	1
569	виде определенной	1	1
570	и всякого	1	1
571	в настоящее	3	1
572	и даже	11	1
573	являются здесь	1	1
574	остановимся на	1	1
575	образом в	1	1
576	и смерть	1	1
577	находится в	1	1
578	все дело	1	1
579	здесь я	1	1
580	каждый раз	1	1
581	другими словами	3	1
582	настоящее время	3	1
583	не содержит	2	1
584	не стоит	2	1
585	в математике	2	1
586	можно сказать	5	1
587	собою только	2	1
588	мы познаем	1	1
589	не выходит	1	1
590	мы делаем	1	1
591	ни на	4	1
592	и во	3	1
593	он его	1	1
