N	3gram	Bakhtin_Pr_4	Tvorches
1	в то же	5	13
2	в романах достоевского	4	13
3	то же время	5	12
4	в том что	2	6
5	в бедных людях	3	5
6	о том что	2	5
7	в романе идиот	1	4
8	преступления и наказания	3	4
9	в преступлении и	2	4
10	но в то	2	4
11	дело в том	2	3
12	у достоевского в	2	3
13	преступлении и наказании	2	3
14	с самого начала	1	3
15	самим собой в	1	2
16	та же самая	1	2
17	в свою противоположность	1	2
18	является одним из	1	2
19	в данном случае	1	2
20	не только в	1	2
21	в сне смешного	1	2
22	можно сказать что	2	2
23	и в то	1	2
24	сне смешного человека	1	2
25	в этом романе	2	2
26	не может не	1	1
27	хотя и не	2	1
28	но она не	1	1
29	где совершается кризис	1	1
30	этом романе и	1	1
31	на площади и	1	1
32	прежде всего на	1	1
33	и наконец в	1	1
34	как один из	1	1
35	имеем в виду	3	1
36	и его обитатели	1	1
37	себе что он	1	1
38	в том же	1	1
39	нам кажется что	3	1
40	пространства и времени	1	1
41	в этом пункте	1	1
42	с установкой на	1	1
43	по отношению к	5	1
44	и на площади	1	1
45	рассматривать в связи	1	1
46	на том или	1	1
47	до сих пор	8	1
48	в мировой литературе	1	1
49	и в других	2	1
50	хотя бы и	1	1
51	сами по себе	2	1
52	художественном мире достоевского	1	1
53	в отличие от	3	1
54	друг на друга	2	1
55	самим собой как	1	1
56	яков петрович голядкин	1	1
57	а может быть	1	1
58	на самом же	1	1
59	не менее чем	1	1
60	в этой повести	1	1
61	у достоевского и	1	1
62	это вовсе не	2	1
63	с самим собой	2	1
64	пороге у дверей	1	1
65	не столько на	1	1
66	в других романах	1	1
67	перед тем как	1	1
68	в художественном мире	1	1
69	на этой почве	1	1
70	больших романах достоевского	1	1
71	раннего творчества достоевского	1	1
72	не в его	1	1
73	том или другом	2	1
74	или на площади	1	1
75	в мире достоевского	1	1
76	как в сне	1	1
77	с одной стороны	1	1
78	в xix веке	1	1
79	в конце концов	1	1
80	а как бы	1	1
81	но при этом	1	1
82	здесь мы переходим	1	1
83	село степанчиково и	1	1
84	и в их	1	1
85	он ее не	1	1
86	такой же как	1	1
87	в связи с	1	1
88	достоевского вплоть до	1	1
89	сон смешного человека	1	1
90	самом же деле	1	1
91	романах достоевского в	1	1
92	других романах достоевского	1	1
93	у него в	1	1
94	он не боится	1	1
95	что может быть	1	1
96	на пороге у	1	1
97	рассказе и в	1	1
98	мы имеем в	3	1
99	с другой стороны	3	1
100	уже в первом	1	1
101	таким образом и	1	1
102	героя и героини	1	1
103	в себя как	1	1
104	к тому что	1	1
105	в отношении к	2	1
106	как и в	3	1
107	дело не в	1	1
108	к тому же	1	1
109	степанчиково и его	1	1
