N	2gram	Losev_Dial_1	Narrotol
1	не только	13	26
2	а не	14	17
3	но и	7	15
4	при этом	1	14
5	в том	9	14
6	в качестве	2	14
7	и не	30	14
8	в этом	12	13
9	и в	18	13
10	том что	9	13
11	только в	3	11
12	в частности	2	11
13	может быть	17	10
14	в данном	3	10
15	так и	9	9
16	то есть	1	9
17	к тому	4	9
18	а в	5	9
19	в себе	11	8
20	то что	13	8
21	не в	6	8
22	не может	12	8
23	у него	1	6
24	в своем	5	6
25	все же	5	6
26	и к	1	6
27	но в	6	6
28	в жизни	1	6
29	никогда не	9	6
30	ничего не	17	6
31	можно сказать	6	6
32	а также	1	6
33	в его	3	6
34	вслед за	2	6
35	того что	2	6
36	со стороны	2	6
37	прежде всего	10	6
38	как бы	11	6
39	жизни в	1	6
40	я не	5	5
41	что он	11	5
42	как в	2	5
43	хотя и	4	5
44	в нем	16	5
45	тем не	1	5
46	он не	3	5
47	таким образом	1	5
48	и тем	1	5
49	далеко не	1	5
50	точки зрения	17	5
51	в котором	4	5
52	место в	1	5
53	тем самым	1	5
54	в то	6	5
55	о том	4	5
56	с одной	2	5
57	с другой	6	5
58	одной стороны	2	5
59	в той	1	5
60	я в	2	5
61	то же	10	4
62	в ее	1	4
63	в этой	1	4
64	отнюдь не	9	4
65	перед нами	1	4
66	что это	11	4
67	тому же	2	4
68	в силу	1	4
69	уже не	2	4
70	в мире	2	4
71	об этом	4	4
72	все его	1	4
73	и уже	1	4
74	в своей	2	4
75	не к	1	4
76	в конце	4	4
77	не менее	2	4
78	но при	1	4
79	времени и	1	4
80	если бы	12	4
81	как у	2	4
82	в другом	2	4
83	в какой	1	4
84	для него	2	4
85	как и	2	4
86	как это	4	4
87	не является	3	4
88	и все	3	4
89	с ним	6	4
90	и у	2	4
91	жизни и	3	4
92	что в	13	4
93	все что	1	4
94	самом деле	3	3
95	а как	1	3
96	мы имеем	2	3
97	так а	1	3
98	но не	4	3
99	большей части	1	3
100	что они	3	3
101	все эти	2	3
102	и его	1	3
103	и по	1	3
104	того или	1	3
105	он является	1	3
106	характер и	1	3
107	что я	3	3
108	точку зрения	3	3
109	тому что	3	3
110	того чтобы	1	3
111	же время	4	3
112	по своей	1	3
113	этом отношении	2	3
114	той или	7	3
115	на том	1	3
116	и когда	1	3
117	и сам	1	3
118	мира и	1	3
119	о котором	1	3
120	это не	9	3
121	к ней	4	3
122	один из	3	3
123	с ними	2	3
124	никак не	6	3
125	между тем	1	3
126	то и	2	3
127	представить себе	1	3
128	как раз	4	3
129	и даже	13	3
130	или иной	3	3
131	по большей	1	3
132	да и	6	3
133	с этой	2	3
134	и для	2	3
135	сказать что	10	3
136	к его	1	3
137	в таком	1	3
