N	2gram	Nazirov_Tv_2	Hudozhes
1	в мире	5	23
2	то есть	5	18
3	и не	9	16
4	не только	13	15
5	и в	20	15
6	в том	8	15
7	тогда как	3	13
8	может быть	8	13
9	в частности	2	13
10	при этом	8	12
11	и его	9	12
12	а в	4	12
13	но не	5	11
14	в этом	8	11
15	в себе	3	11
16	то же	7	10
17	по отношению	3	10
18	представляет собой	1	10
19	как бы	11	10
20	так и	6	10
21	а не	6	10
22	отношению к	3	10
23	но и	8	10
24	такого рода	1	9
25	в его	10	9
26	в рамках	1	8
27	своего рода	3	8
28	сводится к	2	8
29	себя в	2	8
30	в душе	4	8
31	отличие от	2	7
32	но в	4	7
33	в принципе	4	7
34	в отличие	2	7
35	в то	10	7
36	или иной	1	7
37	с другой	2	7
38	в искусстве	2	7
39	с его	1	6
40	отношение к	1	6
41	том что	4	6
42	не в	4	6
43	в основе	2	6
44	же время	7	6
45	в ее	2	6
46	приводит к	2	6
47	не сводится	1	6
48	в тексте	1	6
49	не может	7	6
50	что в	7	6
51	в их	3	5
52	в самом	3	5
53	то что	3	5
54	ни в	1	5
55	тем самым	4	5
56	могут быть	2	5
57	той или	1	5
58	по сути	3	5
59	и одновременно	1	5
60	только в	2	5
61	уже не	3	5
62	между ними	1	5
63	другой стороны	2	5
64	я с	1	5
65	в нем	3	5
66	героя и	2	5
67	место в	3	4
68	говорить о	2	4
69	жизни как	1	4
70	еще не	5	4
71	а только	1	4
72	хотя и	4	4
73	и как	1	4
74	он не	3	4
75	в другом	1	4
76	в этих	1	4
77	в ходе	1	4
78	в своей	6	4
79	не столько	2	4
80	личности в	2	4
81	говоря словами	1	4
82	входит в	1	4
83	между тем	3	4
84	для него	3	4
85	со стороны	1	4
86	к которому	2	4
87	прежде всего	8	4
88	не знает	1	4
89	как это	1	4
90	например в	5	4
91	к тому	1	4
92	сказать что	1	4
93	художественного произведения	1	3
94	на деле	1	3
95	перед лицом	1	3
96	всех и	1	3
97	и ее	2	3
98	в целом	6	3
99	в виду	1	3
100	как правило	2	3
101	и читателей	1	3
102	конечном счете	1	3
103	как уже	1	3
104	и к	1	3
105	или иного	1	3
106	в противоположность	1	3
107	в которой	2	3
108	лишь в	1	3
109	его в	3	3
110	это не	7	3
111	как и	6	3
112	но он	1	3
113	их в	2	3
114	однако в	1	3
115	автора и	1	3
116	не менее	2	3
117	в русской	2	3
118	в структуре	1	3
119	как раз	1	3
120	потому что	7	3
121	объекта и	1	3
122	в пределах	1	3
123	так в	2	3
124	читателя в	5	3
125	мог бы	1	3
126	если бы	4	3
127	произведения как	1	3
128	и что	2	3
129	того или	1	3
130	в конечном	1	3
131	что он	6	3
132	не случайно	2	3
133	в области	1	3
134	в рассказе	3	3
135	была бы	1	3
136	человека к	1	3
137	текста как	1	3
138	и для	1	3
139	художественного целого	1	3
140	таким образом	10	3
141	в свою	1	3
142	в таком	3	3
143	таком случае	2	2
144	человека и	3	2
145	и это	3	2
146	это и	1	2
147	по преимуществу	2	2
148	в году	16	2
149	не вполне	1	2
150	я не	2	2
151	личности с	1	2
152	и на	5	2
153	в чем	4	2
154	но как	1	2
155	не все	1	2
156	в комедии	1	2
157	опыта к	1	2
158	говорит что	1	2
159	в себя	1	2
160	образом и	1	2
161	все эти	4	2
162	бы не	2	2
163	в этой	5	2
164	с их	1	2
165	в силу	1	2
166	уже говорилось	1	2
167	наших глазах	1	2
168	мире на	1	2
169	в творческом	5	2
170	ни был	1	2
171	об этом	4	2
172	по себе	1	2
173	в них	1	2
174	несмотря на	1	2
175	жизни но	1	2
176	ведет к	1	2
177	с другими	2	2
178	войне и	1	2
179	и более	1	2
180	вовсе не	2	2
181	даже в	1	2
182	тому что	1	2
183	одна из	3	2
184	и соответственно	1	2
185	не является	3	2
186	числе и	1	2
187	однако все	1	2
188	для себя	1	2
189	на наших	1	2
190	и о	1	2
191	свою очередь	1	2
192	для читателя	1	2
193	к жизни	2	2
194	роль в	2	2
195	и сам	5	2
196	с человеком	1	2
197	о том	5	2
198	при котором	1	2
199	русской литературе	1	2
200	именно в	6	2
201	в литературе	2	2
202	может оказаться	1	2
203	ни к	2	2
204	и мире	1	2
205	мире и	1	2
206	с одной	1	2
207	и др	3	2
208	за пределами	1	2
209	слова не	1	2
210	или даже	2	2
211	что сама	1	2
212	и прежде	1	2
213	в одном	2	2
214	для меня	1	2
215	при всей	1	2
216	у него	6	2
217	автора как	1	2
218	а с	3	2
219	в художественной	1	2
220	жизни то	1	2
221	позиция автора	1	2
222	превращается в	3	2
223	начиная с	2	2
224	так же	5	2
225	и особенно	1	2
226	и потому	4	2
227	как в	4	2
228	сути дела	3	2
229	искусства но	1	2
230	и по	2	2
231	жизни в	3	2
232	по бахтину	1	2
233	во всех	1	2
234	для автора	2	2
235	речь идет	1	2
236	с ним	3	2
237	отношении к	1	2
238	одной из	3	2
239	в романе	15	2
240	от всех	1	2
241	из этого	2	2
242	том числе	1	2
243	кто бы	1	1
244	неотделима от	2	1
245	лишь ее	1	1
246	в сфере	1	1
247	же как	3	1
248	начинается с	2	1
249	и через	3	1
250	ты и	1	1
251	двух сыновей	1	1
252	и есть	2	1
253	то в	1	1
254	достоевского в	9	1
255	можно говорить	1	1
256	из его	1	1
257	едва ли	2	1
258	действительности и	1	1
259	сливается с	1	1
260	творческом процессе	4	1
261	той же	1	1
262	литературы но	1	1
263	ее что-то	1	1
264	случае это	1	1
265	из своих	1	1
266	комизма в	1	1
267	и абсолютная	1	1
268	со смертью	1	1
269	не была	1	1
270	в литературном	2	1
271	не первым	1	1
272	жизненной позиции	1	1
273	как я	1	1
274	и со	1	1
275	никогда не	11	1
276	предстает как	1	1
277	говорил о	1	1
278	собой в	1	1
279	между собой	1	1
280	столь же	1	1
281	что его	2	1
282	в различных	1	1
283	в преступлении	10	1
284	роман и	2	1
285	связи между	1	1
286	иного рода	1	1
287	суда над	1	1
288	еще одним	1	1
289	а тем	1	1
290	мире без	1	1
291	более крупные	1	1
292	искусство в	1	1
293	ивана карамазова	8	1
294	замысла и	1	1
295	или иное	1	1
296	что они	4	1
297	и эстетического	1	1
298	на основе	1	1
299	в произведениях	2	1
300	к автору	1	1
301	отнюдь не	4	1
302	и я	1	1
303	в истории	2	1
304	перед читателем	1	1
305	от автора	1	1
306	что приводит	1	1
307	о жизни	3	1
308	такова же	1	1
309	перед нами	1	1
310	встрече с	1	1
311	автора мы	1	1
312	и свою	1	1
313	только то	1	1
314	из жизни	2	1
315	что это	1	1
316	всего романа	1	1
317	что достоевский	3	1
318	за это	1	1
319	из этих	1	1
320	этом что	1	1
321	тоже не	2	1
322	что автор	1	1
323	в известном	1	1
324	нас на	1	1
325	во многих	2	1
326	на стадии	1	1
327	проникает в	2	1
328	после чего	1	1
329	на то	1	1
330	в случае	1	1
331	героя к	1	1
332	к эстетическому	1	1
333	на его	4	1
334	что она	4	1
335	в статье	2	1
336	к миру	2	1
337	эта система	1	1
338	все это	6	1
339	художников в	2	1
340	при виде	2	1
341	в первую	1	1
342	первой части	4	1
343	как пишет	1	1
344	к одному	1	1
345	у читателя	2	1
346	содержит в	1	1
347	на земле	1	1
348	является не	1	1
349	а затем	3	1
350	что все	1	1
351	смысла в	1	1
352	а по	1	1
353	не с	1	1
354	художественный образ	1	1
355	первую очередь	1	1
356	его личности	1	1
357	было бы	1	1
358	он ни	1	1
359	зрения и	1	1
360	в жизни	1	1
361	основания для	1	1
362	нет в	1	1
363	рядом с	2	1
364	мир глазами	1	1
365	соответствии с	4	1
366	и достоевского	1	1
367	как видно	1	1
368	духовной жизни	1	1
369	перед собой	1	1
370	вошел в	1	1
371	о ком	1	1
372	от своего	1	1
373	в такой	2	1
374	и без	2	1
375	князя с	3	1
376	в котором	3	1
377	что от	1	1
378	еще нет	1	1
379	однако этот	3	1
380	всякий раз	1	1
381	авторской идеи	1	1
382	есть его	1	1
383	по крайней	2	1
384	не могли	2	1
385	в конце	6	1
386	до минимума	1	1
387	произведения в	1	1
388	том же	2	1
389	собой лишь	1	1
390	превращая его	1	1
391	говорит ему	1	1
392	нас к	1	1
393	между людьми	2	1
394	в таких	1	1
395	xviii века	2	1
396	из нас	2	1
397	виду что	1	1
398	некоторого рода	1	1
399	не имеет	1	1
400	трагизма и	2	1
401	карамазова в	1	1
402	не составляет	1	1
403	героев и	1	1
404	но только	1	1
405	это еще	1	1
406	себе самом	1	1
407	присутствующим в	1	1
408	казалось бы	3	1
409	литературе в	1	1
410	не говорит	1	1
411	и является	1	1
412	связи с	1	1
413	в центр	1	1
414	из условий	1	1
415	отождествляемая с	1	1
416	окна и	1	1
417	как будто	1	1
418	в подобном	1	1
419	однако это	2	1
420	ему не	1	1
421	и здесь	1	1
422	в момент	1	1
423	он еще	2	1
424	ли не	2	1
425	всего что	1	1
426	в поле	1	1
427	ролью в	1	1
428	в каждом	1	1
429	на это	1	1
430	должен быть	1	1
431	опираясь на	2	1
432	и кому	1	1
433	из всего	1	1
434	именно эту	1	1
435	как мы	1	1
436	у себя	1	1
437	точно так	1	1
438	меня в	1	1
439	его поступки	1	1
440	то или	1	1
441	мысль о	1	1
442	между сознаниями	1	1
443	смерти в	1	1
444	действия и	2	1
445	то время	1	1
446	значение в	1	1
447	сознаний в	1	1
448	живет в	1	1
449	очередь по	1	1
450	с героем	1	1
451	означает что	1	1
452	жизненная позиция	1	1
453	жизни не	1	1
454	следует признать	1	1
455	именно потому	1	1
456	и детально	2	1
457	и поэтому	2	1
458	не означает	2	1
459	может не	1	1
460	восходит к	2	1
461	и авторской	1	1
462	в которую	2	1
463	своей сути	1	1
464	нуждается в	1	1
465	у достоевского	30	1
466	крайней мере	2	1
467	с матерью	1	1
468	каждом из	1	1
469	если он	5	1
470	о своих	2	1
471	и мир	1	1
472	с лизой	1	1
473	известном смысле	1	1
474	в формах	1	1
475	один из	3	1
476	поле зрения	1	1
477	творческого процесса	4	1
478	о юморе	1	1
479	образов и	1	1
480	мы видим	4	1
481	тот же	1	1
482	действующих лиц	2	1
483	преступлении и	11	1
484	такое же	1	1
485	или же	1	1
486	или его	1	1
487	жить и	1	1
488	на мир	1	1
489	восприятие мира	1	1
490	так что	2	1
491	от одной	1	1
492	а напротив	1	1
493	в поэзии	1	1
494	сознание как	1	1
495	на свое	1	1
496	не дает	1	1
497	мышления и	1	1
498	из них	2	1
499	он обнаруживает	1	1
500	от горя	1	1
501	у нее	3	1
502	так как	3	1
503	и от	4	1
504	слова говорящий	1	1
505	тому же	2	1
506	без этого	1	1
507	бытия и	1	1
508	должен был	1	1
509	момент для	1	1
510	не просто	1	1
511	представляют собой	1	1
512	не было	2	1
513	он же	2	1
514	и даже	5	1
515	с патетикой	1	1
516	как у	3	1
517	души и	1	1
518	перед ним	1	1
519	что не	3	1
520	толпы так	1	1
521	что для	1	1
522	в соответствии	4	1
523	понимаем что	2	1
524	всю жизнь	1	1
525	более того	2	1
526	зависит от	2	1
527	жизнь в	1	1
528	когда же	1	1
529	быть определен	1	1
530	за свою	1	1
531	в связи	1	1
532	и литературные	1	1
533	как ни	1	1
534	нет никаких	1	1
535	на фоне	1	1
536	является его	1	1
537	вместе с	3	1
538	автора с	1	1
539	центр художественного	1	1
540	но кто	1	1
541	я уже	1	1
542	в одной	3	1
543	одну из	1	1
544	требует от	1	1
545	нимало не	1	1
546	не могут	1	1
547	это своего	1	1
548	его личной	1	1
549	для искусства	1	1
550	он говорит	1	1
551	в область	3	1
552	после его	1	1
553	может как	1	1
554	глаза ее	1	1
555	этого слова	1	1
556	истории не	1	1
557	второй план	1	1
558	будущее в	1	1
559	это переживание	1	1
560	вследствие его	1	1
561	и вполне	1	1
562	романе достоевского	6	1
563	мыслится как	1	1
564	главного героя	3	1
565	с этой	3	1
566	автором и	1	1
567	над тем	1	1
568	персонаж не	1	1
569	личность как	1	1
570	только для	2	1
571	заметил что	1	1
572	все же	5	1
573	характерные для	1	1
574	при всем	1	1
575	писал в	1	1
576	может служить	2	1
577	так он	2	1
578	если не	4	1
579	позиции в	1	1
580	и право	1	1
581	в результате	1	1
582	мифа миф	1	1
583	себя самого	1	1
584	для нас	1	1
585	от него	1	1
586	к различным	1	1
587	в литературной	2	1
588	действительной жизни	1	1
589	следит за	1	1
590	себя если	1	1
591	но если	2	1
592	того времени	1	1
593	не есть	1	1
594	к самому	2	1
595	имеет в	2	1
596	может и	1	1
597	о своем	1	1
598	оценки и	1	1
599	не быть	1	1
600	их смысла	1	1
601	автора в	1	1
602	между автором	1	1
603	ее восприятия	1	1
604	который в	1	1
605	героя в	4	1
606	включает в	2	1
607	частности в	1	1
608	быть назван	1	1
609	видим в	2	1
610	и другие	1	1
611	в своих	3	1
612	и наказании	10	1
613	нее как	1	1
614	по поводу	1	1
615	событий в	1	1
