N	3gram	Trubetskoy_1	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	в том что	7	6
4	той или иной	3	5
5	до сих пор	5	4
6	с точки зрения	9	3
7	в этом отношении	1	3
8	в применении к	1	3
9	даже и в	1	3
10	и прежде всего	1	3
11	прежде всего на	1	2
12	дело в том	1	2
13	на самом деле	6	2
14	и в других	1	2
15	на этот вопрос	1	2
16	в значительной мере	2	2
17	и в частности	1	2
18	в основе его	1	2
19	ни к какому	1	2
20	во всех этих	1	2
21	и в том	2	2
22	в значительной степени	1	2
23	как бы ни	1	2
24	но все же	1	2
25	в большинстве случаев	2	2
26	в некоторых других	1	1
27	а между тем	5	1
28	или хотя бы	1	1
29	сводится к тому	1	1
30	совершенно чуждые ему	1	1
31	воплощает в себе	1	1
32	по отношению к	1	1
33	в самом деле	1	1
34	силе и по	1	1
35	в настоящее время	2	1
36	и в некоторых	1	1
37	всяком случае не	1	1
38	они принадлежат к	2	1
39	и не только	1	1
40	но для нас	1	1
41	что с точки	1	1
42	и не может	3	1
43	в нем все	1	1
44	некоторых из них	1	1
45	и не к	1	1
46	с ним в	1	1
47	к тому чтобы	4	1
48	как и при	1	1
49	но как бы	1	1
50	не подлежит никакому	1	1
51	с самим собой	2	1
52	от нас и	1	1
53	во всех областях	1	1
54	речь идет не	1	1
55	до известной степени	1	1
56	главным образом как	1	1
57	тех или иных	1	1
58	но в то	1	1
59	подлежит никакому сомнению	1	1
60	жизни но и	1	1
61	но при этом	1	1
62	того что не	1	1
63	прежде всего необходимо	1	1
64	в связи с	1	1
65	это конечно не	1	1
66	во всяком случае	6	1
67	что касается до	1	1
68	чтобы освободиться от	1	1
69	в его целом	1	1
70	не может быть	4	1
71	то же время	10	1
72	и видеть в	1	1
73	он еще не	1	1
74	основе его лежит	1	1
75	для того чтобы	6	1
76	друг от друга	2	1
77	наиболее полное и	1	1
78	в то же	10	1
79	говорили в начале	1	1
80	друг с другом	14	1
81	точки зрения этих	1	1
82	того чтобы освободиться	1	1
83	к тому же	1	1
84	во всех странах	1	1
