N	3gram	Tiupa_Disk_1	formyVre
1	с точки зрения	1	8
2	в связи с	1	7
3	не только в	2	5
4	то же время	4	4
5	в то же	3	4
6	и в особенности	2	3
7	в том числе	2	3
8	о том как	1	3
9	и в то	1	3
10	во всех этих	1	3
11	и прежде всего	1	3
12	в большинстве случаев	1	3
13	в том что	13	3
14	прежде всего в	1	2
15	то же самое	2	2
16	в этом случае	1	2
17	до сих пор	1	2
18	сами по себе	2	2
19	том числе и	2	2
20	в этом отношении	1	2
21	и того же	2	1
22	а не за	1	1
23	никогда не было	1	1
24	быть осуществлено только	1	1
25	на самом деле	1	1
26	в котором он	1	1
27	том что он	1	1
28	и не только	2	1
29	только в том	2	1
30	как и все	1	1
31	тот или иной	2	1
32	что он не	1	1
33	имеет отношение к	1	1
34	в отличие от	4	1
35	мира в котором	1	1
36	по аналогии с	1	1
37	значении этого слова	1	1
38	вместе с тем	1	1
39	из уст в	1	1
40	одно и то	1	1
41	жизни в которых	1	1
42	к себе и	1	1
43	поэтому они не	1	1
44	как и в	1	1
45	в данном случае	2	1
46	она еще не	1	1
47	в основе этих	1	1
48	с одной стороны	9	1
49	и то же	1	1
50	но при этом	3	1
51	этих форм в	1	1
52	здесь имеет место	1	1
53	каждый из них	1	1
54	но здесь это	1	1
55	имеет громадное значение	1	1
56	с другой стороны	3	1
57	романа еще не	1	1
58	уст в уста	1	1
59	не может быть	3	1
60	прежде всего к	1	1
61	именно в том	1	1
62	требует для своей	1	1
63	в частности в	2	1
64	и как бы	3	1
65	с точкой зрения	1	1
66	то есть в	2	1
67	в свою очередь	3	1
68	о том что	5	1
69	с самого начала	1	1
70	но все же	1	1
71	можно сказать что	2	1
72	состоит именно в	1	1
73	также и в	1	1
74	существенную роль в	3	1
75	одного и того	2	1
76	в данном отношении	1	1
77	для своей реализации	1	1
78	ее к себе	1	1
79	за тридевять земель	1	1
80	в другом случае	1	1
81	и вернуться к	1	1
82	состояло в том	1	1
83	тем более не	1	1
84	к сыну в	1	1
85	как мы видели	1	1
86	той или иной	3	1
87	и в другом	1	1
