N	3gram	Vinokur_Ku_3	Myslijsy
1	более или менее	2	8
2	во всяком случае	1	7
3	в том что	8	7
4	и того же	2	6
5	в свою очередь	1	6
6	одного и того	2	6
7	по крайней мере	1	5
8	тем не менее	9	5
9	до сих пор	8	4
10	сам по себе	3	4
11	от того что	2	4
12	в то время	1	4
13	в том смысле	1	4
14	с одной стороны	4	3
15	смысле этого слова	2	3
16	не могут быть	2	3
17	может быть не	1	3
18	мы не можем	1	3
19	и т п	41	3
20	потому что без	1	3
21	и т д	8	3
22	а не с	1	2
23	на самом деле	3	2
24	есть прежде всего	1	2
25	не может обойтись	1	2
26	в таком случае	2	2
27	после того как	4	2
28	если б не	1	2
29	то что мы	1	2
30	не в том	2	2
31	с другой стороны	3	2
32	для того чтобы	11	2
33	независимо от их	1	2
34	то же время	1	2
35	как на самом	1	2
36	так и в	3	2
37	само по себе	1	2
38	то же в	1	2
39	не может быть	3	2
40	в этом смысле	1	2
41	в то же	1	2
42	сама по себе	2	2
43	что если бы	1	2
44	только тогда когда	4	2
45	потому что как	3	1
46	тогда как на	1	1
47	сплошь да рядом	2	1
48	один и тот	2	1
49	мы говорим что	1	1
50	прежде всего следует	3	1
51	на него внимание	1	1
52	потому что в	2	1
53	здесь может быть	1	1
54	большее или меньшее	1	1
55	и той же	1	1
56	то время когда	1	1
57	есть такой же	1	1
58	у нас в	1	1
59	т д и	1	1
60	что же касается	1	1
61	друг от друга	1	1
62	т п однако	1	1
63	только в том	2	1
64	того как они	1	1
65	но если это	2	1
66	т п а	2	1
67	в отличие от	2	1
68	при этом что	2	1
69	бы то ни	1	1
70	тому как в	1	1
71	из того что	1	1
72	в собственном смысле	1	1
73	с тем что	1	1
74	обратить внимание на	1	1
75	в той мере	1	1
76	но вряд ли	1	1
77	и не может	1	1
78	самые простые и	1	1
79	с этой точки	1	1
80	вместе с тем	1	1
81	только для того	1	1
82	не то что	1	1
83	в том случае	4	1
84	и тем не	3	1
85	в значении этого	1	1
86	на мой взгляд	3	1
87	внимание на те	1	1
88	указывает нам на	1	1
89	той мере в	1	1
90	но самое это	1	1
91	что внутренняя форма	1	1
92	и в нашем	1	1
93	мы тем не	1	1
94	то что он	1	1
95	то тем самым	1	1
96	в каждом человеке	1	1
97	на первых порах	1	1
98	в одном случае	1	1
99	чтобы понять что	1	1
100	в связи с	4	1
101	только после того	2	1
102	потому что есть	1	1
103	мере в какой	1	1
104	и тот же	2	1
105	для нас те	1	1
106	не имеет ничего	1	1
107	на вопрос о	1	1
108	далеко не все	1	1
109	а в том	1	1
110	не могут и	1	1
111	и такие случаи	1	1
112	не потому что	1	1
113	том смысле что	1	1
114	в том чтобы	3	1
115	в этом случае	4	1
116	и независимо от	1	1
117	о том что	3	1
118	в одном из	1	1
119	и в самом	4	1
120	что и в	2	1
121	но все же	1	1
122	рядом с ними	1	1
123	мы говорим о	1	1
124	тому что она	1	1
125	до тех пор	4	1
126	если бы не	2	1
127	как в слове	1	1
128	одной и той	1	1
129	и в этом	4	1
130	того как мы	1	1
131	так как на	1	1
132	на каком основании	1	1
133	вслед за этим	1	1
134	такое значение имеет	1	1
