1	с точки зрения	3	5
2	с тем у	1	5
3	в свою очередь	2	4
4	не только в	1	3
5	в этом случае	5	3
6	на самом деле	1	3
7	как мы видели	1	3
8	в этом отношении	1	2
9	к тому что	4	2
10	что иное как	2	2
11	мы увидим что	1	2
12	и не только	1	2
13	в связи с	4	2
14	в тех случаях	1	2
15	как мы увидим	5	2
16	вместе с тем	6	2
17	что было в	1	2
18	только потому что	1	2
19	мы видим что	1	2
20	не что иное	2	2
21	как мы уже	1	2
22	можно сказать что	1	2
23	но все же	2	2
24	с тем и	2	2
25	о том что	4	2
26	тех случаях когда	1	2
27	но вместе с	1	1
28	одни и те	1	1
29	по мере их	1	1
30	до того как	2	1
31	одном и том	1	1
32	магический обряд который	1	1
33	не совсем так	1	1
34	который мы наблюдаем	1	1
35	об этом мы	1	1
36	в себе и	1	1
37	но иногда и	1	1
38	бросается в глаза	1	1
39	и как бы	1	1
40	в виду что	1	1
41	одна и та	1	1
42	в одном и	1	1
43	независимо от того	1	1
44	эту точку зрения	1	1
45	тем не менее	3	1
46	как это ни	1	1
47	мы должны будем	1	1
48	и в этом	1	1
49	только одна из	1	1
50	и та же	1	1
51	одного и того	1	1
52	можно было бы	1	1
53	мы уже знаем	1	1
54	так как в	1	1
55	только тогда когда	1	1
56	в собственном смысле	1	1
57	еще до того	1	1
58	в том что	15	1
59	в большинстве случаев	2	1
60	были связаны с	1	1
61	и того же	1	1
62	в нашем сознании	1	1
63	вопросов и ответов	1	1
64	вопрос о том	1	1
65	для наших целей	2	1
66	на этот вопрос	1	1
67	это не совсем	1	1
68	мы наблюдаем в	1	1
69	мы увидим ниже	2	1
70	как мы видим	1	1
71	иметь в виду	1	1
72	и том же	1	1
73	мы не можем	3	1
74	при этом не	1	1
75	как и в	1	1
76	не только на	2	1
77	из них в	1	1
78	не можем считать	1	1
79	и те же	1	1
80	за столом и	1	1
