N	3gram	Propp_Isto_6	FransuaR
1	мы уже говорили	1	11
2	о том что	4	5
3	в другом месте	1	4
4	с одной стороны	7	4
5	на первый план	2	3
6	до сих пор	4	3
7	и в особенности	1	2
8	одной стороны и	1	2
9	и то что	1	2
10	в данном случае	3	2
11	это прежде всего	1	2
12	а также и	1	2
13	как один из	1	2
14	но и в	2	2
15	с другой стороны	8	2
16	таким образом в	1	2
17	в том что	5	2
18	и в меньшей	1	1
19	по отношению к	2	1
20	в обоих случаях	1	1
21	что с ним	1	1
22	том что в	2	1
23	более или менее	1	1
24	в которых он	1	1
25	о том как	3	1
26	поля и луга	1	1
27	в одной из	1	1
28	мы находим в	1	1
29	между небом и	1	1
30	и должна быть	1	1
31	у нас на	1	1
32	когда они уже	1	1
33	у него в	1	1
34	совершенно ясно что	1	1
35	к себе в	2	1
36	на этот вопрос	1	1
37	и др в	1	1
38	видит в нем	1	1
39	здесь же мы	2	1
40	со всех сторон	1	1
41	мы не будем	2	1
42	вместе с тем	3	1
43	только то что	2	1
44	у нас и	1	1
45	руками и ногами	1	1
46	смысле этого слова	1	1
47	так как они	1	1
48	все же не	1	1
49	если они не	1	1
50	один из этих	1	1
51	как бы в	1	1
52	для того чтобы	1	1
53	также как мы	1	1
54	не может быть	3	1
55	мы видели что	3	1
56	в зависимости от	1	1
57	в то время	3	1
58	после того как	2	1
59	не забудем что	1	1
60	в них всегда	1	1
61	не только в	4	1
62	что связано с	1	1
63	было очень распространено	1	1
64	но все же	2	1
65	можно сказать что	1	1
66	и из него	1	1
67	как мы видим	1	1
68	а с другой	1	1
69	жизнью и смертью	1	1
70	объединяет в одной	1	1
71	и с другой	1	1
72	том что он	1	1
73	при всех его	1	1
74	что и в	2	1
75	разинутая пасть есть	1	1
76	то что не	1	1
