N	2gram	Bakhtin_Fr_1	UchenyiS
1	и в	65	14
2	а не	1	10
3	не только	10	10
4	прежде всего	11	8
5	и не	22	8
6	не может	3	7
7	вот почему	1	7
8	в этом	15	7
9	то что	3	7
10	может быть	6	6
11	в искусстве	3	6
12	то же	1	5
13	и только	1	5
14	все это	9	5
15	хотя бы	1	5
16	перестает быть	3	5
17	с другой	3	4
18	но и	10	4
19	что такое	1	4
20	в их	4	4
21	в этой	4	4
22	конечно не	1	4
23	это не	3	3
24	было бы	1	3
25	нашему мнению	1	3
26	как и	5	3
27	в частности	5	3
28	в своей	5	3
29	и формы	1	3
30	в то	1	3
31	все же	6	3
32	но в	14	3
33	же время	1	3
34	в области	7	3
35	только к	1	3
36	у нас	1	3
37	другой стороны	1	3
38	по нашему	1	3
39	для него	5	3
40	не о	1	3
41	что все	1	2
42	а между	1	2
43	именно как	1	2
44	одним из	2	2
45	и с	3	2
46	а его	2	2
47	до сих	4	2
48	ее нельзя	1	2
49	а как	1	2
50	это было	2	2
51	самом деле	3	2
52	в некоторых	2	2
53	превращается в	5	2
54	мы не	1	2
55	о чем	1	2
56	что мы	2	2
57	ничего не	3	2
58	не столько	1	2
59	том что	6	2
60	на первый	1	2
61	сводится к	1	2
62	мы и	3	2
63	этого термина	1	2
64	меньшей степени	5	2
65	литературы и	5	2
66	нас в	1	2
67	но конечно	1	2
68	с его	5	2
69	но не	2	2
70	в его	9	2
71	что и	1	2
72	по себе	1	2
73	сих пор	4	2
74	но это	3	2
75	в том	16	2
76	тех или	1	2
77	это уже	4	2
78	и для	2	2
79	что он	3	2
80	в себе	3	2
81	искусства как	1	2
82	при таком	2	2
83	формы и	7	2
84	в самом	4	2
85	между тем	5	2
86	и у	6	2
87	только в	7	2
88	не в	4	2
89	для всех	1	2
90	все они	1	2
91	в системе	3	2
92	этом отношении	3	2
93	или иных	1	2
94	его и	1	2
95	всех этих	8	2
96	их и	1	2
97	не могут	3	2
98	могут быть	2	2
99	в конце	1	2
100	а о	1	2
101	как раз	3	2
102	тем что	1	2
103	даже и	3	2
104	т.е в	1	2
105	и это	2	1
106	тем в	1	1
107	на положение	1	1
108	об этом	1	1
109	связанных с	1	1
110	эта позиция	1	1
111	в этот	1	1
112	человека и	1	1
113	то есть	45	1
114	в виду	3	1
115	или недооценка	1	1
116	значительной мере	2	1
117	и служит	1	1
118	входит в	4	1
119	претензии на	1	1
120	с самим	1	1
121	и прежде	3	1
122	или меньшей	4	1
123	из самых	1	1
124	в произведении	1	1
125	идет не	1	1
126	в пределах	1	1
127	и др	24	1
128	объясняется и	1	1
129	никогда не	6	1
130	но прежде	1	1
131	быть тем	1	1
132	художественное творчество	1	1
133	так и	10	1
134	по его	3	1
135	заставляет автора	1	1
136	одной стороны	2	1
137	первых мест	1	1
138	отсюда и	1	1
139	до конца	2	1
140	у других	2	1
141	оно все	1	1
142	в храме	1	1
143	мы имеем	1	1
144	он знает	1	1
145	именно этот	1	1
146	и всякого	1	1
147	именно к	1	1
148	и даже	8	1
149	по теории	1	1
150	знает только	2	1
151	остается в	1	1
152	можно сказать	2	1
153	не вполне	2	1
154	но по-разному	1	1
155	о нем	3	1
156	этой же	1	1
157	искусства и	6	1
158	как особую	1	1
159	как на	1	1
160	представлениями и	1	1
161	приводит к	2	1
162	о том	2	1
163	в ней	6	1
164	и потому	10	1
165	почти не	1	1
166	только для	1	1
167	он был	2	1
168	все и	1	1
169	первый план	1	1
170	все его	1	1
171	единства и	1	1
172	из которых	1	1
173	в значительной	6	1
174	литературные произведения	1	1
175	конечно это	1	1
176	строго говоря	1	1
177	в течение	1	1
178	даны к	1	1
179	в той	5	1
180	сервантеса у	1	1
181	бы в	1	1
182	не входит	2	1
183	того что	2	1
184	разрыв с	1	1
185	в которых	1	1
186	образом на	2	1
187	отдельности и	1	1
188	их в	2	1
189	у сервантеса	4	1
190	друг с	1	1
191	в наиболее	2	1
192	на его	2	1
193	тому чтобы	1	1
194	нет и	2	1
195	за пределы	8	1
196	формы как	1	1
197	на то	1	1
198	него не	1	1
