N	2gram	Kanaev_Sov_1	Problema
1	и не	6	28
2	не только	4	24
3	только в	1	23
4	в виде	2	22
5	вовсе не	1	21
6	и в	7	20
7	в том	4	20
8	ни в	1	17
9	все эти	5	16
10	точки зрения	12	14
11	у нас	3	14
12	той или	1	14
13	было бы	3	14
14	не в	3	13
15	или иной	2	13
16	в нашем	2	12
17	в себе	3	12
18	том что	1	12
19	с точки	5	11
20	по себе	1	11
21	прежде всего	5	11
22	отнюдь не	3	10
23	тем не	2	10
24	и его	1	10
25	не менее	2	10
26	это значит	1	10
27	не является	1	10
28	в этом	7	9
29	может быть	12	9
30	и даже	2	9
31	все это	3	9
32	но в	3	8
33	таким образом	11	8
34	если бы	1	8
35	значит что	1	8
36	в результате	6	8
37	и все	3	8
38	во всяком	2	8
39	то же	3	7
40	мы не	9	7
41	в ней	1	7
42	еще не	3	7
43	ясно что	3	7
44	это не	4	7
45	общего и	1	7
46	с другой	1	7
47	именно в	1	7
48	сказать что	1	7
49	а не	3	7
50	и потому	3	7
51	такого рода	2	7
52	есть не	1	6
53	мы имеем	1	6
54	при этом	3	6
55	как и	6	6
56	в данном	1	6
57	но если	1	6
58	по крайней	1	6
59	же самое	2	6
60	и вообще	1	6
61	крайней мере	1	6
62	но это	1	6
63	и от	1	6
64	для нас	3	6
65	в таком	2	6
66	на самом	1	5
67	но не	1	5
68	хотя и	1	5
69	и если	1	5
70	в нем	3	5
71	те или	1	5
72	только и	1	5
73	когда мы	3	5
74	данном случае	1	5
75	каждый раз	6	5
76	о том	1	5
77	жизни и	4	5
78	уже не	2	5
79	если мы	4	5
80	так как	4	5
81	случае не	1	5
82	здесь в	1	5
83	то и	2	5
84	не может	17	5
85	вместе с	4	5
86	так же	1	5
87	или в	1	5
88	и ни	1	5
89	ничего общего	1	5
90	живое существо	1	4
91	это и	1	4
92	что его	1	4
93	кроме того	1	4
94	и есть	2	4
95	и наконец	5	4
96	уже в	3	4
97	в этой	3	4
98	что она	3	4
99	времени и	2	4
100	несмотря на	1	4
101	всяком случае	2	4
102	в одном	3	4
103	отличается от	3	4
104	не имеет	1	4
105	только не	1	4
106	ни о	1	4
107	можно было	1	4
108	с ним	1	4
109	и во	2	4
110	во всех	1	4
111	и только	1	4
112	одной из	1	4
113	или иные	1	4
114	с этим	2	4
115	как бы	4	4
116	и для	1	4
117	же в	1	4
118	а в	4	4
119	в то	1	4
120	в какой	1	4
121	самом деле	2	3
122	в зависимости	4	3
123	но как	1	3
124	явлений и	1	3
125	чем же	1	3
126	в своем	1	3
127	и к	3	3
128	но все	2	3
129	человека в	1	3
130	в другом	1	3
131	этом смысле	1	3
132	из них	4	3
133	в новое	1	3
134	здесь нет	1	3
135	все равно	1	3
136	связи с	1	3
137	необходимо сказать	1	3
138	в области	3	3
139	зависимости от	4	3
140	себе в	1	3
141	как мы	2	3
142	к нему	1	3
143	в его	2	3
144	конечно не	1	3
145	в начале	1	3
146	а это	1	3
147	только к	1	3
148	мы можем	6	3
149	не было	1	3
150	в связи	1	3
151	независимо от	1	3
152	из которых	2	3
153	и более	1	3
154	в условиях	5	3
155	понятия и	1	3
156	это уже	1	3
157	или другой	1	3
158	мы должны	4	3
159	все они	1	3
160	совершенно не	2	3
161	что в	2	3
162	которая не	1	3
163	и начала	1	2
164	для ее	1	2
165	за собой	1	2
166	по преимуществу	1	2
167	в которой	2	2
168	функции в	1	2
169	говорить о	2	2
