N	3gram	Bakhtin_Fr_3	StatiiOP
1	в том что	1	11
2	не может быть	2	5
3	с точки зрения	1	4
4	в этом отношении	2	4
5	во всяком случае	1	4
6	с другой стороны	1	4
7	о том что	2	4
8	прежде всего в	1	3
9	в мировой литературе	3	3
10	в связи с	4	3
11	то же время	6	3
12	в то же	6	3
13	в эту эпоху	1	2
14	но и в	2	2
15	до сих пор	4	2
16	в том чтобы	1	2
17	и в этом	1	2
18	во всех этих	1	2
19	было бы совершенно	1	2
20	между тем как	1	2
21	заключается в том	1	2
22	с самого начала	1	2
23	но все же	1	2
24	мы имеем в	1	2
25	можно сказать что	2	1
26	несколько слов о	1	1
27	в них все	1	1
28	во всей мировой	1	1
29	них все же	1	1
30	и той же	2	1
31	на самом деле	3	1
32	всегда в той	1	1
33	и так сказать	1	1
34	до нас дошел	2	1
35	это есть ее	1	1
36	наших дней еще	1	1
37	мы находим и	1	1
38	и в других	2	1
39	связи с этим	1	1
40	так как его	1	1
41	сказать несколько слов	1	1
42	в собственном смысле	1	1
43	в следующих словах	1	1
44	можно было бы	2	1
45	в значительной мере	1	1
46	к жизни и	1	1
47	в своей статье	1	1
48	и в частности	1	1
49	как раз в	2	1
50	в применении к	1	1
51	на себе печать	1	1
52	этот образ был	1	1
53	в том же	2	1
54	несет на себе	1	1
55	у него было	1	1
56	то что он	1	1
57	прежде всего необходимо	3	1
58	в той или	2	1
59	в свое время	1	1
60	до наших дней	2	1
61	всей мировой литературе	1	1
62	начиная с года	1	1
63	его отношение к	2	1
64	в свою очередь	1	1
65	он не понимает	1	1
66	так как в	1	1
67	в одном из	1	1
68	столь характерные для	1	1
69	и в самом	1	1
70	той или иной	2	1
71	можно судить по	1	1
72	но на самом	1	1
73	и на почве	1	1
74	одной и той	2	1
75	для того чтобы	3	1
76	влияние на его	1	1
77	что в ней	1	1
78	как мы видели	2	1
79	то есть с	1	1
80	и в другом	1	1
