N	3gram	Vygotskiy__4	Narrotol
1	в том что	12	8
2	не только в	1	6
3	по отношению к	1	5
4	с одной стороны	3	5
5	о том что	10	4
6	к тому же	2	4
7	то же время	1	3
8	в конечном счете	1	3
9	можно сказать что	1	3
10	в то же	1	3
11	к тому что	5	3
12	с точки зрения	4	2
13	на самом деле	5	2
14	подобно тому как	1	2
15	именно то что	1	2
16	и т п	3	2
17	и не может	1	2
18	точно так же	3	2
19	так же как	3	2
20	в том как	1	2
21	не только не	2	2
22	мысль о том	1	2
23	не может быть	1	2
24	как бы в	1	2
25	тому что он	1	2
26	на то чтобы	2	2
27	все то что	11	2
28	таким образом что	2	1
29	раз в том	1	1
30	что иное как	1	1
31	в этой фразе	1	1
32	или хотя бы	1	1
33	в своем роде	1	1
34	прежде всего на	1	1
35	да и не	2	1
36	непременно должен был	1	1
37	в которых он	1	1
38	в самом деле	7	1
39	в этом смысле	1	1
40	а не все	1	1
41	этой стороны может	1	1
42	никак не может	2	1
43	как это делает	2	1
44	то же самое	6	1
45	как это обычно	1	1
46	начала и конца	1	1
47	самом деле не	1	1
48	в таком случае	1	1
49	и в то	1	1
50	что все эти	1	1
51	вместо того чтобы	2	1
52	можно было бы	4	1
53	а с другой	1	1
54	на этот вопрос	1	1
55	и здесь мы	1	1
56	до сих пор	3	1
57	так или иначе	1	1
58	как раз в	4	1
59	иначе говоря мы	1	1
60	которые по словам	1	1
61	то время как	2	1
62	а не только	1	1
63	в противоречие с	1	1
64	вот и все	1	1
65	и с точки	1	1
66	на первый взгляд	1	1
67	а также и	1	1
68	в своем составе	1	1
69	что толстой в	1	1
70	в евгении онегине	1	1
71	в том или	1	1
72	то что он	3	1
73	и что в	3	1
74	несет в себе	3	1
75	мы всякий раз	1	1
76	не для того	3	1
77	во всяком случае	3	1
78	я не могу	1	1
79	на эту тему	1	1
80	этой точки зрения	1	1
81	в то время	2	1
82	с этой точки	1	1
83	во второй раз	1	1
84	что в ней	2	1
85	то есть в	1	1
86	является ли это	1	1
87	с этой стороны	1	1
88	не что иное	1	1
89	стороны может быть	1	1
90	мысли и воображения	1	1
91	для того чтобы	19	1
92	том или ином	1	1
93	связи с этой	1	1
94	вслед за этим	3	1
95	которое могло бы	1	1
96	не следует понимать	1	1
