N	3gram	Savitsky_E_1	Psycholo
1	в том что	6	17
2	для того чтобы	5	13
3	с точки зрения	16	10
4	заключается в том	2	10
5	не может быть	2	8
6	на то что	2	6
7	в этом отношении	3	5
8	том случае если	1	4
9	можно было бы	3	4
10	в том случае	1	4
11	так же как	5	4
12	в данном случае	2	4
13	только в том	2	4
14	с тем что	1	3
15	в то время	1	3
16	само по себе	4	3
17	в отношении к	12	3
18	но так как	1	2
19	представление о том	1	2
20	на этот вопрос	1	2
21	то время как	1	2
22	тому или иному	2	2
23	по сравнению с	2	2
24	бы то ни	4	2
25	во всяком случае	3	2
26	этой точки зрения	5	2
27	то же время	14	2
28	в свою очередь	2	2
29	того или иного	4	2
30	это значит что	1	2
31	с другой стороны	2	2
32	в то же	15	2
33	заключает в себе	3	2
34	к тому что	1	2
35	и т д	1	2
36	и того же	1	1
37	в которых может	1	1
38	в этом смысле	3	1
39	один и тот	1	1
40	что для него	1	1
41	по самой природе	1	1
42	что же касается	1	1
43	же как и	3	1
44	как и другие	1	1
45	а не к	1	1
46	между тем в	3	1
47	и для всех	1	1
48	в отличие от	1	1
49	но и в	1	1
50	и та же	1	1
51	кроме того что	1	1
52	в противном случае	1	1
53	ли это что	1	1
54	с этой точки	5	1
55	то или иное	1	1
56	и различие между	1	1
57	сводится именно к	1	1
58	и в этих	1	1
59	не имеет никаких	1	1
60	и в частности	2	1
61	то ни было	4	1
62	во внимание что	1	1
63	он считает что	1	1
64	дело идет о	2	1
65	значит ли это	1	1
66	с одной стороны	8	1
67	и тот же	1	1
68	она никогда не	1	1
69	склонен думать что	1	1
70	и поэтому если	1	1
71	не более чем	2	1
72	принадлежат к числу	1	1
73	не могут быть	1	1
74	ни на минуту	1	1
75	что в таком	1	1
76	в связи с	1	1
77	не зависящего от	1	1
78	одна и та	1	1
79	вместо того чтобы	1	1
80	в обмене с	1	1
81	по себе не	2	1
82	друг с другом	3	1
83	указать на то	1	1
84	более или менее	1	1
85	в переводе на	1	1
86	к тому или	1	1
87	том смысле что	1	1
88	не только ее	1	1
89	связи с этим	1	1
90	и тем самым	1	1
91	в каком они	1	1
92	оно не может	1	1
93	выходит за пределы	1	1
94	именно потому что	1	1
95	можно сказать что	3	1
96	одного и того	1	1
97	друг от друга	2	1
98	совершенно очевидно что	1	1
99	имеют существенное значение	1	1
100	что оно не	1	1
101	в том смысле	1	1
102	и не имеет	2	1
103	на то чтобы	1	1
104	ли он в	1	1
105	мы увидим что	1	1
