N	2gram	Savitsky_P_1	Dialekti
1	не есть	1	47
2	и не	12	30
3	т е	3	30
4	может быть	5	20
5	не только	17	19
6	и в	14	19
7	по себе	4	18
8	и т	3	17
9	а не	2	16
10	в себе	3	15
11	т д	1	15
12	потому что	3	14
13	то что	4	14
14	в том	9	14
15	как бы	4	14
16	то же	9	12
17	точки зрения	3	12
18	не просто	1	12
19	но и	6	12
20	и как	3	10
21	что это	1	10
22	в нем	3	10
23	как и	1	10
24	том что	4	10
25	это не	3	10
26	никогда не	1	9
27	не может	4	9
28	она есть	3	9
29	в этом	10	8
30	с точки	3	8
31	не в	5	8
32	есть нечто	2	8
33	она не	1	8
34	прежде всего	3	8
35	религия есть	1	8
36	и то	1	7
37	есть не	2	7
38	и к	4	7
39	должно быть	2	7
40	и притом	1	7
41	в душе	1	7
42	что в	4	7
43	но не	3	6
44	отнюдь не	2	6
45	время есть	1	6
46	тогда когда	1	6
47	в то	7	6
48	что не	1	6
49	того что	2	6
50	да и	2	6
51	есть и	1	6
52	и потому	4	5
53	и это	2	5
54	должна быть	1	5
55	говорить о	2	5
56	в силу	2	5
57	иной раз	1	5
58	же время	7	5
59	и с	2	5
60	и что	1	5
61	а она	1	5
62	но как	1	5
63	что и	1	5
64	с другой	5	5
65	и пр	5	5
66	в одно	1	5
67	в смысле	6	5
68	как раз	2	5
69	только что	1	5
70	в самом	1	5
71	только в	7	5
72	и есть	2	4
73	поэзии и	1	4
74	еще не	1	4
75	в своем	4	4
76	все же	1	4
77	только то	1	4
78	и если	4	4
79	и вот	2	4
80	и по	1	4
81	одно и	1	4
82	заключается в	3	4
83	нисколько не	1	4
84	все это	2	4
85	в каком	1	4
86	что оно	1	4
87	в ее	2	4
88	ясно что	1	4
89	может не	1	4
90	и только	1	4
91	интеллигенции и	1	4
92	во времени	1	4
93	вопрос об	1	4
94	уже в	1	4
95	одно из	1	4
96	могут быть	3	4
97	и –	1	4
98	хотя бы	8	4
99	а в	4	4
100	другой стороны	1	4
101	по одному	1	4
102	же как	1	3
103	что если	1	3
104	вопрос о	1	3
105	оно есть	1	3
106	в этой	1	3
107	с этим	2	3
108	и где	1	3
109	есть та	1	3
110	его в	1	3
111	и мы	2	3
112	было бы	6	3
113	и уже	1	3
114	в этих	1	3
115	сами по	3	3
116	и более	1	3
117	не менее	2	3
118	грань между	1	3
119	тех пор	1	3
120	из них	2	3
121	бы это	1	3
122	о котором	1	3
123	не было	2	3
124	в данном	1	3
125	в это	1	3
126	и слова	1	3
127	только как	1	3
128	они не	1	3
129	я и	3	2
130	как известно	1	2
131	также что	1	2
132	также и	1	2
133	в сфере	2	2
134	связана с	1	2
135	тем же	1	2
136	например в	2	2
137	что уже	1	2
138	бы ни	2	2
139	в ней	6	2
140	во всех	2	2
141	различия между	1	2
142	если в	2	2
143	в общем	2	2
144	к сожалению	1	2
145	и я	1	2
146	в истории	1	2
147	что по	1	2
148	более или	1	2
149	но в	9	2
150	не очень	1	2
151	в которой	1	2
152	бы и	1	2
153	сливаются в	1	2
154	в определенном	1	2
155	не как	1	2
156	в каждом	1	2
157	в мире	2	2
158	в жизни	2	2
159	с тем	3	2
160	или менее	1	2
161	и при	1	2
162	нет никакого	1	2
163	что есть	1	2
164	что с	1	2
165	– все	1	2
166	наука и	1	2
167	или иная	1	2
168	в области	11	2
169	с ее	1	2
170	та или	1	2
171	взгляда на	2	2
172	культуры и	1	2
173	смысле не	1	2
174	между тем	3	2
175	всяком случае	1	2
176	мы должны	4	2
177	в сферу	1	2
178	и образы	1	2
179	мы видим	1	2
180	с ними	3	2
181	в какой	1	2
182	с одной	3	2
183	себя в	1	2
184	есть в	2	2
185	если мы	1	2
186	д не	1	2
187	само по	1	2
188	именно в	2	2
189	только к	1	2
190	как ни	1	2
191	в бытии	1	2
192	что мы	3	2
193	в частности	2	2
194	ни на	1	2
195	вместе с	1	2
196	так же	1	2
197	которые были	1	2
198	в результате	1	2
199	или иным	1	2
200	но о	2	2
201	же в	4	2
202	может и	2	2
203	и жизнь	1	2
204	в виде	2	2
205	а я	5	2
206	во всяком	1	2
207	от этой	1	1
208	определенный момент	1	1
209	это значит?	1	1
210	пусть не	1	1
211	в окружающих	1	1
212	по преимуществу	1	1
213	выражается в	1	1
214	века в	1	1
215	сравнению с	1	1
216	которую мы	2	1
217	только это	2	1
218	в некотором	1	1
219	мы и	1	1
220	не все	1	1
221	литературы и	1	1
222	он был	1	1
223	в различных	1	1
224	в предыдущем	1	1
225	бы она	1	1
226	отличие от	1	1
227	тем больше	1	1
228	что именно	1	1
229	поскольку они	1	1
230	стороны и	2	1
231	такова же	1	1
232	суждения об	1	1
233	в отечестве	1	1
234	духа есть	1	1
235	весь мир	1	1
236	духа и	2	1
237	духа в	1	1
238	только один	1	1
239	к чему	2	1
240	есть утверждение	1	1
241	из этих	1	1
242	во многих	1	1
243	в жертву	1	1
244	если он	1	1
245	но на	1	1
246	философской и	1	1
247	не могла	1	1
248	как оно	1	1
249	связанные с	1	1
250	и эти	1	1
