N	2gram	Medvedev_F_1	slovoVRo
1	и в	24	41
2	в нем	14	30
3	и т	12	28
4	т п	4	23
5	в роман	1	19
6	могут быть	1	19
7	во всех	5	17
8	не только	7	16
9	и не	20	16
10	точки зрения	16	16
11	но и	7	16
12	а не	10	15
13	то же	10	14
14	и на	8	14
15	в то	9	14
16	и его	10	14
17	в пределах	6	14
18	может быть	14	14
19	и др	5	14
20	не может	16	14
21	в его	23	13
22	общего языка	1	13
23	в этом	15	12
24	до конца	7	12
25	же время	8	12
26	языка и	1	12
27	как бы	6	12
28	так и	18	11
29	язык и	1	10
30	в большинстве	3	10
31	в той	1	10
32	себя в	1	9
33	все эти	6	9
34	таким образом	13	9
35	или иной	1	9
36	точка зрения	2	8
37	как в	8	8
38	но в	5	8
39	на его	2	8
40	с точки	13	8
41	как мы	5	8
42	в особенности	3	8
43	или в	1	8
44	может не	1	8
45	слова в	1	8
46	прежде всего	22	8
47	отношение к	3	7
48	все же	3	7
49	стиля и	2	7
50	в слове	1	7
51	в своей	11	7
52	не в	8	7
53	у тургенева	2	7
54	вовсе не	10	7
55	с ним	2	7
56	на фоне	3	7
57	во всяком	4	7
58	поэтического стиля	2	6
59	при этом	5	6
60	это не	2	6
61	в них	3	6
62	к своему	1	6
63	установка на	1	6
64	в отношении	3	6
65	оно не	4	6
66	только в	2	6
67	большинстве случаев	2	6
68	и даже	3	6
69	а в	6	6
70	отношении к	2	6
71	роман и	2	5
72	и к	4	5
73	в самом	5	5
74	он в	2	5
75	так сказать	3	5
76	т д	8	5
77	с другими	4	5
78	далеко не	1	5
79	всяком случае	4	5
80	все это	9	5
81	в основе	3	5
82	не на	2	5
83	подхода к	2	5
84	в языке	1	5
85	к нему	1	5
86	как его	1	5
87	с другой	5	5
88	и непосредственно	3	5
89	своего предмета	1	5
90	еще более	1	5
91	романа и	1	5
92	на своем	2	5
93	ту же	1	4
94	по преимуществу	1	4
95	объединения и	1	4
96	в ней	10	4
97	еще не	6	4
98	с его	4	4
99	за пределы	2	4
100	словом в	1	4
101	перед нами	1	4
102	и наконец	3	4
103	входя в	1	4
104	в которой	4	4
105	всех этих	3	4
106	не как	4	4
107	в каждом	3	4
108	связанных с	1	4
109	и с	8	4
110	лишь в	8	4
111	входит в	6	4
112	на почве	13	4
113	как и	11	4
114	в их	11	4
115	к предмету	1	4
116	в процессе	9	4
117	и для	1	4
118	лежит в	1	4
119	с ее	7	4
120	ничего не	2	4
121	один из	3	4
122	с одной	4	4
123	одной стороны	4	4
124	и все	6	4
125	там где	1	4
126	и потому	9	4
127	и от	7	4
128	в смысле	1	4
129	кроме того	1	4
130	здесь в	2	4
131	быть и	4	4
132	другой стороны	1	4
133	иные моменты	1	4
134	также и	1	3
135	или к	1	3
136	в первом	1	3
137	в зависимости	2	3
138	от всякой	2	3
139	единство и	2	3
140	своего исторического	1	3
141	зависимости от	3	3
142	данном случае	1	3
143	в своем	11	3
144	более или	6	3
145	бы и	1	3
146	из этих	1	3
147	является лишь	4	3
148	в себе	3	3
149	внутренней речи	1	3
150	вообще не	1	3
151	ни были	2	3
152	конца и	1	3
153	как оно	1	3
154	и может	4	3
155	и почти	1	3
156	его в	3	3
157	было бы	6	3
158	лишь на	1	3
159	он не	3	3
160	лингвистики и	1	3
161	или менее	6	3
162	в понимании	5	3
163	и ее	10	3
164	от его	1	3
165	не должно	1	3
166	на всю	2	3
167	она не	6	3
168	слово оно	2	3
169	не могло	5	3
170	следовательно и	2	3
171	никогда не	4	3
172	к системе	1	3
173	произведения как	2	3
174	и здесь	6	3
175	не могут	1	3
176	к тому	3	3
177	поэтического языка	1	3
178	свой язык	1	3
179	но здесь	1	3
180	формы и	5	3
181	не выходит	2	3
182	и во	1	3
183	нем и	2	3
184	все время	2	3
185	в него	2	3
186	того что	5	3
187	в том	6	3
188	бы ни	5	3
189	взаимодействии с	3	3
190	конечно не	4	3
191	и чисто	2	3
192	и других	3	3
193	из них	1	3
194	его и	2	3
195	для него	3	3
196	так как	1	3
197	друг друга	4	3
198	у него	1	3
199	как такового	2	3
200	выходит за	1	3
201	именно в	8	3
202	в свою	8	3
203	романа в	1	3
204	смысла и	1	3
205	не было	3	3
206	более того	3	3
207	в истории	4	3
208	не были	1	3
209	с этим	2	3
210	влияния на	2	3
211	в данном	1	3
212	по существу	2	3
213	в иные	1	3
214	с этой	4	3
215	в основном	3	3
216	при всем	1	3
217	форм и	6	3
218	в результате	2	3
219	лишь как	5	3
220	хотя бы	5	3
221	язык это	1	3
222	одной из	2	3
223	из этого	1	3
224	а между	1	2
225	смысле слова	1	2
226	не должны	1	2
227	например в	1	2
228	исторического существования	1	2
229	на самом	7	2
230	то в	1	2
231	в котором	1	2
232	оно было	2	2
233	мы уже	1	2
234	той же	1	2
235	а как	2	2
236	мы не	3	2
237	же как	2	2
238	смысловыми и	1	2
239	это отношение	1	2
240	они были	2	2
241	мы и	1	2
242	свою очередь	6	2
243	между собой	1	2
244	в широком	3	2
245	по своему	1	2
246	одним словом	5	2
247	в ее	8	2
248	он может	1	2
249	но не	3	2
250	и речи	1	2
251	что они	1	2
252	сих пор	6	2
253	без другого	1	2
254	как к	3	2
255	хотя и	1	2
256	от этой	1	2
257	от этого	2	2
258	в целом	6	2
259	нами в	1	2
260	эпохи и	2	2
261	и те	2	2
262	не могла	2	2
263	а вовсе	2	2
264	широком смысле	1	2
265	время и	1	2
266	перестает быть	3	2
267	они в	1	2
268	том и	1	2
269	этого жанра	1	2
270	и по	1	2
271	на этом	1	2
272	всех своих	1	2
273	не из	4	2
274	на все	3	2
275	для них	1	2
276	зрения самого	1	2
277	действительно не	1	2
278	нисколько не	2	2
279	был бы	1	2
280	том что	1	2
281	в эту	2	2
282	в этих	1	2
283	определяется прежде	1	2
284	до последнего	1	2
285	но он	1	2
286	друг другу	1	2
287	и эти	1	2
288	войти в	2	2
289	языка то	1	2
290	тому что	1	2
291	на один	1	2
292	идеологической жизни	2	2
293	и стиль	1	2
294	непосредственно и	1	2
295	и форм	2	2
296	на язык	3	2
297	для нас	1	2
298	в сознании	1	2
299	у нас	5	2
300	в духе	1	2
301	правда не	1	2
302	и самое	1	2
303	и о	1	2
304	так в	1	2
305	роль в	1	2
306	не с	2	2
307	произведения не	1	2
308	из одного	1	2
