N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	8	44
2	и в	14	33
3	в этом	11	28
4	и что	2	25
5	как бы	7	25
6	потому что	5	24
7	том что	16	22
8	того чтобы	3	22
9	может быть	5	22
10	что в	6	21
11	в том	12	21
12	о том	12	20
13	что он	9	20
14	только что	4	15
15	как это	1	14
16	и не	2	13
17	все это	2	13
18	сказать что	1	13
19	самом деле	5	12
20	в самом	4	12
21	было бы	6	12
22	к тому	7	12
23	и все	4	12
24	этого рассказа	1	12
25	так как	1	12
26	он не	4	11
27	что все	1	11
28	на то	4	10
29	что она	4	10
30	если бы	3	10
31	в трагедии	1	10
32	в его	8	10
33	как она	2	10
34	не может	7	10
35	то же	9	9
36	в этой	8	9
37	по себе	2	9
38	как раз	4	9
39	в конце	4	8
40	как будто	4	8
41	в рассказе	11	8
42	характера и	2	8
43	в своем	4	7
44	раз в	2	7
45	не только	12	7
46	в нем	3	7
47	так что	2	7
48	и только	1	7
49	до конца	2	7
50	когда он	1	7
51	для нас	1	7
52	и т	11	6
53	на самом	2	6
54	в сущности	1	6
55	в ней	4	6
56	что они	1	6
57	перед нами	5	6
58	все эти	3	6
59	в себе	11	6
60	и вот	1	6
61	точки зрения	5	6
62	всякий раз	1	6
63	но он	3	6
64	что эта	1	6
65	тому что	4	6
66	в самой	1	6
67	когда мы	1	6
68	же самое	1	6
69	никак не	2	6
70	это не	7	6
71	у него	9	6
72	а не	12	6
73	что мы	1	6
74	мы должны	1	6
75	это и	1	5
76	мы уже	4	5
77	мы не	2	5
78	в целом	2	5
79	и на	3	5
80	с этим	3	5
81	все же	3	5
82	и как	1	5
83	как он	2	5
84	ясно что	2	5
85	как и	9	5
86	нисколько не	1	5
87	самого начала	1	5
88	никогда не	6	5
89	и его	5	5
90	и это	4	5
91	с самого	1	5
92	казалось бы	7	5
93	с ним	4	5
94	в какой	1	5
95	что для	1	5
96	вовсе не	1	5
97	из этого	1	5
98	той же	2	4
99	в которой	1	4
100	я не	1	4
101	с совершенно	1	4
102	говорит о	1	4
103	с именем	1	4
104	том чтобы	1	4
105	с тем	1	4
106	и уже	1	4
107	смысл и	1	4
108	в своей	10	4
109	как все	2	4
110	знаем что	1	4
111	с точки	3	4
112	одна из	2	4
113	на него	2	4
114	а в	7	4
115	с другом	1	4
116	как мы	3	4
117	и о	4	4
118	что у	3	4
119	можно было	5	4
120	жизнь и	1	4
121	этой жизни	1	4
122	об этом	5	4
123	о нем	3	4
124	того что	4	4
125	в двух	1	4
126	только в	5	4
127	и так	2	4
128	себя в	4	4
129	в жизни	1	4
130	но совершенно	1	4
131	из них	4	4
132	что не	2	4
133	в частности	5	4
134	мы узнаем	4	4
135	друг с	1	4
136	с этой	2	4
137	рассказа как	1	4
138	первый раз	1	4
139	жизни и	5	4
140	это в	3	4
141	в таком	3	4
142	речь идет	3	3
143	например в	2	3
144	же как	2	3
145	к своей	1	3
146	идет о	3	3
147	и до	1	3
148	и этот	1	3
149	и за	1	3
150	в первый	2	3
151	говорить о	3	3
152	с но	1	3
153	событий и	1	3
154	и он	5	3
155	что его	1	3
156	слова как	2	3
157	но не	3	3
158	в сторону	1	3
159	конце концов	1	3
160	как в	8	3
161	что именно	1	3
162	вот как	1	3
163	от этого	1	3
164	та же	4	3
165	он все	1	3
166	на этом	3	3
167	его в	3	3
168	уже знаем	2	3
169	ни в	5	3
170	далеко не	1	3
171	должно быть	2	3
172	всех этих	1	3
173	несет в	3	3
174	в которых	1	3
175	т п	8	3
176	рассказа мы	2	3
177	их в	1	3
178	тому чтобы	1	3
179	что этот	1	3
180	тем самым	1	3
181	она не	4	3
182	в то	8	3
183	в основе	1	3
184	в самых	1	3
185	и для	3	3
186	он видит	1	3
187	с ее	2	3
188	нам о	1	3
189	и говорит	1	3
190	в пределах	3	3
191	в мире	3	3
192	так и	13	3
193	за то	1	3
194	вслед за	1	3
195	том как	3	3
196	с одной	1	3
197	всяком случае	1	3
198	могло бы	1	3
199	в одном	1	3
200	сами по	1	3
201	из нее	1	3
202	тем что	3	3
203	и из	1	3
204	до сих	2	3
205	но и	5	3
206	обратиться к	1	3
207	не было	4	3
208	одной стороны	1	3
209	эти слова	2	3
210	из которых	1	3
211	видит в	3	3
212	рассказа в	6	3
213	да и	2	3
214	еще раз	2	3
215	сих пор	2	3
216	при таком	1	3
217	что оно	1	3
218	тот же	1	3
219	рассказа это	1	3
220	к этой	3	3
221	в своих	3	3
222	во всяком	1	3
223	также и	1	2
224	и то	1	2
225	на две	1	2
226	из его	1	2
227	жизни ее	1	2
228	с таким	1	2
229	а как	1	2
230	принадлежит к	1	2
231	на тему	1	2
232	и ее	1	2
233	это время	1	2
234	литературы и	1	2
235	мы читаем	2	2
236	столь же	4	2
237	с его	5	2
238	во всех	1	2
239	себе и	2	2
240	со стороны	3	2
241	она есть	1	2
242	в одной	2	2
243	в художественном	2	2
244	что касается	1	2
245	однако не	1	2
246	нам кажется	1	2
247	не в	7	2
248	и к	4	2
249	в действительности	4	2
250	но в	5	2
251	отступает от	1	2
252	не упоминается	1	2
253	бы не	1	2
254	из этих	1	2
255	из характера	1	2
256	при этом	12	2
257	т д	3	2
258	художественного построения	3	2
259	читателя в	6	2
260	едва ли	3	2
261	что ни	1	2
262	никому не	1	2
263	в нее	1	2
264	то чтобы	2	2
265	вот например	1	2
266	иначе говоря	2	2
267	такой же	3	2
268	в такой	2	2
269	это делает	1	2
270	в их	2	2
271	но которые	1	2
272	место в	1	2
273	вопрос о	2	2
274	другом и	1	2
275	быть не	1	2
276	ним в	1	2
277	даже в	3	2
278	и другое	2	2
279	в русской	4	2
280	не имеет	2	2
281	и остается	1	2
282	взглянуть на	1	2
283	только не	1	2
284	этими словами	1	2
285	же время	8	2
286	вместо того	2	2
287	не потому	1	2
288	перед ним	1	2
289	но все	1	2
290	узнаем о	1	2
291	мысли о	2	2
292	и конечно	1	2
293	что при	3	2
294	о них	1	2
295	в ее	3	2
296	и когда	3	2
297	на нее	1	2
298	времени и	1	2
299	когда его	1	2
300	и с	4	2
301	ничего не	8	2
302	можно сказать	4	2
303	в виду	1	2
304	воли и	1	2
305	все дело	1	2
306	сводится к	1	2
307	внимание на	2	2
308	и та	1	2
309	но мы	1	2
310	и она	1	2
311	один из	4	2
312	и кажется	1	2
313	верно и	1	2
314	нужно и	1	2
315	за ней	1	2
316	связи с	4	2
317	уже в	1	2
318	не все	1	2
319	которое никак	1	2
320	его и	1	2
321	мы знаем	2	2
322	одно из	1	2
323	двух противоположных	1	2
324	отклонения от	1	2
325	даже не	1	2
326	на примере	1	2
327	с другой	1	2
328	именно в	7	2
329	с той	2	2
330	а с	2	2
331	прежде всего	11	2
332	ничем не	3	2
333	не на	1	2
334	в руках	1	2
335	ее на	1	2
336	рассказе мы	1	2
337	одна и	1	2
338	ни на	1	2
339	и потому	2	2
340	с такой	1	2
341	что сюжет	1	2
342	который он	1	2
343	в это	2	2
344	на пути	1	2
345	и от	4	2
346	в результате	2	2
347	его не	1	2
348	ее и	1	2
349	хотя бы	1	2
350	по ходу	1	2
351	героя и	5	2
352	и эта	1	2
353	в характере	1	2
354	мать и	1	2
355	который не	1	2
356	такое впечатление	1	1
357	ли можно	1	1
358	говоря о	2	1
359	еще можно	1	1
360	таком случае	1	1
361	человека и	1	1
362	начинается с	2	1
363	связана с	1	1
364	о самом	1	1
365	выкинуть из	1	1
366	решительно все	1	1
367	ему что	1	1
368	в первом	1	1
369	к другому	4	1
370	он всегда	1	1
371	не имеют	3	1
372	к рассказу	1	1
373	из всего	1	1
374	к художественному	2	1
375	для своего	2	1
376	рассказа напротив	1	1
377	таком взгляде	1	1
378	не была	2	1
379	как во	1	1
380	принято называть	1	1
381	связи что	1	1
382	что можно	1	1
383	в сцене	1	1
384	еще не	7	1
385	сцене это	1	1
386	его словам	1	1
387	в восприятии	1	1
388	к настоящей	1	1
389	чем это	1	1
390	признать что	1	1
391	обстояло дело	1	1
392	но как	2	1
393	и казалось	1	1
394	если в	2	1
395	конечном счете	2	1
396	по отношению	8	1
397	в общем	1	1
398	человеческих отношений	5	1
399	словами и	1	1
400	а через	1	1
401	в зеркале	2	1
402	несмотря на	4	1
403	когда тот	1	1
404	связи и	1	1
405	в настоящем	1	1
406	относится к	1	1
407	же мало	2	1
408	и я	1	1
409	себя за	1	1
410	первый взгляд	1	1
411	общего с	1	1
412	дает нам	1	1
413	стороны и	1	1
414	как к	3	1
415	о жизни	1	1
416	такого рода	3	1
417	нельзя было	1	1
418	из компонентов	1	1
419	жизни они	1	1
420	в полном	1	1
421	проблему характера	1	1
422	узнает что	1	1
423	и хотя	1	1
424	в этот	1	1
425	со своей	1	1
426	точку зрения	1	1
427	из жизни	1	1
428	так или	2	1
429	все так	1	1
430	ни одна	1	1
431	только один	1	1
432	не годится	1	1
433	но ведь	1	1
434	не могла	1	1
435	так сказать	2	1
436	и пишет	1	1
437	на его	2	1
438	проблема характера	1	1
439	равнодушна к	1	1
440	главным образом	1	1
441	имело бы	1	1
442	он должен	1	1
443	это делалось	1	1
444	вообще не	1	1
445	наших глазах	1	1
446	в плане	1	1
447	века в	1	1
448	его от	1	1
449	какое оно	1	1
450	жизнь которая	1	1
451	то ни	1	1
452	несоответствие между	1	1
453	тем в	1	1
454	в другом	2	1
455	была в	1	1
456	или со	1	1
457	показать насколько	1	1
458	деле в	2	1
459	раз он	1	1
460	этом смысле	1	1
461	и одна	1	1
462	истории и	1	1
463	и смерти	3	1
464	этом мы	1	1
465	за ним	2	1
466	но уже	1	1
467	он восклицает	1	1
468	он же	1	1
469	и характера	1	1
470	нашего исследования	1	1
471	рассказу о	1	1
472	со своими	1	1
473	можно считать	1	1
474	перед собой	2	1
475	на первый	1	1
476	в этих	5	1
477	мы как	1	1
478	для него	10	1
479	писателя на	1	1
480	другим и	1	1
481	этой связи	4	1
482	рассказа о	3	1
483	и без	1	1
484	во времена	1	1
