N	3gram	Ircho_Kome_1	Dialekti
1	и т д	4	15
2	в том что	9	9
3	что иное как	1	8
4	не что иное	1	8
5	то же время	4	6
6	в то же	4	6
7	для того чтобы	1	5
8	подобно тому как	1	4
9	не говоря уже	2	3
10	говоря уже о	2	3
11	на то что	2	3
12	я думаю что	1	2
13	в чем же	1	2
14	сам по себе	1	2
15	ни в коем	1	2
16	с этой точки	1	2
17	в коем случае	1	2
18	т е в	2	2
19	т д все	1	2
20	этой точки зрения	1	2
21	тем не менее	1	2
22	в течение всего	1	2
23	но прежде всего	1	1
24	в обоих случаях	1	1
25	в чем не	1	1
26	в силу этого	1	1
27	другой стороны в	1	1
28	ясно что только	1	1
29	и даже не	1	1
30	того как в	2	1
31	же как и	1	1
32	и что же?	1	1
33	и не только	1	1
34	в зависимости от	1	1
35	в той же	1	1
36	можно говорить о	1	1
37	в отличие от	1	1
38	из всего этого	2	1
39	в это время	1	1
40	в данном случае	1	1
41	не только в	1	1
42	видеть в нем	2	1
43	в конце концов	4	1
44	как тот же	1	1
45	так или иначе	1	1
46	в течение всей	1	1
47	одной из сторон	1	1
48	не мог не	1	1
49	том что они	1	1
50	о том что	3	1
51	может быть также	1	1
52	и прежде всего	1	1
53	можно судить об	1	1
54	речь идет о	3	1
55	ни в чем	1	1
56	с другой стороны	5	1
57	может и не	1	1
58	друг от друга	1	1
59	которые могут быть	1	1
60	совершенно очевидно что	1	1
61	после того как	3	1
62	вы думаете что	1	1
63	можно сделать и	1	1
64	в отношении к	1	1
65	может быть в	1	1
66	неизвестно кем и	1	1
