N	3gram	Propp_Isto_7	slovoVRo
1	и т п	1	23
2	с точки зрения	1	8
3	в большинстве случаев	1	6
4	и т д	16	5
5	и в особенности	1	4
6	с одной стороны	4	4
7	с другой стороны	8	4
8	в зависимости от	1	3
9	в данном случае	3	3
10	более или менее	1	3
11	так и в	2	3
12	в этом случае	1	2
13	до сих пор	2	2
14	в их основе	1	2
15	то время как	2	2
16	не только в	5	2
17	в то время	2	2
18	не только на	1	2
19	как мы уже	1	2
20	к тому что	1	2
21	можно было бы	1	2
22	все дело в	1	1
23	но это не	2	1
24	в нем и	1	1
25	и не в	1	1
26	только в условиях	1	1
27	как только он	1	1
28	не входит в	1	1
29	бы то ни	1	1
30	но и в	2	1
31	в которое он	1	1
32	вне поля зрения	1	1
33	силы и что	1	1
34	и в каждом	1	1
35	а иногда и	1	1
36	с этой точки	3	1
37	у него нет	1	1
38	в первый раз	1	1
39	то ни было	1	1
40	но и на	1	1
41	мы имеем в	4	1
42	в которой они	1	1
43	вместе со своим	1	1
44	и формы и	1	1
45	во всех этих	6	1
46	и др все	1	1
47	не может быть	3	1
48	до наших дней	1	1
49	здесь перед нами	1	1
50	тем не менее	4	1
51	что они не	1	1
52	о том что	5	1
53	не может сделать	1	1
54	а не его	1	1
55	но с другой	1	1
56	таким образом на	1	1
57	у него есть	2	1
58	в сознании людей	1	1
59	этой точки зрения	3	1
60	и вступает в	1	1
61	лежит в основе	2	1
62	за тридевять земель	5	1
63	мы все же	1	1
64	мы видим что	3	1
65	в том что	4	1
66	как и в	2	1
67	ли он в	1	1
68	как мы видели	1	1
