N	2gram	Bakhtin_Pr_3	Tvorches
1	у достоевского	13	28
2	и в	34	21
3	как бы	27	17
4	романах достоевского	3	15
5	в то	12	15
6	то же	14	13
7	из подполья	36	13
8	в его	22	13
9	в романах	3	13
10	достоевского в	3	12
11	то есть	1	12
12	как и	18	12
13	же время	12	12
14	что в	7	12
15	с его	6	11
16	том что	3	11
17	все это	16	10
18	в романе	1	10
19	как в	4	8
20	он не	15	8
21	достоевского с	1	8
22	то что	11	8
23	и на	6	7
24	но в	16	7
25	не только	10	7
26	при этом	4	7
27	у него	4	7
28	и не	29	7
29	в том	3	7
30	в свою	1	7
31	в этом	16	6
32	в преступлении	2	6
33	в творчестве	3	6
34	человека в	1	6
35	в котором	3	6
36	не менее	3	6
37	и его	16	6
38	он сам	5	6
39	о том	2	6
40	и все	19	6
41	что он	23	6
42	для него	13	6
43	записки из	1	6
44	а в	5	6
45	мира достоевского	1	5
46	отнюдь не	2	5
47	все же	7	5
48	в этой	1	5
49	таким образом	5	5
50	вовсе не	11	5
51	в бедных	1	5
52	в своих	1	5
53	в повести	1	5
54	его романов	1	5
55	потому что	12	5
56	как будто	7	5
57	только в	6	5
58	творчестве достоевского	5	5
59	может быть	19	5
60	а не	9	5
61	бедных людях	1	5
62	но это	4	5
63	это уже	2	5
64	хотя бы	5	5
65	человека и	1	4
66	из всех	1	4
67	в петербурге	1	4
68	в своем	2	4
69	и как	3	4
70	та же	2	4
71	в целом	5	4
72	в человеке	2	4
73	в записках	3	4
74	самим собой	6	4
75	это не	5	4
76	в своей	3	4
77	своего рода	2	4
78	в эпилоге	1	4
79	достоевский не	1	4
80	творчества достоевского	1	4
81	не случайно	1	4
82	в мире	4	4
83	времени и	1	4
84	одной из	1	4
85	для достоевского	4	4
86	преступлении и	1	4
87	герои достоевского	1	4
88	достоевского это	2	4
89	прежде всего	15	4
90	не может	19	4
91	и от	5	4
92	в основном	1	4
93	один из	2	4
94	одним из	1	4
95	я и	2	3
96	ту же	1	3
97	и т	8	3
98	на самом	11	3
99	это и	2	3
100	той же	2	3
101	я не	7	3
102	что я	15	3
103	со всеми	2	3
104	достоевского к	1	3
105	хотя и	3	3
106	героев достоевского	4	3
107	в самом	8	3
108	сливается с	3	3
109	в нем	19	3
110	он ни	3	3
111	на его	4	3
112	и по	1	3
113	в каждом	3	3
114	что все	4	3
115	и с	15	3
116	и других	1	3
117	на протяжении	5	3
118	достоевский и	1	3
119	достоевского и	3	3
120	далеко не	3	3
121	в их	1	3
122	даже в	5	3
123	самого начала	8	3
124	героев и	1	3
125	никогда не	8	3
126	записок из	3	3
127	стремится к	6	3
128	приходит к	1	3
129	с ее	3	3
130	мне надо	1	3
131	с самого	8	3
132	в бесах	1	3
133	в дальнейшем	1	3
134	с ним	8	3
135	мире достоевского	3	3
136	самого достоевского	1	3
137	в ту	1	3
138	того что	5	3
139	действительной жизни	1	3
140	по мнению	1	3
141	уже не	2	3
142	уже в	3	3
143	записках из	2	3
144	в виде	4	3
145	говорит о	2	3
146	не так	1	3
147	так как	4	3
148	человек как	1	3
149	в которой	2	3
150	связан с	2	3
151	и даже	7	3
152	с другой	4	3
153	но и	12	3
154	что человек	1	3
155	к человеку	1	3
156	в рассказе	1	3
157	в идиоте	1	3
158	ни на	1	3
159	но не	4	3
160	это как	3	3
161	жизни и	3	3
162	это в	2	3
163	так же	8	3
164	себя как	2	2
165	того же	2	2
166	самом деле	13	2
167	в первом	1	2
168	по преимуществу	1	2
169	а как	2	2
170	на первом	1	2
171	но она	1	2
172	социальной действительности	1	2
173	кто же	2	2
174	и он	2	2
175	героя и	9	2
176	в ней	3	2
177	собой в	1	2
178	в отличие	2	2
179	это означало	1	2
180	в чем	5	2
181	не то	2	2
182	отличие от	2	2
183	в одной	3	2
184	как к	4	2
185	когда он	2	2
186	говорит что	1	2
187	и наконец	5	2
188	его самоопределение	1	2
189	то в	2	2
190	в себе	6	2
191	тем не	2	2
192	так сказать	2	2
193	в зеркало	1	2
194	здесь мы	1	2
195	а затем	1	2
196	гоголя в	1	2
197	личности не	1	2
198	когда я	5	2
199	в данном	1	2
200	бога и	1	2
201	такой же	3	2
202	в один	1	2
203	и того	2	2
204	в этих	1	2
205	не столько	1	2
206	не в	9	2
207	но он	3	2
208	по крайней	3	2
209	т п	6	2
210	однако в	2	2
211	одна из	1	2
212	в основе	1	2
213	от жизни	1	2
214	но только	2	2
215	к ней	2	2
216	которого он	3	2
217	иван карамазов	1	2
218	нет ни	2	2
219	к тому	5	2
220	а что	3	2
221	протяжении всего	4	2
222	отказаться от	2	2
223	где он	3	2
224	в жизни	2	2
225	в виду	3	2
226	не могу	3	2
227	данном случае	1	2
228	убеждении в	1	2
229	мысль о	1	2
230	в себя	1	2
231	приводит к	1	2
232	верит в	1	2
233	так и	6	2
234	за то	1	2
235	свое лицо	3	2
236	об этом	1	2
237	еще в	3	2
238	можно сказать	1	2
239	лицо его	1	2
240	что его	3	2
241	других людей	1	2
242	он боится	4	2
243	переходит в	2	2
244	что и	5	2
245	во всей	1	2
246	себя но	2	2
247	крайней мере	3	2
248	перед тем	1	2
249	вот в	1	2
250	и мир	2	2
251	настасьи филипповны	7	2
252	тот же	2	2
253	тон рассказа	1	2
254	человека с	3	2
255	так что	5	2
256	же и	2	2
257	и у	5	2
258	из них	5	2
259	был бы	2	2
260	только на	4	2
261	своего собственного	3	2
262	так вот	3	2
263	что не	7	2
264	до конца	3	2
265	с которым	7	2
266	сам себе	1	2
267	человека как	4	2
268	было в	2	2
269	все более	1	2
270	вместе с	4	2
271	в него	3	2
272	надо было	2	2
273	да я	1	2
274	эти слова	3	2
275	еще более	2	2
276	общения с	1	2
277	в мир	1	2
278	первом плане	1	2
279	человеку как	1	2
280	время не	2	2
281	так ли	1	2
282	перед нами	1	2
283	не мог	5	2
284	ли в	1	2
285	или в	1	2
286	и среди	1	2
287	ибо в	2	2
288	только что	3	2
289	не знает	6	2
290	сказать что	2	2
291	в глаза	3	2
292	что ты	5	2
293	себе не	1	2
294	время он	1	2
295	и человек	1	2
