N	3gram	Medvedev_V_1	Myshleni
1	в том что	5	19
2	по сравнению с	1	14
3	по отношению к	7	10
4	для того чтобы	3	8
5	к тому что	3	7
6	так же как	1	6
7	от того что	2	6
8	в то время	1	6
9	можно сказать что	4	6
10	то же самое	1	6
11	в силу того	1	5
12	в зависимости от	5	5
13	можно было бы	2	5
14	то время как	1	5
15	в силу чего	2	4
16	том что оно	1	3
17	до сих пор	1	3
18	в этом отношении	13	3
19	мы видели что	3	3
20	мы знаем что	2	3
21	в этом смысле	1	2
22	том же направлении	1	2
23	в том же	1	2
24	и не может	2	2
25	и частного в	1	2
26	каждой из этих	2	2
27	только то что	2	2
28	на этот вопрос	1	2
29	прямо и непосредственно	1	2
30	одном и том	2	2
31	как увидим ниже	1	2
32	в значительной мере	3	2
33	именно в этом	1	2
34	вместе с тем	3	2
35	том что мы	1	2
36	в этой области	3	2
37	и том же	2	2
38	не могут не	2	2
39	не могут быть	1	2
40	что все эти	1	2
41	с другой стороны	8	2
42	и в их	1	2
43	том смысле что	1	2
44	не только не	2	2
45	может быть выражена	1	2
46	в этом заключается	1	2
47	совершенно очевидно что	1	2
48	в связи с	3	2
49	в том смысле	1	2
50	об одном и	1	2
51	мы имеем дело	1	2
52	не может быть	8	2
53	нет и не	1	1
54	только в пределах	1	1
55	в силу этого	4	1
56	в этом плане	1	1
57	в которой он	1	1
58	в свете этих	1	1
59	оно может быть	1	1
60	теми или иными	1	1
61	то о чем	1	1
62	что в своем	1	1
63	имеет свою историю	1	1
64	что один из	1	1
65	выйти за пределы	1	1
66	в том числе	2	1
67	значит что он	1	1
68	о том как	3	1
69	же как и	1	1
70	одним из главнейших	1	1
71	только в том	2	1
72	и во всех	1	1
73	как и все	1	1
74	что мы имеем	1	1
75	сами по себе	1	1
76	что он не	1	1
77	но то же	1	1
78	этой области не	1	1
79	у него еще	1	1
80	то что в	1	1
81	по аналогии с	1	1
82	том числе и	2	1
83	он сам по	1	1
84	вместе с этим	1	1
85	это и значит	1	1
86	с этой точки	1	1
87	что на известной	1	1
88	главным образом в	1	1
89	их отношение к	1	1
90	не удивительно поэтому	1	1
91	как мы знаем	1	1
92	в том или	1	1
93	не значит что	1	1
94	приводит к тому	1	1
95	в данном случае	1	1
96	один из них	1	1
97	не только в	2	1
98	и не по	1	1
99	с одной стороны	2	1
100	чтобы ответить на	1	1
101	после всего сказанного	1	1
102	и по отношению	1	1
103	имеем дело с	1	1
104	вопрос о том	1	1
105	в этом и	2	1
106	таким образом можно	1	1
107	на вопрос что	1	1
108	этой точки зрения	2	1
109	могут привести к	1	1
110	но с другой	1	1
111	только тогда когда	1	1
112	в свою очередь	1	1
113	силу чего он	1	1
114	не может не	2	1
115	этом и заключается	2	1
116	и в зависимости	1	1
117	с работы над	1	1
118	в самом деле	1	1
119	в каждой из	1	1
120	той или иной	1	1
121	кроме того что	1	1
122	удивительно поэтому что	1	1
123	общих и частных	1	1
124	таким образом не	3	1
125	и ту же	1	1
126	с теми или	1	1
127	после того как	1	1
128	неизбежно приводит к	1	1
129	что мы определили	1	1
130	говорить только о	1	1
131	мы встречаемся с	1	1
132	всего сказанного выше	2	1
133	развиваются как бы	1	1
134	что во всех	1	1
135	может быть в	1	1
136	подобно тому как	2	1
137	ничего общего с	1	1
138	в конце концов	2	1
139	и в другом	2	1
