N	4gram	Losev_Vesc_1	Dialekti
1	одно и то же	4	4
2	ни с какой стороны	1	4
3	т е прежде всего	1	4
4	с какой стороны не	1	3
5	т д и т	5	2
6	с одной стороны и	1	2
7	и с другой стороны	1	2
8	и то и другое	1	2
9	д и т д	5	2
10	так как она есть	1	2
11	значит ли это что	3	2
12	это значит что в	1	2
13	ни на что не	1	2
14	и т д и	5	2
15	и тем не менее	1	1
16	т д все это	1	1
17	дело в том что	2	1
18	не различаются между собою	2	1
19	никак не различаются между	1	1
20	и т д если	1	1
21	коем случае не есть	1	1
22	д все это –	1	1
23	по крайней мере в	1	1
24	в ней не может	1	1
25	ничто не мешает чтобы	1	1
26	и есть то что	1	1
27	одной стороны и с	1	1
28	и т д на	1	1
29	что она уже не	1	1
30	есть прежде всего некая	2	1
31	черная дыра даже не	1	1
32	в коем случае не	1	1
33	сама по себе а	1	1
34	это и значит что	1	1
35	человека от атмосферных явлений	1	1
36	сказать что почти все	1	1
37	к одному и тому	1	1
38	не что иное как	7	1
39	и т д все	1	1
40	в то время как	1	1
41	это значит что мы	3	1
42	есть не больше как	1	1
43	одному и тому же	1	1
44	предохранения человека от атмосферных	1	1
45	на это я должен	1	1
46	это не значит что	1	1
47	это значило бы что	2	1
48	то это значит что	2	1
49	ни в коем случае	1	1
50	я мог бы высказать	1	1
51	внутреннее и нечто внешнее	1	1
52	а в том что	1	1
53	если она не может	1	1
54	только то что я	1	1
55	то что не есть	2	1
56	есть не что иное	5	1
57	еще ничего не говорит	1	1
58	нечто внутреннее и нечто	1	1
59	никаких указаний ни на	1	1
60	на самом же деле	1	1
61	когда мы говорим что	1	1
62	в той или другой	2	1
63	это я мог бы	1	1
