N	3gram	Bakhtin_Pr_1	SlovoVZh
1	по отношению к	8	11
2	не может быть	4	7
3	можно сказать что	1	5
4	дело в том	1	4
5	как если бы	1	4
6	в том что	6	4
7	и не может	2	3
8	и по отношению	1	3
9	бы то ни	2	3
10	может быть и	1	3
11	этой точки зрения	1	3
12	до сих пор	2	3
13	то ни было	1	3
14	в художественном произведении	1	3
15	это не так	1	2
16	зависит от того	1	2
17	и уже не	1	2
18	имеем в виду	1	2
19	на самом деле	4	2
20	с другой стороны	3	2
21	то же самое	1	2
22	с точки зрения	13	2
23	художественного произведения и	1	2
24	в зависимости от	5	2
25	до известной степени	1	2
26	в отношении к	1	2
27	в данном случае	2	2
28	в настоящее время	1	2
29	не довлеет себе	1	2
30	тех или иных	1	1
31	зависимости от того	1	1
32	так именно и	1	1
33	самом деле это	1	1
34	но все же	2	1
35	для него не	2	1
36	его структурой и	1	1
37	но конечно эта	1	1
38	и в этом	5	1
39	социальной группы к	1	1
40	является таким образом	1	1
41	была бы разрешена	1	1
42	сливается с ним	1	1
43	и менее всего	1	1
44	и потому не	1	1
45	только в нем	1	1
46	все же не	2	1
47	важно не то	1	1
48	бы оно ни	1	1
49	какой бы то	1	1
50	то время как	1	1
51	более или менее	1	1
52	друг к другу	1	1
53	во всяком случае	3	1
54	в пределах настоящей	1	1
55	как существенный момент	1	1
56	так как в	1	1
57	в самом деле	2	1
58	в этом смысле	10	1
59	те идеологические оценки	1	1
60	те оценки которые	1	1
61	нам кажется что	1	1
62	между тем как	4	1
63	по себе не	1	1
64	же как и	1	1
65	и для него	1	1
66	в нем и	1	1
67	то что для	1	1
68	в то время	1	1
69	от того кто	1	1
70	оно ни было	1	1
71	деле это не	1	1
72	к нему как	1	1
73	приходится признать что	1	1
74	отношению к автору	1	1
75	если бы действительно	1	1
76	наиболее яркое и	1	1
77	сами по себе	3	1
78	в свою очередь	1	1
79	же время не	3	1
80	и независимо от	1	1
81	здесь мы должны	1	1
82	от того в	1	1
83	о том что	1	1
84	только то что	2	1
85	в этом отношении	3	1
86	но несмотря на	1	1
87	искусства и в	1	1
88	в творчестве достоевского	4	1
89	с самого начала	1	1
90	то что я	1	1
91	может находиться в	1	1
92	свое непосредственное выражение	1	1
93	можно было бы	2	1
94	то же время	9	1
95	подобно тому как	3	1
96	но в них	1	1
97	как мы уже	1	1
98	мы имеем в	1	1
99	в противном случае	1	1
100	в лучшем случае	2	1
101	они ни были	1	1
102	или может быть	1	1
103	социальной атмосферы вокруг	1	1
104	в процессе этого	1	1
105	может быть только	1	1
106	по крайней мере	1	1
107	в то же	9	1
108	идеологические оценки которые	1	1
109	нему как к	1	1
110	точек зрения и	1	1
111	этом смысле она	1	1
112	все зависит от	1	1
113	записок из подполья	2	1
114	в одном голосе	1	1
115	и в частности	1	1
116	слова и его	1	1
117	может быть понято	1	1
118	в том и	1	1
119	так и к	1	1
120	сама по себе	1	1
121	один миг не	1	1
122	и самое слово	1	1
123	и в нем	1	1
124	место в творчестве	1	1
125	чтобы убедиться в	1	1
126	так же как	1	1
127	и на события	1	1
128	не совпадает с	1	1
129	не только его	1	1
130	она не может	1	1
131	художественную форму его	1	1
132	но в то	5	1
133	того в каком	1	1
134	это прежде всего	1	1
135	того кто является	1	1
136	в высшей степени	1	1
137	можно найти только	1	1
