N	3gram	Propp_Isto_6	KulturaY
1	для того чтобы	1	15
2	в том что	5	15
3	и т д	8	14
4	по отношению к	2	8
5	только потому что	1	6
6	с другой стороны	8	6
7	о том что	4	5
8	в зависимости от	1	5
9	во всяком случае	2	5
10	до сих пор	4	4
11	том что он	1	4
12	тем не менее	1	4
13	мере того как	1	3
14	более или менее	1	3
15	по мере того	1	3
16	о том как	3	3
17	можно было бы	2	3
18	вместе с тем	3	3
19	не потому что	1	3
20	а с другой	1	3
21	не может быть	3	3
22	того что в	1	2
23	на то что	1	2
24	так или иначе	1	2
25	в этом случае	6	2
26	т е в	2	2
27	так и в	1	2
28	в свое время	1	2
29	в тех случаях	3	2
30	этой точки зрения	1	2
31	речь идет о	1	2
32	но все же	2	2
33	тех случаях когда	3	2
34	должны были бы	1	1
35	том что она	1	1
36	таким образом если	1	1
37	на том что	1	1
38	что иное как	1	1
39	потому что он	2	1
40	с ними и	1	1
41	если таким образом	1	1
42	как только мы	1	1
43	то это значит	1	1
44	одним из таких	1	1
45	не может но	1	1
46	и в особенности	1	1
47	того или другого	1	1
48	с одной стороны	7	1
49	с представлением о	2	1
50	у нас на	1	1
51	к тому чтобы	1	1
52	на этот вопрос	1	1
53	с этой точки	1	1
54	одно и то	1	1
55	не только в	4	1
56	т д все	1	1
57	на своем месте	1	1
58	чтобы ответить на	1	1
59	ту же роль	1	1
60	потому что оно	1	1
61	и то же	1	1
62	и вместе с	1	1
63	на первых порах	1	1
64	его как и	1	1
65	все же есть	1	1
66	это не значит	1	1
67	в том смысле	1	1
68	если они не	1	1
69	все же сохраняют	1	1
70	так же как	1	1
71	на его пути	2	1
72	лицом к лицу	1	1
73	том что на	1	1
74	это еще не	2	1
75	вместе с ним	1	1
76	от того что	1	1
77	том смысле что	1	1
78	по аналогии с	1	1
79	что в ней	1	1
80	с тем что	1	1
81	и тем самым	1	1
82	что представление о	1	1
83	вопрос этот не	1	1
84	мы имеем в	4	1
85	смысле этого слова	1	1
86	русской сказки и	1	1
87	в этих случаях	1	1
88	после того как	2	1
89	и не потому	1	1
90	не что иное	1	1
91	таким образом в	1	1
92	в них не	1	1
93	точно так же	2	1
94	что и в	2	1
