N	3gram	Tiupa_Lite_2	Hudozhes
1	в том что	5	11
2	по отношению к	3	7
3	о том что	2	7
4	подобно тому как	2	4
5	то же время	9	4
6	на наш взгляд	3	4
7	в то же	9	4
8	к тому что	1	4
9	том что в	1	3
10	не может быть	7	3
11	в конечном счете	5	3
12	с одной стороны	6	3
13	для того чтобы	1	3
14	тем не менее	2	3
15	в соответствии с	1	3
16	состоит в том	4	2
17	с точки зрения	3	2
18	и в то	1	2
19	и т п	2	2
20	можно было бы	1	2
21	то что было	1	2
22	в данном случае	3	2
23	то же самое	1	2
24	не более чем	1	2
25	не случайно в	1	2
26	не только не	1	2
27	без другого не	1	1
28	обойтись без другого	1	1
29	нет и не	1	1
30	ни с какой	1	1
31	без другого я	1	1
32	о себе в	1	1
33	себя в другом	1	1
34	собою без другого	1	1
35	той или иной	1	1
36	одна из ключевых	1	1
37	но то что	1	1
38	где в каждой	1	1
39	другого я должен	1	1
40	найдя другого в	1	1
41	стать самим собою	1	1
42	однако это не	1	1
43	что он не	1	1
44	бы то ни	1	1
45	в этом отношении	3	1
46	присутствия в мире	2	1
47	том числе и	1	1
48	а с другой	1	1
49	в другом найдя	1	1
50	и то что	1	1
51	места для личной	1	1
52	я должен найти	1	1
53	едва ли не	4	1
54	не для себя	1	1
55	приводит к тому	1	1
56	в самом начале	1	1
57	найти себя в	1	1
58	тейяра де шардена	1	1
59	во взаимоотражении во	1	1
60	для себя а	1	1
61	взаимоотражении во взаимоприятии	1	1
62	другого в себе	1	1
63	как писал а	1	1
64	себе во взаимоотражении	1	1
65	могу стать самим	1	1
66	и не было	1	1
67	на этом свете	1	1
68	имеем дело с	1	1
69	но и его	1	1
70	не могу стать	1	1
71	как нам представляется	1	1
72	должен найти себя	1	1
73	я не могу	1	1
74	в себе во	1	1
75	с другой стороны	4	1
76	и эта новая	1	1
77	самим собою без	1	1
78	тогда как сам	1	1
79	личности с ее	1	1
80	а в том	1	1
81	могу обойтись без	1	1
82	но с другой	3	1
83	для общего блага	1	1
84	в соединении с	1	1
85	в своего рода	1	1
86	в этом случае	2	1
87	другого не могу	1	1
88	не могу обойтись	1	1
89	после того как	1	1
90	в одном из	1	1
91	в художественном мире	1	1
92	в том числе	2	1
93	в разговоре с	2	1
94	мы имеем дело	1	1
95	между я и	3	1
96	себя а для	1	1
97	другом найдя другого	1	1
