N	2gram	Bakhtin_Fr_6	Dialekti
1	и не	3	30
2	может быть	2	20
3	не только	10	19
4	и в	41	19
5	по себе	1	18
6	а не	2	16
7	в себе	5	15
8	потому что	3	14
9	то что	10	14
10	в том	2	14
11	так как	10	14
12	и даже	4	14
13	как бы	7	14
14	вовсе не	7	13
15	то же	5	12
16	точки зрения	2	12
17	не просто	1	12
18	но и	13	12
19	и все	9	12
20	и как	4	10
21	что это	5	10
22	в нем	16	10
23	ни в	1	10
24	как и	7	10
25	том что	7	10
26	сказать что	6	10
27	так и	5	10
28	это не	1	10
29	никогда не	8	9
30	времени и	2	9
31	не может	4	9
32	мы уже	18	8
33	в этом	12	8
34	в своей	2	8
35	с точки	2	8
36	не в	4	8
37	есть нечто	2	8
38	прежде всего	10	8
39	это есть	1	8
40	и то	2	7
41	так что	2	7
42	и к	1	7
43	как это	2	7
44	как будто	1	7
45	но это	3	7
46	что в	7	7
47	чтобы не	1	6
48	но не	2	6
49	что они	2	6
50	тогда когда	2	6
51	в то	6	6
52	и вообще	4	6
53	что он	6	6
54	конечно не	3	6
55	что не	3	6
56	того что	3	6
57	да и	1	6
58	есть и	2	6
59	жизни и	3	6
60	и потому	2	5
61	и это	1	5
62	должна быть	2	5
63	говорить о	2	5
64	есть ли	1	5
65	и стало	1	5
66	жизнь и	1	5
67	же время	5	5
68	и его	13	5
69	и с	16	5
70	о том	9	5
71	и что	5	5
72	можно сказать	1	5
73	что и	1	5
74	тела и	15	5
75	с другой	4	5
76	а именно	2	5
77	в смысле	1	5
78	как раз	2	5
79	и времени	1	5
80	в самом	10	5
81	только в	3	5
82	еще не	1	4
83	самом деле	4	4
84	за пределы	2	4
85	в одной	3	4
86	в своем	5	4
87	все же	4	4
88	нет никакой	1	4
89	только то	1	4
90	та же	4	4
91	как он	2	4
92	и если	1	4
93	при этом	3	4
94	он не	2	4
95	и вот	1	4
96	и по	1	4
97	таким образом	17	4
98	заключается в	2	4
99	не больше	1	4
100	нисколько не	1	4
101	в одном	5	4
102	но он	5	4
103	все это	11	4
104	с ним	4	4
105	связи с	2	4
106	в таком	1	4
107	не могут	2	4
108	есть только	3	4
109	это конечно	1	4
110	той или	1	4
111	в ее	5	4
112	и когда	2	4
113	ясно что	1	4
114	в другом	4	4
115	к нему	3	4
116	как нечто	1	4
117	уже в	4	4
118	одно из	1	4
119	то время	1	4
120	в связи	1	4
121	могут быть	1	4
122	а в	4	4
123	другой стороны	2	4
124	по одному	1	4
125	искусство и	1	3
126	сам по	1	3
127	это и	2	3
128	как мы	12	3
129	что если	2	3
130	в чем	3	3
131	себе и	1	3
132	есть просто	1	3
133	в этой	8	3
134	с этим	3	3
135	кроме того	9	3
136	всех этих	2	3
137	же не	1	3
138	об этом	1	3
139	и почти	1	3
140	его в	1	3
141	это было	2	3
142	было бы	3	3
143	между собою	5	3
144	и тогда	1	3
145	в этих	2	3
146	вещей и	1	3
147	даже в	4	3
148	не менее	1	3
149	ничего не	1	3
150	но только	1	3
151	уже не	1	3
152	как они	2	3
153	все время	4	3
154	тело и	3	3
155	он есть	1	3
156	даны в	1	3
157	же мы	1	3
158	у меня	1	3
159	из них	5	3
160	ведь это	2	3
161	мы находим	2	3
162	и из	1	3
163	о котором	4	3
164	и их	3	3
165	не было	1	3
166	о чем	1	3
167	мы говорим	1	3
168	в данном	3	3
169	в той	5	3
170	и от	4	3
171	его с	1	3
172	это как	1	3
173	в целях	3	3
174	они не	3	3
175	на лицо	1	2
176	как известно	2	2
177	также что	3	2
178	также и	6	2
179	в сфере	1	2
180	человека и	2	2
181	связана с	2	2
182	на самом	1	2
183	он может	1	2
184	тем же	1	2
