N	2gram	Voloshinov_1	Literetu
1	и не	8	22
2	в мире	1	16
3	и в	13	16
4	при этом	2	15
5	в этом	2	14
6	не только	6	14
7	но и	3	14
8	в том	2	12
9	может быть	8	12
10	а не	2	12
11	то что	6	12
12	хх века	1	11
13	своего рода	2	10
14	не в	3	10
15	такого рода	1	10
16	то же	4	9
17	так и	3	9
18	в то	1	9
19	в этой	1	8
20	том что	2	8
21	не может	8	8
22	как бы	6	8
23	в своей	4	7
24	же время	1	7
25	только в	6	7
26	точки зрения	7	7
27	еще не	1	6
28	с его	1	6
29	в себе	3	6
30	состоит в	1	6
31	в другом	2	6
32	эстетического объекта	5	6
33	и его	12	6
34	в его	7	6
35	и т.п	7	6
36	с другой	2	6
37	к тому	2	6
38	в отличие	1	5
39	отличие от	1	5
40	как в	2	5
41	в целом	2	5
42	лишь в	4	5
43	соответствии с	2	5
44	как и	3	5
45	в основе	1	5
46	этом отношении	1	5
47	в ее	3	5
48	что он	1	5
49	в поэзии	5	5
50	вместе с	1	5
51	а в	2	5
52	одним из	1	4
53	но не	1	4
54	по отношению	3	4
55	и если	1	4
56	входит в	2	4
57	должно быть	1	4
58	никогда не	3	4
59	данном случае	2	4
60	а также	2	4
61	с одной	2	4
62	в начале	1	4
63	одно из	1	4
64	в одном	3	4
65	в природе	1	4
66	до конца	1	4
67	одной стороны	2	4
68	в данном	2	4
69	и для	3	4
70	отношению к	3	4
71	например в	1	3
72	самом деле	3	3
73	едва ли	1	3
74	с ее	1	3
75	хх веке	1	3
76	отнюдь не	1	3
77	и как	1	3
78	и наконец	5	3
79	и к	2	3
80	но в	4	3
81	и тем	2	3
82	в г	2	3
83	с точки	5	3
84	однако если	1	3
85	по своей	1	3
86	потому что	1	3
87	в области	2	3
88	эстетический объект	7	3
89	говоря словами	1	3
90	еще в	2	3
91	прежде всего	9	3
92	между тем	2	3
93	вслед за	2	3
94	все время	1	3
95	в самом	2	3
96	наконец в	2	3
97	в хх	1	3
98	более того	2	3
99	как это	1	3
100	тому как	1	3
101	там где	2	3
102	художественного произведения	5	2
103	того же	1	2
104	вопрос о	1	2
105	не вполне	1	2
106	на себя	1	2
107	из того	1	2
108	то это	1	2
109	время в	1	2
110	не могу	1	2
111	отношение к	1	2
112	все же	5	2
113	себе на	1	2
114	не знает	1	2
115	художественного события	1	2
116	жизнь как	1	2
117	объекта в	1	2
118	на то	1	2
119	вследствие этого	1	2
120	в нем	2	2
121	он все	1	2
122	не как	3	2
123	и вот	1	2
124	подобно тому	1	2
125	объект и	2	2
126	в совершенно	1	2
127	его в	1	2
128	было бы	4	2
129	она и	1	2
130	далеко не	1	2
131	не всегда	1	2
132	он и	1	2
133	несмотря на	2	2
134	и тогда	1	2
135	со всей	3	2
136	одно дело	1	2
137	и при	2	2
138	художественного творчества	1	2
139	и ее	2	2
140	к предмету	2	2
141	вплоть до	1	2
142	быть может	1	2
143	в конце	1	2
144	и наоборот	1	2
145	по себе	1	2
146	автора и	1	2
147	между людьми	1	2
148	не менее	2	2
149	как о	1	2
150	того чтобы	1	2
151	другой стороны	2	2
152	а лишь	1	2
153	же самое	1	2
154	полном соответствии	2	2
155	для себя	2	2
