N	3gram	Propp_Russ_1	Dialekti
1	и т д	9	15
2	с точки зрения	3	9
3	в том что	15	9
4	что иное как	2	8
5	не что иное	2	8
6	подобно тому как	1	4
7	только тогда когда	1	4
8	т д и	1	3
9	и в этом	1	3
10	на то что	1	3
11	имеет ничего общего	1	2
12	в собственном смысле	1	2
13	точно так же	1	2
14	т е в	1	2
15	ничего общего с	1	2
16	ничего общего не	1	2
17	иметь в виду	1	2
18	в свою очередь	2	2
19	не имеет ничего	1	2
20	мы видим что	1	2
21	тем не менее	3	2
22	ни о каких	1	1
23	что в этом	2	1
24	о том кто	1	1
25	только потому что	1	1
26	сказать что в	1	1
27	т е на	1	1
28	все что я	1	1
29	не объясняет ни	1	1
30	точки зрения в	1	1
31	же как и	1	1
32	самом же деле	1	1
33	и не только	1	1
34	что сам он	1	1
35	из них в	1	1
36	можно говорить о	1	1
37	в этот день	8	1
38	в отличие от	1	1
39	и та же	1	1
40	можно сказать что	1	1
41	на самом же	1	1
42	в себе и	1	1
43	так как только	1	1
44	с тем что	1	1
45	это не имеет	1	1
46	некоторые из них	1	1
47	из всего этого	1	1
48	в это время	2	1
49	в данном случае	1	1
50	не только в	1	1
51	не могут нас	1	1
52	и этого мало	1	1
53	и как бы	1	1
54	в связи с	4	1
55	в виду что	1	1
56	что бы ни	1	1
57	но тем не	2	1
58	в этом случае	5	1
59	одна и та	1	1
60	о том что	4	1
61	легко заметить что	1	1
62	вопрос о том	1	1
63	но все же	2	1
64	не более как	1	1
65	первые два и	1	1
66	совершенно очевидно что	1	1
67	ни одна из	1	1
68	после того как	2	1
69	кроме того в	1	1
70	но это не	2	1
71	не значит что	2	1
72	в особенности же	1	1
73	она не имеет	1	1
74	которую можно назвать	1	1
