N	4gram	Vygotskiy__1	Freidism
1	одной и той же	3	3
2	один и тот же	1	3
3	случае не может быть	2	1
4	если мы обратимся к	1	1
5	в собственном смысле слова	2	1
6	коем случае не может	1	1
7	с таким расчетом чтобы	2	1
8	в какой степени не	1	1
9	ни в какой степени	1	1
10	таким расчетом чтобы вызвать	2	1
11	во всяком случае в	2	1
12	приходит к выводу что	1	1
13	уже не может быть	1	1
14	и тем не менее	1	1
15	на один и тот	1	1
16	и потому не может	1	1
17	в коем случае не	1	1
18	одни и те же	1	1
19	и тот же предмет	1	1
20	что с точки зрения	1	1
21	от того что он	1	1
22	ни в коем случае	1	1
