N	3gram	Vygotskiy__6	RusskieA
1	в том что	19	15
2	состоит в том	2	8
3	том что в	1	6
4	вместе с тем	2	6
5	в этом случае	2	5
6	в связи с	2	4
7	к тому что	7	4
8	в настоящее время	1	3
9	с точки зрения	10	3
10	мы не можем	1	3
11	тем не менее	1	3
12	что иное как	1	2
13	не только по	1	2
14	один из них	1	2
15	это не значит	1	2
16	друг к другу	3	2
17	в свою очередь	1	2
18	к выводу что	1	2
19	с тем и	2	2
20	после того как	1	2
21	не значит что	1	2
22	не что иное	1	2
23	прямо и непосредственно	2	1
24	потому что он	4	1
25	понятия так как	2	1
26	одном и том	2	1
27	и того же	4	1
28	не встречаются в	1	1
29	это означает что	2	1
30	по отношению к	10	1
31	точно так же	1	1
32	в настоящей работе	1	1
33	на самом деле	1	1
34	подобно тому как	1	1
35	но и по	1	1
36	одна из основных	1	1
37	в которых наиболее	1	1
38	же как и	1	1
39	тому что в	1	1
40	что мы имеем	1	1
41	в этом отношении	3	1
42	независимо от того	2	1
43	было известно в	1	1
44	как это часто	1	1
45	в собственном смысле	1	1
46	можно было бы	5	1
47	на этот вопрос	2	1
48	этот вопрос можно	1	1
49	это не имеет	1	1
50	приводят нас к	1	1
51	и могут быть	1	1
52	не потому что	1	1
53	что в основе	1	1
54	не только в	1	1
55	чем можно объяснить	1	1
56	и том же	2	1
57	этот вопрос был	1	1
58	в отличие от	1	1
59	и в этом	1	1
60	и как бы	1	1
61	он должен был	1	1
62	самом деле как	1	1
63	приводит к тому	1	1
64	но вместе с	1	1
65	в том какие	1	1
66	так же как	6	1
67	установить что в	1	1
68	имеет место на	1	1
69	в то время	6	1
70	ничего общего с	1	1
71	никак не может	1	1
72	с тем что	2	1
73	и в и	1	1
74	вопрос о том	1	1
75	можно сказать что	6	1
76	на то что	4	1
77	одного и того	4	1
78	во второй половине	1	1
79	совершенно очевидно что	2	1
80	эту точку зрения	2	1
81	у нас в	1	1
82	так как по	1	1
83	друг с другом	5	1
84	при котором в	1	1
85	как и в	1	1
86	потому что они	1	1
87	но совершенно очевидно	1	1
88	в совершенно ином	1	1
89	что и в	1	1
90	привела к тому	1	1
91	только тогда когда	1	1
92	как мы знаем	1	1
93	том же а	1	1
94	в данном случае	1	1
95	как мы видели	4	1
