N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	41
2	таким образом	5	19
3	в этом	18	15
4	как и	2	14
5	и все	2	14
6	то же	6	13
7	все эти	12	13
8	в этой	6	13
9	мы уже	1	12
10	в его	5	12
11	в себе	1	11
12	как мы	3	11
13	в том	19	11
14	прежде всего	8	11
15	так и	4	10
16	в то	4	10
17	все это	5	10
18	в своем	2	9
19	не в	8	9
20	же время	3	9
21	и его	3	9
22	в качестве	8	9
23	но и	7	9
24	что в	10	9
25	но в	11	8
26	в конце	4	8
27	то что	9	8
28	и от	2	8
29	по существу	5	8
30	в нем	4	7
31	в эпоху	1	7
32	вовсе не	9	7
33	в них	4	7
34	как бы	4	7
35	и не	16	7
36	и до	2	6
37	ни в	4	6
38	о том	1	6
39	только в	5	6
40	это не	6	6
41	есть в	3	6
42	для него	1	6
43	у него	3	6
44	с помощью	7	6
45	все они	2	6
46	в году	2	5
47	как в	3	5
48	и к	1	5
49	не только	20	5
50	на этом	3	5
51	мы видели	2	5
52	точки зрения	14	5
53	того как	2	5
54	потому что	25	5
55	всего в	3	5
56	и это	3	5
57	в ней	3	5
58	к нему	2	5
59	и у	2	5
60	уже в	3	5
61	что и	3	5
62	вместе с	5	5
63	так же	4	5
64	и для	2	5
65	а в	3	5
66	к этому	4	5
67	место в	1	4
68	в сущности	9	4
69	и на	6	4
70	хотя и	4	4
71	целый ряд	5	4
72	что это	7	4
73	он не	3	4
74	но все	4	4
75	и с	7	4
76	на этой	4	4
77	должно быть	4	4
78	том что	11	4
79	но он	1	4
80	одна из	1	4
81	ничего не	4	4
82	рядом с	2	4
83	в виду	3	4
84	в одну	2	4
85	и здесь	5	4
86	после того	2	4
87	слов и	2	4
88	может быть	15	4
89	было бы	15	4
90	конце концов	3	4
91	он может	1	3
92	и есть	2	3
93	с точки	8	3
94	той же	2	3
95	я не	5	3
96	с ее	1	3
97	я рад	1	3
98	он был	1	3
99	на них	1	3
100	кроме того	1	3
101	его к	2	3
102	от этого	2	3
103	выражение в	3	3
104	при этом	2	3
105	и по	3	3
106	связанные с	2	3
107	несмотря на	5	3
108	в своей	2	3
109	таким же	2	3
110	в их	2	3
111	тем самым	2	3
112	не должно	2	3
113	в отношении	2	3
114	не имеет	4	3
115	тем что	3	3
116	очень часто	2	3
117	свою очередь	2	3
118	можно было	9	3
119	что у	2	3
120	связанных с	1	3
121	и вся	1	3
122	все его	1	3
123	нас в	1	3
124	в форме	3	3
125	в свете	1	3
126	что он	5	3
127	и их	1	3
128	в одном	1	3
129	так как	15	3
130	не на	2	3
131	не было	4	3
132	но есть	2	3
133	для этой	2	3
134	не может	9	3
135	видели в	1	3
136	и потому	2	3
137	в область	1	3
138	в той	2	3
139	в это	1	3
140	такой же	1	3
141	но это	3	3
142	с ними	2	3
143	в свою	2	3
144	не знает	3	3
145	того же	3	3
146	и другие	1	3
147	это в	2	3
148	ту же	6	2
149	также и	5	2
150	и то	5	2
151	на самом	2	2
152	все те	1	2
153	из всех	1	2
154	есть не	1	2
155	мы не	1	2
156	что между	2	2
157	в которой	1	2
158	и новые	1	2
159	по адресу	1	2
160	же что	1	2
161	еще не	5	2
162	в которых	2	2
163	время в	1	2
164	в чем	1	2
165	с его	1	2
166	а следовательно	2	2
167	а только	3	2
168	явлений и	1	2
169	по отношению	1	2
170	отношение к	1	2
171	не просто	2	2
172	перед нами	4	2
173	говорит что	1	2
174	но без	1	2
175	слово это	6	2
176	они в	1	2
177	и еще	2	2
178	и вот	5	2
179	свое время	2	2
180	значительной степени	1	2
181	что все	5	2
182	себе все	1	2
183	но их	1	2
184	с этим	3	2
185	далеко не	1	2
186	мы имеем	5	2
187	не мог	1	2
188	что значит	2	2
189	в этих	1	2
190	все элементы	1	2
191	в следующем	1	2
192	мы в	2	2
193	своего рода	4	2
194	их в	1	2
195	том и	1	2
196	новые и	1	2
197	находит свое	1	2
198	что есть	1	2
199	дело не	2	2
200	дело в	1	2
201	в процессе	3	2
202	следовательно и	2	2
203	явление в	1	2
204	этой речи	3	2
205	конечно ни	1	2
206	так называемый	1	2
207	этом отношении	3	2
208	в области	11	2
209	не знаем	1	2
210	к тому	4	2
211	за что	1	2
212	не есть	1	2
213	оно не	2	2
214	должен быть	5	2
215	всего этого	1	2
216	в себя	1	2
217	с самого	1	2
218	роль в	2	2
219	на том	2	2
220	никогда не	2	2
221	здесь как	1	2
222	отсюда и	2	2
223	здесь нет	1	2
224	находится в	1	2
225	этой традиции	1	2
226	а также	3	2
227	одного из	2	2
228	в значительной	1	2
229	вся эта	2	2
230	бы в	1	2
231	того что	3	2
232	оно и	1	2
233	тот же	5	2
234	одной из	1	2
235	правда и	1	2
236	и оба	1	2
237	уже не	8	2
238	в большинстве	1	2
239	же в	3	2
240	свидетельствует о	1	2
241	большинстве случаев	2	2
242	превращаются в	1	2
243	в особенности	4	2
244	связан с	1	2
245	именно в	3	2
246	верхом и	1	2
247	и др	1	2
248	а на	2	2
249	до конца	3	2
250	а не	10	2
251	в связи	4	2
252	может иметь	1	2
253	из которых	3	2
254	по своему	1	2
255	в данном	4	2
