N	2gram	Potebnia_M_4	Komedia
1	и в	23	22
2	и не	18	21
3	том что	12	13
4	таким образом	24	12
5	в том	23	12
6	так как	14	11
7	со стороны	3	11
8	потому что	33	10
9	в самом	3	9
10	до сих	4	9
11	вместе с	6	9
12	сих пор	4	9
13	в этом	23	8
14	его в	4	8
15	в глазах	2	8
16	в своем	8	8
17	к ней	2	8
18	о том	8	8
19	если бы	13	8
20	в его	5	8
21	что и	7	8
22	что он	4	8
23	то же	14	7
24	при этом	15	7
25	не по	1	7
26	об этом	2	7
27	только что	3	7
28	а в	5	7
29	в свою	2	7
30	того же	1	6
31	самом деле	3	6
32	еще не	3	6
33	так что	5	6
34	в то	4	6
35	и его	2	6
36	к тому	3	6
37	того чтобы	4	6
38	свою очередь	1	6
39	ясно что	1	6
40	и что	7	6
41	для того	6	6
42	может быть	26	6
43	во время	2	6
44	речь идет	1	5
45	что его	2	5
46	отношение к	2	5
47	более чем	3	5
48	но в	8	5
49	не только	10	5
50	а по	1	5
51	он не	2	5
52	в своей	1	5
53	в которых	3	5
54	то это	8	5
55	не менее	5	5
56	же время	3	5
57	связи с	3	5
58	и сам	1	5
59	хотя и	5	5
60	с ним	5	5
61	любви к	1	5
62	к нему	5	5
63	что в	17	5
64	по отношению	10	5
65	из них	1	5
66	тем что	10	5
67	прежде всего	1	5
68	как это	1	5
69	все это	5	5
70	и т	7	4
71	то ли	1	4
72	в ней	2	4
73	с другой	2	4
74	нет и	1	4
75	и речи	1	4
76	меньше всего	1	4
77	все же	1	4
78	то что	29	4
79	в себе	14	4
80	что она	2	4
81	но все	1	4
82	и с	4	4
83	должен был	1	4
84	с тем	7	4
85	точки зрения	4	4
86	не в	11	4
87	в отношении	1	4
88	самого начала	2	4
89	у него	1	4
90	и здесь	2	4
91	с самого	1	4
92	друг друга	2	4
93	так и	6	4
94	и поэтому	1	4
95	т п	4	4
96	вовсе не	7	4
97	но и	11	4
98	а не	12	4
99	в связи	1	4
100	и для	2	4
101	бы в	2	4
102	тем более	5	4
103	хотя бы	4	4
104	так же	4	4
105	идет о	1	3
106	говорить о	5	3
107	на них	1	3
108	столь же	2	3
109	в ее	2	3
110	с этим	7	3
111	и к	6	3
112	тем же	1	3
113	в которой	6	3
114	в этой	1	3
115	и тот	3	3
116	на то	7	3
117	в нем	7	3
118	что ни	1	3
119	от нее	1	3
120	было бы	8	3
121	в них	3	3
122	все равно	3	3
123	далеко не	1	3
124	как и	14	3
125	чем в	2	3
126	и еще	1	3
127	но если	1	3
128	том как	1	3
129	себе в	3	3
130	с точки	3	3
131	тем не	4	3
132	их в	3	3
133	к ним	2	3
134	не имеет	5	3
135	никогда не	3	3
136	ничего не	1	3
137	и мысли	2	3
138	же самое	4	3
139	судя по	2	3
140	обращается к	1	3
141	в глаза	1	3
142	и мы	5	3
143	тех пор	6	3
144	в двух	2	3
145	одной из	1	3
146	с одной	1	3
147	что не	6	3
148	следует что	1	3
149	это обстоятельство	2	3
150	не так	2	3
151	всяком случае	3	3
152	мы можем	10	3
153	отношению к	8	3
154	в других	2	3
155	и даже	2	3
156	даже не	2	3
157	перед ним	1	3
158	на этот	2	3
159	один из	2	3
160	если не	1	3
161	в частности	1	3
162	не может	11	3
163	конечно не	2	3
164	по своему	2	3
165	одной стороны	1	3
166	в течение	2	3
167	как бы	5	3
168	из себя	2	3
169	бы он	1	3
170	до тех	6	3
171	не знает	1	3
172	дело с	1	3
173	все что	2	3
174	во всяком	5	3
175	человека и	3	2
176	такое же	2	2
177	его не	1	2
178	мы не	8	2
179	в сущности	2	2
180	но при	1	2
181	меньше чем	1	2
182	и на	3	2
183	во всех	1	2
184	он говорит	1	2
185	отличие от	1	2
186	за пределы	1	2
187	и я	2	2
188	как в	7	2
189	в известной	1	2
190	и хотя	3	2
191	так или	2	2
192	бы не	3	2
193	только один	1	2
194	если он	1	2
195	и если	3	2
196	на его	3	2
197	состоит в	2	2
198	в силу	7	2
199	человека в	2	2
200	исходя из	1	2
201	в мире	2	2
202	не с	2	2
203	а как	2	2
204	с другими	4	2
205	это не	7	2
206	этот человек	1	2
207	еще одно	1	2
208	не ясно	1	2
209	на основании	4	2
210	я говорю	3	2
211	в развитии	1	2
212	не мог	1	2
213	этой связи	1	2
214	и без	2	2
215	в котором	4	2
216	в их	1	2
217	в одном	4	2
218	что эта	1	2
219	тому что	2	2
220	она не	2	2
221	что с	1	2
222	что происходит	2	2
223	дело не	2	2
224	что их	1	2
225	в области	2	2
226	одним из	1	2
227	известной степени	3	2
228	отказаться от	1	2
229	если же	4	2
230	и это	2	2
231	как мы	2	2
232	и о	4	2
233	в виду	3	2
234	без всякого	1	2
235	то время	1	2
236	роль в	1	2
237	в образе	2	2
238	можно было	2	2
239	по тому	2	2
240	сама она	2	2
241	а также	1	2
242	в другом	1	2
243	на вопрос	4	2
244	и во	1	2
245	между тем	9	2
246	как из	1	2
247	не как	2	2
248	тот же	2	2
249	могло быть	1	2
250	пор не	3	2
251	по мнению	1	2
252	в качестве	1	2
253	уже в	5	2
254	если мы	2	2
255	за ним	2	2
256	до того	3	2
257	при всей	1	2
258	этом отношении	1	2
259	от того	4	2
260	к одной	1	2
261	или иначе	2	2
262	к человеку	1	2
263	не было	12	2
264	что мы	10	2
265	под влиянием	1	2
266	до этого	3	2
267	отрывок из	1	2
268	его на	1	2
269	из которых	2	2
270	не отличаются	1	2
271	к своему	1	2
272	в пределах	1	2
273	не могут	2	2
274	для обозначения	1	2
275	возможность и	1	2
276	для понимания	2	2
277	этом случае	5	2
278	только для	2	2
279	видно что	4	2
280	нет ничего	3	2
281	и все	4	2
282	полагать что	1	2
283	отношению ко	1	2
284	из этой	1	2
285	не будет	3	2
286	а о	1	2
287	между ними	4	2
288	только как	4	2
289	другой стороны	1	2
290	равно как	2	2
291	из этого	2	2
292	в свое	1	2
293	в своих	2	2
294	это в	1	2
295	в таком	4	2
296	всем и	1	1
297	не думает	1	1
298	например в	3	1
299	в объяснении	1	1
300	а из	1	1
301	дальнейшему развитию	1	1
302	в первом	3	1
303	можем судить	2	1
304	к другому	1	1
305	и до	3	1
306	отношений которые	1	1
307	как надо	1	1
308	если я	1	1
309	мы имеем	4	1
310	это совершенно	1	1
311	и себя	2	1
312	вопрос о	2	1
313	коренится в	1	1
314	скоро мы	1	1
315	начинается с	1	1
316	еще до	3	1
317	а для	1	1
318	указывая на	2	1
319	я не	2	1
320	ему в	1	1
321	зависимости от	1	1
322	это время	1	1
323	и говорить	2	1
324	стороны его	1	1
325	в большинстве	2	1
326	он сам	1	1
327	человека следовательно	1	1
328	все эти	3	1
329	не был	1	1
330	человека перед	1	1
331	в чем	1	1
332	не пришло	1	1
333	только после	1	1
334	тем как	2	1
335	не без	1	1
336	а причем	1	1
337	но не	1	1
338	но как	1	1
339	вспомнить что	1	1
340	заметим что	3	1
341	силу этого	1	1
342	очевидно что	7	1
343	друг от	1	1
344	человеку и	1	1
345	относится к	1	1
346	которые не	2	1
347	в истории	4	1
348	тем больше	1	1
349	если она	1	1
350	независимо от	6	1
351	общего с	1	1
352	одном из	2	1
353	что первое	1	1
354	бы при	1	1
355	перед нами	1	1
356	как уже	1	1
357	и как	2	1
358	что по	2	1
359	в действительности	3	1
360	лицу с	1	1
361	о силе	1	1
362	стороны мы	1	1
363	от чего	1	1
364	говорят о	1	1
365	отношения между	2	1
366	стремится не	1	1
367	вопрос почему	2	1
368	чем больше	2	1
369	в нашем	2	1
370	из этих	2	1
371	еще один	1	1
372	тем он	1	1
373	им в	1	1
374	имеем в	1	1
375	и те	1	1
376	т д	3	1
377	человек не	2	1
378	образом для	1	1
379	по крайней	5	1
380	к сердцу	1	1
381	примеры этому	1	1
382	к одному	3	1
383	поэта и	1	1
384	пить и	1	1
385	том чтобы	1	1
386	оно могло	1	1
387	нашего времени	3	1
388	на жизнь	1	1
389	чем она	1	1
390	на этом	1	1
391	его можно	1	1
392	в нее	3	1
393	мысль уже	1	1
394	в каждом	3	1
395	что все	4	1
396	есть все	1	1
397	значение в	1	1
398	дошедшего до	1	1
399	той же	3	1
400	них не	1	1
401	это было	2	1
402	которого не	1	1
403	образом если	1	1
404	который и	1	1
405	ко второму	2	1
406	вот например	1	1
407	известно что	6	1
