N	3gram	Bakhtin_KF_1	Problema
1	тем не менее	2	18
2	то же самое	1	9
3	и тем не	1	8
4	для того чтобы	1	8
5	на то что	1	8
6	в этом смысле	3	6
7	вовсе не есть	2	6
8	в том что	2	5
9	на самом деле	3	4
10	а не просто	1	4
11	той или иной	2	4
12	в то же	2	4
13	и в своей	2	3
14	мы никогда не	1	3
15	дело в том	1	3
16	с точки зрения	9	3
17	может быть и	1	3
18	во всяком случае	1	3
19	ни в каком	2	3
20	и тем самым	1	3
21	но отнюдь не	1	3
22	в настоящее время	1	3
23	в виду и	1	2
24	и того же	1	2
25	действительности а не	1	2
26	и то что	1	2
27	можно сказать только	1	2
28	и в этом	3	2
29	во всех этих	2	2
30	никогда не может	1	2
31	когда мы говорим	1	2
32	не может быть	11	2
33	того или иного	3	2
34	и как бы	1	2
35	не потому что	1	2
36	что может быть	1	2
37	одного и того	1	2
38	в истории философии	1	2
39	со всеми своими	1	2
40	на том что	1	2
41	со всем его	1	1
42	ни о каких	1	1
43	и может быть	2	1
44	если он не	1	1
45	а не к	1	1
46	нужно помнить что	1	1
47	и это будет	1	1
48	о том кто	1	1
49	вместе с тем	1	1
50	в данный момент	3	1
51	и все равно	1	1
52	бы оно ни	1	1
53	это-то и есть	1	1
54	в этом последнем	1	1
55	если бы оно	1	1
56	он может быть	2	1
57	стороне и в	1	1
58	в том же	1	1
59	не было и	1	1
60	а следовательно и	1	1
61	и во всех	1	1
62	а именно в	1	1
63	и в то	1	1
64	по своей структуре	1	1
65	он должен быть	1	1
66	бы оно было	1	1
67	не только обозначает	1	1
68	во всей его	2	1
69	в основе своей	1	1
70	то или иное	2	1
71	свой смысл и	1	1
72	все это в	1	1
73	не является только	1	1
74	его построения и	1	1
75	ни на один	1	1
76	но в то	1	1
77	все эти бесконечные	1	1
78	а эта последняя	1	1
79	рождение и смерть	1	1
80	и не быть	2	1
81	отнюдь еще не	1	1
82	в известном смысле	1	1
83	и есть его	1	1
84	ровно ничего не	1	1
85	и свой смысл	1	1
86	не значит что	1	1
87	это не значит	1	1
88	к той же	1	1
89	бы то ни	2	1
90	не для того	1	1
91	и это понятие	1	1
92	а не в	2	1
93	в его целом	10	1
94	и не субъективно	1	1
95	не было бы	3	1
96	если мы возьмем	1	1
97	оно ни было	1	1
98	раз и навсегда	2	1
99	но для того	1	1
100	с тем или	1	1
101	его в его	1	1
102	едва ли кто-нибудь	1	1
103	все это суть	2	1
104	мы будем говорить	1	1
105	и в результате	1	1
106	данный момент в	1	1
107	оставить в стороне	1	1
108	именно в этой	1	1
109	в другом случае	1	1
110	в то или	1	1
111	эта последняя как	1	1
112	к тому что	1	1
113	только в этом	1	1
114	той или другой	1	1
115	и в его	1	1
116	не только от	1	1
117	в виде определенной	1	1
118	было и в	1	1
119	признать что в	1	1
120	всех этих случаях	1	1
121	и этот акт	1	1
122	только тогда когда	1	1
123	не есть просто	1	1
124	и только в	2	1
