N	3gram	Voloshinov_1	Analitik
1	не может быть	3	16
2	в том что	1	9
3	той или иной	1	6
4	что иное как	1	5
5	не что иное	1	4
6	в конечном счете	2	4
7	с точки зрения	6	4
8	о том что	2	3
9	подобно тому как	1	3
10	с одной стороны	1	3
11	бы то ни	1	3
12	для того чтобы	1	3
13	имеем дело с	1	3
14	то ни было	1	3
15	быть не может	1	3
16	не могут быть	2	2
17	во внешнем мире	1	2
18	ни в коем	1	2
19	и того же	1	2
20	вместе с ним	1	2
21	одного и того	1	2
22	в этом отношении	1	2
23	в самом деле	2	2
24	то же самое	1	2
25	в свое время	1	2
26	в данном случае	1	2
27	в коем случае	1	2
28	во всяком случае	3	1
29	оно ни было	1	1
30	смысл и значение	1	1
31	друг с другом	1	1
32	а то и	1	1
33	есть в сущности	1	1
34	таким образом с	1	1
35	еще в году	1	1
36	до сих пор	3	1
37	для нас очень	1	1
38	а с другой	1	1
39	в этом смысле	3	1
40	может быть ничего	1	1
41	и таким образом	1	1
42	как я и	1	1
43	быть может наиболее	1	1
44	самом деле в	1	1
45	и та же	1	1
46	он может быть	1	1
47	именно здесь в	1	1
48	по крайней мере	3	1
49	в объекте в	1	1
50	но отнюдь не	2	1
51	нуждается в объекте	1	1
52	бы оно ни	1	1
53	мы имеем в	1	1
54	на вопрос о	1	1
55	с ним и	1	1
56	в связи с	1	1
57	конечном счете только	1	1
58	по аналогии с	2	1
59	одна и та	1	1
60	она может быть	1	1
61	или во всяком	1	1
62	вместе с тем	1	1
63	а вместе с	1	1
64	имеем в виду	1	1
65	только для того	1	1
66	этой точки зрения	1	1
67	с этой точки	1	1
68	на первый взгляд	1	1
