N	2gram	Voloshinov_1	Sovremen
1	таким образом	6	8
2	в этом	2	5
3	не может	8	5
4	мы можем	4	4
5	и наконец	5	4
6	мы не	4	4
7	в каждом	4	4
8	как бы	6	4
9	все эти	2	3
10	в целом	2	3
11	на две	2	3
12	не можем	1	3
13	зависимости от	2	3
14	каждом отдельном	1	3
15	в зависимости	2	3
16	отдельном случае	1	3
17	с помощью	2	3
18	а на	1	2
19	как известно	1	2
20	на этом	1	2
21	в одном	3	2
22	все же	5	2
23	и в	13	2
24	но в	4	2
25	мы должны	6	2
26	что же	3	2
27	все это	4	2
28	в дальнейшем	1	2
29	еще мало	1	2
30	тот же	2	2
31	и все	3	2
32	прежде всего	9	2
33	не только	6	2
34	точки зрения	7	2
35	в виде	1	2
36	то же	4	2
37	мы получим	2	2
38	не в	3	2
39	с одной	2	2
40	при этом	2	2
41	мы видим	2	2
42	в системе	1	1
43	уже на	1	1
44	и не	8	1
45	в процессе	5	1
46	все время	1	1
47	первое и	1	1
48	это и	1	1
49	вследствие этого	1	1
50	зрения и	1	1
51	только одно	1	1
52	этой системы	1	1
53	одном случае	1	1
54	роль в	2	1
55	их в	1	1
56	а в	2	1
57	представление о	1	1
58	в то	1	1
59	в своих	2	1
60	со всеми	1	1
61	в которую	2	1
62	с другой	2	1
63	в другом	2	1
64	и т.п	7	1
65	природы и	1	1
66	отличие от	1	1
67	он называет	1	1
68	указать на	1	1
69	развития осуществляется	1	1
70	как и	3	1
71	в которой	3	1
72	еще не	1	1
73	отметить что	1	1
74	основную методологическую	1	1
75	того же	1	1
76	один из	1	1
77	же время	1	1
78	так же	2	1
79	уже к	1	1
80	и у	1	1
81	что в	3	1
82	функции в	1	1
83	в течение	2	1
84	а не	2	1
85	здесь и	1	1
86	или как	1	1
87	может быть	8	1
88	что при	1	1
89	их по	1	1
90	и должно	2	1
91	все равно	1	1
92	всеми ее	1	1
93	мы имеем	1	1
94	от другой	1	1
95	которых он	1	1
96	элемента т.е	1	1
97	и несколько	1	1
98	в том	2	1
99	и тот	1	1
100	и т.д	5	1
101	промежуток времени	1	1
102	из одного	1	1
103	уже в	2	1
104	конечно не	1	1
105	в себе	3	1
106	вполне достаточно	1	1
107	теперь мы	1	1
108	одной стороны	2	1
109	одна из	1	1
110	каждый элемент	2	1
111	в этой	1	1
112	но это	1	1
113	так как	3	1
114	известный промежуток	1	1
115	этот вопрос	1	1
116	же как	1	1
117	функций и	1	1
118	в нем	2	1
119	и к	2	1
120	же самое	1	1
121	и следовательно	2	1
122	что эта	2	1
123	один и	1	1
124	и более	1	1
125	чем же	2	1
126	только к	1	1
127	в конце	1	1
128	они не	1	1
129	конечно для	1	1
130	это направление	1	1
131	через известный	1	1
132	элемента в	2	1
133	том что	2	1
134	в своем	1	1
135	в отличие	1	1
