N	3gram	Voloshinov_1	Analitik
1	в том что	4	7
2	по отношению к	9	7
3	о том что	1	5
4	по крайней мере	1	4
5	в свою очередь	1	4
6	до известной степени	1	3
7	в данном случае	3	3
8	то же время	5	3
9	в то же	5	3
10	в этом отношении	2	3
11	дело в том	1	2
12	при этом как	1	2
13	том что он	2	2
14	так и его	1	2
15	с точки зрения	10	2
16	одной и той	1	2
17	в отличие от	1	2
18	тот или иной	1	2
19	с одной стороны	1	2
20	тем не менее	2	2
21	во всяком случае	3	2
22	в свое время	1	2
23	в конечном счете	1	2
24	и прежде всего	5	2
25	можно сказать что	3	2
26	и той же	1	2
27	если бы он	3	1
28	и может быть	2	1
29	это уже не	1	1
30	а между тем	1	1
31	хотя и не	1	1
32	к себе самому	1	1
33	уже не может	1	1
34	а потому и	2	1
35	на самом деле	2	1
36	в самом деле	5	1
37	в этом случае	1	1
38	и в данном	1	1
39	до сих пор	3	1
40	в таком случае	2	1
41	в зависимости от	2	1
42	хотя бы и	2	1
43	что он не	1	1
44	таким образом в	1	1
45	о себе самом	1	1
46	что мы знаем	1	1
47	на этот вопрос	1	1
48	со всех сторон	1	1
49	позицию по отношению	1	1
50	и его роли	1	1
51	сам по себе	2	1
52	далеко не всегда	3	1
53	однако и здесь	1	1
54	так и в	2	1
55	не могут быть	3	1
56	его роли в	2	1
57	а с другой	1	1
58	но и его	1	1
59	сказанное на примере	1	1
60	мы знаем о	1	1
61	как бы в	1	1
62	для того чтобы	1	1
63	прежде всего к	3	1
64	в глубине души	1	1
65	один и тот	2	1
66	по ту сторону	3	1
67	не может быть	3	1
68	отнюдь не является	1	1
69	в связь с	1	1
70	не нуждается в	1	1
71	в себя и	1	1
72	ничего не говорит	1	1
73	в большинстве случаев	4	1
74	нам известно из	1	1
75	во многих отношениях	1	1
76	и тот же	2	1
