N	2gram	Vygotskiy__1	FransuaR
1	и в	31	49
2	то есть	26	32
3	прежде всего	4	19
4	в его	6	18
5	и на	1	17
6	не только	13	17
7	и его	7	17
8	в этом	12	15
9	и не	16	15
10	в них	2	13
11	в эпоху	1	13
12	только в	14	13
13	но и	2	13
14	как и	16	11
15	как бы	5	11
16	в этой	3	10
17	вовсе не	6	10
18	в нем	2	9
19	для него	1	9
20	и др	1	9
21	все это	8	9
22	в сущности	10	8
23	отношение к	2	8
24	то же	5	7
25	все же	5	7
26	таким образом	20	7
27	как мы	2	7
28	один из	4	7
29	не может	17	7
30	жизни и	3	7
31	именно в	1	6
32	во всех	1	6
33	с их	1	6
34	так и	3	6
35	и с	2	6
36	времени и	1	6
37	точки зрения	15	6
38	в то	5	6
39	в себя	2	6
40	в литературе	1	6
41	то что	32	6
42	здесь в	1	6
43	в творчестве	1	6
44	так как	18	6
45	сказать что	7	6
46	с точки	2	5
47	с его	1	5
48	из этих	6	5
49	но не	3	5
50	в своем	3	5
51	выражение в	1	5
52	при этом	19	5
53	в своей	3	5
54	никогда не	8	5
55	роль в	3	5
56	тот же	2	5
57	уже в	3	5
58	может быть	22	5
59	в особенности	1	5
60	относится к	1	5
61	и потому	2	5
62	и над	1	4
63	и к	3	4
64	но в	3	4
65	в себе	4	4
66	но все	1	4
67	в жизни	2	4
68	в этих	4	4
69	и более	1	4
70	с ним	2	4
71	одна из	4	4
72	в области	11	4
73	характер и	1	4
74	она была	1	4
75	с другой	5	4
76	и во	2	4
77	в известной	1	4
78	мы находим	1	4
79	а в	6	4
80	до сих	3	4
81	не было	3	4
82	там где	4	4
83	и о	4	4
84	сих пор	3	4
85	том что	16	4
86	в духе	1	4
87	в своих	4	4
88	как на	3	4
89	человека и	2	3
90	связана с	1	3
91	в самом	11	3
92	почти все	2	3
93	точка зрения	4	3
94	духа и	1	3
95	но прежде	1	3
96	и вот	3	3
97	а затем	1	3
98	этом суждении	1	3
99	на все	1	3
100	и других	3	3
101	было бы	6	3
102	из них	2	3
103	ни в	9	3
104	далеко не	2	3
105	несмотря на	5	3
106	мы видели	2	3
107	во всем	3	3
108	в одном	2	3
109	их в	2	3
110	даже в	2	3
111	лиц и	1	3
112	только с	1	3
113	и это	3	3
114	в ее	5	3
115	в собственном	3	3
116	связанных с	1	3
117	и вообще	1	3
118	в виду	4	3
119	о том	7	3
120	в значительной	1	3
121	к нему	2	3
122	наконец в	2	3
123	же в	1	3
124	что он	7	3
125	с одной	5	3
126	не дает	2	3
127	этого процесса	1	3
128	этом отношении	2	3
129	что для	2	3
130	о чем	2	3
131	одной стороны	6	3
132	в книге	2	3
133	но эти	1	3
134	и все	5	3
135	в большей	1	3
136	в том	30	3
137	жизни в	1	3
138	другой стороны	5	3
139	века но	1	2
140	в эстетике	5	2
141	на самом	2	2
142	тех же	2	2
143	по преимуществу	1	2
144	собственном смысле	3	2
145	и значение	1	2
146	на материале	1	2
147	он как	1	2
148	но даже	2	2
149	в ней	1	2
150	литературы и	1	2
151	меньше чем	1	2
152	еще не	1	2
153	это и	3	2
154	за пределы	1	2
155	что они	2	2
156	как к	2	2
157	целый ряд	6	2
158	к числу	2	2
159	только то	2	2
160	та же	3	2
161	есть для	2	2
162	учение о	1	2
163	думать что	1	2
164	на то	10	2
165	вследствие этого	1	2
166	на его	1	2
167	по словам	1	2
168	и еще	1	2
169	в понимании	1	2
170	подобно тому	5	2
171	в мире	1	2
172	зрения на	2	2
173	в художественном	3	2
174	речь и	2	2
175	автора и	1	2
176	по поводу	2	2
177	можно найти	1	2
178	и без	2	2
179	уже к	1	2
180	в их	1	2
181	он дает	1	2
182	в условиях	1	2
183	точку зрения	3	2
184	мы должны	1	2
185	что в	23	2
186	вплоть до	1	2
187	мире в	1	2
188	того как	1	2
189	того чтобы	7	2
190	ничего не	2	2
191	что только	2	2
192	свою природу	1	2
193	связи с	1	2
194	здесь же	1	2
195	могут быть	11	2
196	в одну	1	2
197	без всякого	2	2
198	на основе	2	2
199	была связана	1	2
200	в пределах	1	2
201	особенно в	1	2
202	по сравнению	1	2
203	понятно что	1	2
204	громадное значение	1	2
205	в произведении	3	2
206	одного из	1	2
207	можно сказать	1	2
208	там же	2	2
209	во все	1	2
210	этой идее	1	2
211	связаны с	1	2
212	нуждается в	3	2
213	в ту	1	2
214	и следовательно	2	2
215	одной из	1	2
216	традиции в	1	2
217	очень много	1	2
218	всяком случае	6	2
219	здесь с	1	2
220	со всеми	4	2
221	в качестве	2	2
222	есть в	7	2
223	за счет	1	2
224	никто не	1	2
225	в конце	3	2
226	мы можем	4	2
227	у него	4	2
228	ссылается на	1	2
229	и даже	6	2
230	мы еще	1	2
231	до конца	6	2
232	одну из	1	2
233	под влиянием	3	2
234	в связи	2	2
235	вместе с	8	2
236	так же	12	2
237	в него	2	2
238	это произведение	1	2
