N	3gram	Vinokur_Ku_3	FransuaR
1	то же время	1	9
2	в то же	1	9
3	прежде всего в	1	4
4	в том числе	2	4
5	как мы видели	2	4
6	после того как	4	4
7	в свою очередь	1	3
8	как мы видим	1	3
9	с точки зрения	16	3
10	так и в	3	3
11	в том что	8	3
12	по отношению к	2	2
13	более или менее	2	2
14	слов и выражений	2	2
15	можно было бы	10	2
16	не должно быть	1	2
17	мы имеем в	1	2
18	в свое время	2	2
19	потому что он	1	1
20	в чем же	1	1
21	на самом деле	3	1
22	есть прежде всего	1	1
23	то же самое	1	1
24	плоть и кровь	1	1
25	мы находим в	1	1
26	имеет в виду	1	1
27	сам по себе	3	1
28	а также в	1	1
29	о том чтобы	1	1
30	но и в	1	1
31	с тем что	1	1
32	в известной мере	1	1
33	но вряд ли	1	1
34	на этот вопрос	1	1
35	в плоть и	1	1
36	точки зрения их	1	1
37	то обстоятельство что	3	1
38	в данном случае	4	1
39	не только в	3	1
40	и в отношении	1	1
41	с помощью которого	1	1
42	и в этом	4	1
43	о том что	3	1
44	не только для	1	1
45	в тех же	1	1
46	в этих словах	1	1
47	в связи с	4	1
48	только после того	2	1
49	в связи со	1	1
50	чем ближе он	1	1
51	это не есть	1	1
52	для всего этого	1	1
53	то мы увидим	1	1
54	во всяком случае	1	1
55	все эти факты	1	1
56	в первом случае	2	1
57	в одном из	1	1
58	и в самом	4	1
59	к тому же	2	1
60	здесь как мы	1	1
61	выходит за пределы	1	1
62	особо нужно отметить	1	1
63	именно потому что	1	1
64	и прежде всего	1	1
65	они как бы	1	1
66	друг от друга	1	1
67	тем более что	2	1
68	в этом смысле	1	1
69	по этому поводу	1	1
70	было бы сказать	3	1
71	тем что в	1	1
72	не говорит что	1	1
73	на той же	1	1
74	один из самых	1	1
75	мы увидим что	1	1
76	не имеет ничего	1	1
