N	3gram	Vinokur_Vv_1	Problema
1	тем не менее	8	18
2	и т д	37	10
3	то же самое	2	9
4	и тем не	3	8
5	для того чтобы	21	8
6	в данном случае	4	8
7	сам по себе	1	7
8	в этом смысле	10	6
9	о том что	12	5
10	в том что	12	5
11	точно так же	2	4
12	на самом деле	1	4
13	т д и	1	4
14	только то что	1	4
15	в конце концов	2	4
16	в связи с	2	4
17	той или иной	1	4
18	в то же	5	4
19	сама по себе	3	4
20	что же касается	2	3
21	дело в том	2	3
22	с точки зрения	2	3
23	до сих пор	5	3
24	что в нем	2	3
25	может быть и	2	3
26	во всяком случае	3	3
27	можно сказать что	3	3
28	в настоящее время	1	3
29	с другой стороны	5	3
30	по этому поводу	2	3
31	и того же	2	2
32	в этом случае	6	2
33	что иное как	4	2
34	но как мы	1	2
35	а есть только	1	2
36	не говоря уже	2	2
37	но это только	1	2
38	в самом деле	5	2
39	так или иначе	4	2
40	по крайней мере	4	2
41	именно в этом	3	2
42	в этих случаях	2	2
43	есть не что	2	2
44	также и то	1	2
45	но уже в	1	2
46	и то что	2	2
47	так же как	1	2
48	а не только	1	2
49	тех или иных	3	2
50	а также и	2	2
51	и в этом	3	2
52	в одно целое	1	2
53	когда мы говорим	1	2
54	тем что в	1	2
55	не может быть	8	2
56	того или иного	1	2
57	имел в виду	1	2
58	не потому что	1	2
59	с тем что	3	2
60	и в самом	3	2
61	что может быть	3	2
62	одного и того	2	2
63	этом смысле и	1	2
64	не что иное	4	2
65	можно было бы	3	2
66	только потому что	1	2
67	подобно тому как	1	2
68	на том что	2	2
69	здесь идет речь	1	1
70	но уже и	1	1
71	а между тем	1	1
72	действительности а именно	1	1
73	в нем то	1	1
74	сказать что он	1	1
75	вместе с тем	3	1
76	в чем же	3	1
77	мы имеем дело	1	1
78	если бы оно	1	1
79	также и в	2	1
80	того чтобы ее	1	1
81	в том же	1	1
82	вместе с другими	1	1
83	как бы ее	1	1
84	говоря уже о	1	1
85	а именно в	1	1
86	не сам по	1	1
87	он должен быть	1	1
88	бы оно было	1	1
89	в этом отношении	3	1
90	и т п	5	1
91	всего то что	2	1
92	обратить внимание на	2	1
93	того чтобы действительно	1	1
94	отчет в том	1	1
95	до наших дней	1	1
96	д все это	1	1
97	то или иное	1	1
98	не то что	1	1
99	вообще и т	1	1
100	одно и то	1	1
101	как раз в	1	1
102	чтобы понять что	1	1
103	вопрос что же	1	1
104	вообще не существует	1	1
105	но в то	3	1
106	не только в	4	1
107	бы ее ни	1	1
108	об этом сказано	1	1
109	то более то	1	1
110	может пониматься как	1	1
111	вопроса о природе	1	1
112	мы хорошо знаем	1	1
113	и как нечто	1	1
114	и то же	1	1
115	а именно как	1	1
116	как будто бы	2	1
117	в известном смысле	3	1
118	в первом из	2	1
119	есть в нем	1	1
120	философии и науки	1	1
121	того чтобы этот	1	1
122	не значит что	1	1
123	потому что она	1	1
124	не могут быть	2	1
125	идет речь не	1	1
126	бы то ни	1	1
127	более то менее	1	1
128	одним из самых	1	1
129	но ведь это	1	1
130	науки а именно	1	1
131	и в том	3	1
132	связи с этим	1	1
133	того о чем	1	1
134	и до наших	1	1
135	в известной мере	2	1
136	нечто единое и	1	1
137	т д все	2	1
138	том что такое	5	1
139	так значило бы	1	1
140	потому что все	1	1
141	заключается в том	3	1
142	есть особого рода	1	1
143	в том чтобы	5	1
144	и что такое	1	1
145	дело не с	1	1
146	если же мы	1	1
147	это заставляет нас	1	1
148	думать так значило	1	1
149	а потому что	1	1
150	в этом втором	1	1
151	и в результате	1	1
152	вырастает на почве	1	1
153	именно в этой	1	1
154	но в силу	1	1
155	и все прочие	1	1
156	много общего с	1	1
157	и это есть	1	1
158	как мы уже	1	1
159	уже в первом	1	1
160	так как обычно	1	1
161	к тому что	1	1
162	это не просто	1	1
163	только в этом	1	1
164	это не только	2	1
165	в сравнении с	1	1
166	никак не может	1	1
167	языке и литературе	1	1
168	которая вырастает на	1	1
169	в этом понятии	1	1
170	все это не	1	1
171	только тогда когда	1	1
172	как мы видели	2	1
173	да притом еще	1	1
