N	4gram	Voloshinov_1	Formalny
1	в то же время	1	7
2	бы то ни было	3	4
3	и не может быть	1	3
4	не может быть понято	1	3
5	на самом же деле	1	2
6	одним и тем же	1	2
7	дело в том что	4	1
8	мы имеем в виду	1	1
9	свое выражение она находит	1	1
10	какой бы то ни	1	1
11	художественное произведение если же	1	1
12	без того чтобы не	1	1
13	была бы разрешена если	1	1
14	чтобы убедиться в этом	1	1
15	каково бы оно ни	1	1
16	по себе в своей	1	1
17	один и тот же	1	1
18	разрешена если бы удалось	1	1
19	выражение она находит в	1	1
20	в художественном произведении в	1	1
21	содержания и выбор формы	1	1
22	не из словаря а	1	1
23	же справедливо и для	1	1
24	в такой же степени	1	1
25	убедиться в этом достаточно	1	1
26	то же самое справедливо	2	1
27	бы разрешена если бы	1	1
28	выбор содержания и выбор	1	1
29	то же время не	1	1
30	ни в коем случае	1	1
31	сами по себе в	1	1
32	же самое справедливо и	2	1
33	каких бы то ни	1	1
34	все более и более	1	1
35	в зависимости от того	1	1
36	бы оно ни было	1	1
37	и по отношению к	3	1
38	самое справедливо и для	1	1
39	между формой и содержанием	1	1
40	не в такой степени	1	1
41	из словаря а из	1	1
42	входит в высказывание как	1	1
43	может опираться только на	1	1
44	говорит о том что	1	1
45	как не может быть	1	1
