N	3gram	Losev_Vesc_1	Analitik
1	не может быть	6	16
2	в том что	4	9
3	в то же	1	8
4	в том чтобы	1	7
5	что иное как	7	5
6	мы имеем дело	2	4
7	с точки зрения	3	4
8	и не в	1	4
9	не что иное	7	4
10	о том что	4	3
11	в той или	2	3
12	подобно тому как	4	3
13	бы то ни	4	3
14	из того что	2	3
15	для того чтобы	2	3
16	то ни было	4	3
17	с одной стороны	3	3
18	не в том	1	3
19	есть не что	5	3
20	отнюдь не предполагает	1	2
21	и того же	1	2
22	того что в	1	2
23	не есть вещь	4	2
24	в самом деле	4	2
25	то же самое	1	2
26	сами по себе	3	2
27	ни в коем	1	2
28	в этом отношении	1	2
29	же самое время	1	2
30	в основе своей	2	2
31	в коем случае	1	2
32	в данном случае	2	2
33	в первом случае	2	2
34	по природе своей	1	2
35	с другой стороны	2	2
36	в том или	1	2
37	внутреннего и внешнего	2	2
38	в свое время	2	2
39	коем случае не	1	2
40	одного и того	1	2
41	тех или иных	1	2
42	в отрыве от	2	2
43	самом деле в	1	1
44	по своей природе	1	1
45	ни с какой	1	1
46	или хотя бы	1	1
47	все еще не	1	1
48	оно может быть	1	1
49	более или менее	1	1
50	по меньшей мере	1	1
51	равно как и	2	1
52	как и во	1	1
53	о том как	1	1
54	как раз и	1	1
55	а не к	1	1
56	что как бы	1	1
57	до сих пор	1	1
58	да и в	1	1
59	силу тех или	1	1
60	в зависимости от	1	1
61	сам по себе	3	1
62	того что мы	1	1
63	свое время была	2	1
64	если не будет	2	1
65	на самом же	1	1
66	самим по себе	1	1
67	в собственном смысле	2	1
68	с этой точки	1	1
69	по крайней мере	4	1
70	вместе с тем	1	1
71	одно и то	4	1
72	и в частности	1	1
73	что не есть	3	1
74	есть вещь но	1	1
75	дело не с	2	1
76	в данный момент	1	1
77	не только в	4	1
78	зачем же нам	1	1
79	в себе в	2	1
80	и то же	4	1
81	я начинаю понимать	1	1
82	в свою очередь	4	1
83	вещи но и	2	1
84	как будто бы	1	1
85	то что мы	2	1
86	в вещи и	2	1
87	и как бы	1	1
88	с ним и	1	1
89	все же не	1	1
90	ни на что	1	1
91	она может быть	2	1
92	что же оно	1	1
93	во всяком случае	2	1
94	случае не есть	1	1
95	на что не	1	1
96	самом же деле	1	1
97	этой точки зрения	1	1
98	в той же	1	1
99	принципиально не может	1	1
100	в силу тех	1	1
101	есть она сама	2	1
102	вещи и не	2	1
103	но то что	1	1
104	содержат в себе	1	1
105	и в самом	1	1
106	только тогда когда	2	1
107	как к чему-то	1	1
108	во втором случае	1	1
109	в настоящий момент	1	1
110	не есть она	2	1
111	не предполагает что	3	1
112	к тому что	2	1
113	друг с другом	1	1
114	должно быть понято	2	1
115	здесь как и	1	1
116	не только мы	1	1
