N	3gram	Losev_Prob_4	KulturaY
1	и т п	1	18
2	для того чтобы	2	15
3	в том что	8	15
4	и т д	3	14
5	с точки зрения	11	9
6	в том чтобы	2	8
7	только потому что	1	6
8	с другой стороны	6	6
9	о том что	3	5
10	в зависимости от	3	5
11	по крайней мере	6	5
12	во всяком случае	4	5
13	что же касается	1	4
14	до сих пор	1	4
15	не в том	1	4
16	том что он	1	4
17	тем не менее	10	4
18	более или менее	2	3
19	в этом смысле	3	3
20	о том как	1	3
21	того или иного	3	3
22	только в том	3	3
23	можно было бы	4	3
24	вместе с тем	3	3
25	несут на себе	1	3
26	в связи с	3	3
27	в свою очередь	1	3
28	на самом деле	3	2
29	на то что	1	2
30	и потому что	1	2
31	т д и	1	2
32	в первую очередь	1	2
33	обратить внимание на	1	2
34	так и в	1	2
35	а только в	1	2
36	а в том	1	2
37	д и т	1	2
38	заключается в том	2	2
39	хотя бы и	2	2
40	этой точки зрения	1	2
41	но все же	1	2
42	в то же	2	2
43	к тому что	1	2
44	если бы он	1	1
45	должны были бы	1	1
46	в том виде	2	1
47	и может быть	1	1
48	говоря уже об	1	1
49	на том что	1	1
50	крайней мере в	1	1
51	что иное как	2	1
52	потому что он	2	1
53	в силу этого	1	1
54	этом смысле есть	1	1
55	в какой мере	4	1
56	заключается не в	1	1
57	то это значит	1	1
58	иметь в виду	1	1
59	то только в	2	1
60	это было бы	1	1
61	не говоря уже	2	1
62	что в данном	2	1
63	в настоящее время	1	1
64	никак не может	1	1
65	свидетельствует о том	1	1
66	и если мы	1	1
67	с одной стороны	1	1
68	как раз и	1	1
69	известной ступени культурного	1	1
70	и в то	1	1
71	сами по себе	2	1
72	по своему содержанию	5	1
73	в себе и	2	1
74	в подлинном смысле	1	1
75	а вместе с	1	1
76	всего то что	1	1
77	ни в какой	4	1
78	и даже в	1	1
79	отчет в том	3	1
80	когда говорят о	1	1
81	к другой и	1	1
82	с этой точки	1	1
83	и не в	1	1
84	не то что	1	1
85	отнюдь не является	1	1
86	так что в	1	1
87	в качестве основного	1	1
88	одно и то	1	1
89	в это время	1	1
90	бы и не	1	1
91	ничего общего с	2	1
92	не есть какая-то	1	1
93	не только в	4	1
94	и с точки	3	1
95	все равно не	1	1
96	тех или иных	3	1
97	несет на себе	1	1
98	и вместе с	1	1
99	до того что	1	1
100	имеем в виду	3	1
101	дело не в	2	1
102	это не значит	1	1
103	не случайно и	1	1
104	в том смысле	2	1
105	еще и потому	1	1
106	хотя бы на	1	1
107	литературе и искусстве	1	1
108	это можно было	1	1
109	те или иные	4	1
110	само по себе	1	1
111	так же как	1	1
112	а может быть	1	1
113	вовсе не только	1	1
114	ни в каком	5	1
115	не есть нечто	1	1
116	вовсе не есть	2	1
117	в таком понимании	1	1
118	то мы и	1	1
119	том смысле что	1	1
120	в качестве основной	1	1
121	в соединении с	1	1
122	и тем самым	1	1
123	на известной ступени	1	1
124	в каждой из	1	1
125	той или иной	11	1
126	то что его	1	1
127	мы имеем в	1	1
128	из них как	1	1
129	в литературе и	1	1
130	в братьях карамазовых	1	1
131	было бы сказать	1	1
132	ступени культурного развития	1	1
133	не что иное	2	1
134	потому что она	2	1
135	совсем другое дело	1	1
136	точно так же	3	1
137	для этого необходимо	1	1
138	тот или иной	2	1
139	что здесь налицо	1	1
