N	2gram	Bakhtin_Pr_4	Sovremen
1	не может	19	17
2	может быть	23	12
3	точки зрения	11	12
4	таким образом	4	11
5	мы не	4	9
6	в каждом	6	8
7	в этом	16	7
8	и в	46	7
9	каждый раз	1	6
10	мы можем	4	6
11	ничего не	2	6
12	как и	12	6
13	и не	27	6
14	в результате	2	6
15	и наконец	4	5
16	все эти	4	5
17	что же	3	5
18	прежде всего	9	5
19	с точки	9	5
20	в условиях	3	5
21	вопрос о	2	4
22	нет и	2	4
23	в том	9	4
24	в целом	1	4
25	если мы	5	4
26	так как	5	4
27	не только	14	4
28	с помощью	3	4
29	как бы	19	4
30	вместе с	2	4
31	это не	5	4
32	точку зрения	1	4
33	их в	3	4
34	а в	2	4
35	жизни и	5	4
36	он может	1	3
37	в первом	1	3
38	с самого	1	3
39	то же	6	3
40	и т.д	3	3
41	между собой	1	3
42	может не	1	3
43	все же	4	3
44	еще не	7	3
45	но в	6	3
46	в этой	3	3
47	в себе	7	3
48	уже в	4	3
49	как он	3	3
50	в наших	1	3
51	что она	1	3
52	ведь это	3	3
53	в одном	11	3
54	в конце	3	3
55	в нем	17	3
56	при этом	5	3
57	из двух	1	3
58	на этой	1	3
59	и мы	1	3
60	было бы	3	3
61	а не	11	3
62	и потому	1	3
63	не в	10	3
64	все это	6	3
65	самого начала	1	3
66	одна из	2	3
67	для нас	2	3
68	и все	9	3
69	в системе	2	3
70	у нас	2	3
71	поэтому мы	1	3
72	и к	9	3
73	когда мы	1	3
74	отличается от	3	3
75	в области	1	3
76	как мы	12	2
77	и есть	1	2
78	тем же	3	2
79	приводит к	4	2
80	роль в	1	2
81	той же	3	2
82	времени и	2	2
83	на этом	3	2
84	для его	1	2
85	из одного	2	2
86	и даже	3	2
87	только так	2	2
88	и что	3	2
89	на их	1	2
90	и во	3	2
91	самом деле	4	2
92	в его	9	2
93	может иметь	1	2
94	каждая из	1	2
95	с этим	2	2
96	быть и	1	2
97	только один	1	2
98	в самом	9	2
99	не будем	1	2
100	что это	1	2
101	в нашем	1	2
102	из этих	3	2
103	с одной	1	2
104	и пространства	1	2
105	со всеми	1	2
106	и они	2	2
107	уже не	4	2
108	то и	2	2
109	так сказать	5	2
110	с другом	5	2
111	на его	1	2
112	мы знаем	1	2
113	который как	1	2
114	всяком случае	1	2
115	у него	5	2
116	и по	2	2
117	отличие от	3	2
118	но все	2	2
119	что все	1	2
120	значение в	2	2
121	своим особым	1	2
122	или иной	2	2
123	в живом	1	2
124	в некоторых	1	2
125	и пр	2	2
126	на этот	2	2
127	такой же	3	2
128	в один	1	2
129	свою собственную	1	2
130	что такое	2	2
131	он должен	1	2
132	в отличие	3	2
133	друг с	5	2
134	пока наконец	2	2
135	форма в	1	2
136	не менее	2	2
137	можно назвать	1	2
138	не знаем	1	2
139	этих двух	4	2
140	еще более	3	2
141	мы видим	1	2
142	не дает	2	2
143	в свою	1	2
144	наконец не	1	2
145	такие же	1	2
146	своего предмета	1	2
147	совершенно не	4	2
148	не могут	3	2
149	могут быть	2	2
150	что при	1	2
151	что в	4	2
152	если же	5	2
153	в таком	1	2
154	во всяком	2	2
155	а может	1	1
156	и начала	1	1
157	правда не	1	1
158	и это	3	1
159	человека и	3	1
160	функции в	1	1
161	конечно во	1	1
162	с ее	3	1
163	реагирует на	2	1
164	на самом	1	1
165	своими собственными	1	1
166	ведь в	1	1
167	между двумя	3	1
168	здесь и	3	1
169	отношению к	5	1
170	так в	2	1
171	по преимуществу	1	1
172	и до	3	1
173	в мире	3	1
174	стремится быть	1	1
175	можно было	2	1
176	и могут	1	1
177	мы уже	3	1
178	те же	2	1
179	из всех	1	1
180	здесь нет	3	1
181	во многом	1	1
182	мы имеем	3	1
183	и само	2	1
184	нуждаются в	1	1
185	же как	2	1
186	еще в	1	1
187	развития для	1	1
188	зрения своего	2	1
189	это только	1	1
190	мы в	1	1
191	смысле то	1	1
192	поэтому в	1	1
193	если бы	3	1
194	это направление	1	1
195	и вообще	1	1
196	существенно отличается	1	1
197	с человеком	1	1
198	жизни которое	1	1
199	и соответственно	1	1
200	и живой	1	1
201	для наших	3	1
202	с тою	1	1
203	того же	3	1
204	подчеркнуть что	1	1
205	о том	5	1
206	в ней	1	1
207	определенным образом	1	1
208	уже иначе	1	1
209	не соответствует	1	1
210	которую можно	1	1
211	очень сложную	1	1
212	без труда	1	1
213	он сам	2	1
214	именно эти	1	1
215	все его	1	1
216	же время	5	1
217	его в	1	1
218	с его	5	1
219	во всех	5	1
220	но конечно	2	1
221	раз и	4	1
222	различия между	1	1
223	данном случае	1	1
224	но не	4	1
225	к этому	1	1
226	мы будем	2	1
227	но как	1	1
228	точка зрения	1	1
229	друг на	2	1
230	если в	2	1
231	функций в	1	1
232	во втором	1	1
233	по отношению	5	1
234	позволит нам	1	1
235	один и	1	1
236	может стать	2	1
237	сложное и	1	1
238	все время	2	1
239	стороны и	2	1
240	к которому	1	1
241	к нему	5	1
242	на какое-нибудь	1	1
243	один из	1	1
244	кроме того	4	1
245	к различным	2	1
246	и критика	1	1
247	увидим что	2	1
248	только в	6	1
249	он уже	2	1
250	та же	1	1
251	к другому	5	1
252	наших целей	2	1
253	но ведь	2	1
254	нами в	1	1
255	этот вопрос	2	1
256	конечно не	8	1
257	мы очень	1	1
258	да еще	2	1
259	и у	1	1
260	xviii и	1	1
261	в большинстве	9	1
262	только на	3	1
263	такие определения	1	1
264	и если	1	1
265	всеми ее	1	1
266	не принимает	2	1
267	а это	1	1
268	в первых	2	1
269	он не	4	1
270	его и	1	1
271	одно направление	1	1
272	и еще	1	1
273	меняется в	1	1
274	же они	1	1
275	и их	3	1
276	к одному	6	1
