N	4gram	Medvedev_F_3	formyVre
1	в то же время	7	6
2	одного и того же	1	5
3	и в то же	2	4
4	с нашей точки зрения	1	3
5	дело в том что	1	2
6	одних и тех же	1	2
7	в том числе и	1	2
8	по отношению к быту	1	2
9	от отца к сыну	1	1
10	мы не касаемся здесь	1	1
11	вовсе не являются только	1	1
12	мы имеем в виду	1	1
13	в данных исторических условиях	1	1
14	говорит о том что	1	1
15	мы еще вернемся в	1	1
16	более того если мы	1	1
17	между ними не может	1	1
18	и в том же	1	1
19	в отличие от всех	1	1
20	в жизни и в	1	1
21	и в других областях	1	1
22	вместе с тем и	1	1
23	все более и более	1	1
