N	2gram	Vygotskiy__2	Dialekti
1	не есть	1	54
2	и не	7	27
3	а не	3	26
4	точки зрения	26	25
5	и в	15	24
6	есть нечто	2	23
7	не только	15	23
8	что такое	1	21
9	по себе	7	20
10	не может	9	19
11	ничего не	3	17
12	и есть	2	16
13	и что	8	15
14	что все	4	14
15	с точки	18	14
16	то что	20	14
17	таким образом	14	13
18	что он	12	13
19	вовсе не	6	13
20	может быть	9	13
21	и даже	5	13
22	что это	6	12
23	того что	17	12
24	не имеет	4	11
25	что же	2	11
26	в сущности	9	10
27	отнюдь не	2	10
28	только не	1	10
29	не существует	3	10
30	есть не	1	9
31	то это	1	9
32	что она	3	9
33	ни в	2	9
34	стало быть	2	9
35	но и	10	9
36	в этом	19	8
37	и как	2	8
38	это есть	2	8
39	учение о	1	8
40	отличается от	1	8
41	так что	1	8
42	в виде	1	8
43	прежде всего	4	8
44	что мы	9	8
45	том что	27	8
46	это и	1	7
47	в самом	11	7
48	как и	6	7
49	никогда не	8	7
50	как раз	4	7
51	потому что	7	7
52	что оно	4	7
53	в виду	6	7
54	другими словами	1	7
55	только на	1	7
56	но что	2	7
57	в особенности	1	7
58	ничем не	3	7
59	что в	14	7
60	самом деле	6	6
61	я не	1	6
62	то же	5	6
63	об этом	3	6
64	и с	4	6
65	оно не	1	6
66	если бы	8	6
67	что и	2	6
68	и только	3	6
69	о том	9	6
70	так как	4	6
71	и все	3	6
72	все это	4	6
73	от всего	1	6
74	но если	2	6
75	сам по	1	5
76	вопрос о	5	5
77	что его	4	5
78	точка зрения	3	5
79	и к	6	5
80	есть ли	2	5
81	сущности и	1	5
82	само по	2	5
83	он не	7	5
84	одно и	1	5
85	так и	8	5
86	было бы	10	5
87	в них	4	5
88	мы не	10	5
89	и тогда	2	5
90	в том	33	5
91	тогда когда	5	5
92	и притом	1	5
93	и его	4	5
94	только в	4	5
95	одно из	1	5
96	что не	1	5
97	что для	3	5
98	законы природы	1	5
99	как это	6	5
100	с этой	2	5
101	но это	1	5
102	не отличается	1	5
103	или не	1	5
104	или нет	1	5
105	личности и	1	5
106	как на	1	5
107	и то	1	4
108	говорить о	2	4
109	первый план	1	4
110	в чем	1	4
111	и мира	1	4
112	нет и	2	4
113	сама по	2	4
114	в истории	6	4
115	я должен	1	4
116	конечно не	1	4
117	подобно тому	2	4
118	и никакого	1	4
119	это не	5	4
120	на первый	1	4
121	тому что	1	4
122	что есть	1	4
123	как о	1	4
124	от того	2	4
125	не могут	2	4
126	и это	3	4
127	чтобы быть	1	4
128	к тому	7	4
129	идея есть	1	4
130	с другой	6	4
131	сущность и	1	4
132	для него	3	4
133	если оно	1	4
134	или иной	2	4
135	у нас	1	4
136	так же	4	4
137	тому как	2	4
138	при всем	1	4
139	сознания и	1	4
140	хотя бы	4	4
141	только что	3	4
142	сказать что	6	4
143	себя как	1	3
144	мы уже	6	3
145	той же	2	3
146	но даже	1	3
147	зависимости от	6	3
148	и на	1	3
149	коем случае	1	3
150	за пределы	2	3
151	что именно	3	3
152	с этим	3	3
153	в своем	9	3
154	только тогда	2	3
155	все же	4	3
156	перед нами	2	3
157	как таковое	1	3
158	все эти	3	3
159	тем более	3	3
160	на то	6	3
161	в нем	1	3
162	он должен	2	3
163	в силу	2	3
164	того или	1	3
165	должно быть	2	3
166	не больше	1	3
167	мир и	1	3
168	не в	8	3
169	есть еще	1	3
170	из которых	3	3
171	тем самым	3	3
172	она не	1	3
173	одна из	1	3
174	в основе	3	3
175	в коем	1	3
176	во всем	2	3
177	уже и	2	3
178	должны быть	1	3
179	и о	1	3
180	из двух	3	3
181	эти факты	1	3
182	быть может	2	3
183	вот это	1	3
184	утверждает что	3	3
185	это было	1	3
186	к нему	1	3
187	не надо	3	3
188	все время	3	3
189	и ее	3	3
190	вопрос об	2	3
191	это же	3	3
192	с одной	7	3
193	то и	1	3
194	при помощи	4	3
195	из них	3	3
196	мы знаем	7	3
197	мир в	1	3
198	сами по	1	3
199	друг друга	5	3
200	случае не	2	3
201	не говорит	1	3
202	тем что	2	3
203	для того	10	3
204	есть знание	1	3
205	в ущерб	2	3
206	одной стороны	7	3
207	в сферу	1	3
208	как бы	7	3
209	итак если	1	3
210	и от	1	3
211	мира и	2	3
212	ибо и	1	3
213	не знает	1	3
214	также не	1	3
215	все что	5	3
216	я и	1	2
217	также и	2	2
218	же как	2	2
219	в частности	6	2
220	или к	2	2
221	для науки	1	2
222	от самого	1	2
223	вещь не	1	2
224	не имеют	1	2
225	в зависимости	6	2
226	как чистое	2	2
227	что если	2	2
228	социальная среда	3	2
229	так чтобы	1	2
230	оно вообще	1	2
231	из того	4	2
232	что можно	3	2
233	и он	1	2
234	в ней	1	2
235	бы то	1	2
236	с его	4	2
237	но не	3	2
238	силу этого	1	2
239	знание есть	1	2
240	не видно	1	2
241	его на	1	2
242	и где	1	2
243	сознания в	1	2
244	целый ряд	2	2
245	но в	6	2
246	или процесс	1	2
247	ни один	1	2
248	из этих	4	2
249	на стадии	1	2
250	думать что	1	2
251	бы только	1	2
252	в себе	2	2
253	тому же	1	2
