N	4gram	Losev_Prob_2	Psycholo
1	в то время как	1	2
2	одной и той же	2	2
3	заключается в том что	2	2
4	то что мы выше	1	1
5	какой бы то ни	1	1
6	а с другой стороны	1	1
7	вовсе не то что	1	1
8	на то что она	1	1
9	ни в какой мере	1	1
10	в самом точном смысле	1	1
11	взятые сами по себе	2	1
12	в том или ином	1	1
13	не что иное как	3	1
14	в самом деле если	1	1
15	точно так же и	1	1
16	сказать что до сих	1	1
17	о том что это	1	1
18	а на самом деле	1	1
19	вне и независимо от	2	1
20	бы то ни было	1	1
21	мысль о том что	2	1
22	так же как и	1	1
23	ни в каком случае	3	1
24	придется говорить о том	1	1
25	что до сих пор	1	1
