N	2gram	Vinokur_Vv_1	Istorich
1	и в	27	25
2	вместе с	6	22
3	что он	4	22
4	и т	43	20
5	т д	37	18
6	может быть	24	17
7	представление о	1	17
8	т е	38	16
9	мы имеем	3	14
10	не только	21	13
11	но и	5	13
12	в его	10	12
13	так как	13	11
14	уже не	5	11
15	и не	13	11
16	в этом	34	10
17	тем что	6	10
18	все же	8	10
19	в египте	1	9
20	и его	5	9
21	его в	6	9
22	в виде	4	9
23	с другой	8	9
24	таким образом	19	9
25	еще не	4	8
26	и на	3	8
27	все эти	3	8
28	что в	11	8
29	связи с	3	8
30	и что	4	8
31	мы видим	1	8
32	мы знаем	1	8
33	с тем	6	8
34	другой стороны	5	8
35	этих случаях	2	8
36	том что	26	8
37	представляет собой	12	7
38	в нем	13	7
39	а затем	1	7
40	как и	5	7
41	мы видели	2	7
42	во время	1	7
43	потому что	14	7
44	о том	15	7
45	то что	17	7
46	только в	13	7
47	с одной	4	7
48	в качестве	7	7
49	при помощи	2	7
50	превращается в	1	7
51	одной стороны	4	7
52	этом случае	6	7
53	но это	1	7
54	в частности	3	7
55	как в	1	6
56	это не	8	6
57	не может	13	6
58	в этих	3	6
59	не в	8	6
60	что и	3	6
61	себя в	2	6
62	прежде всего	8	6
63	могут быть	4	6
64	или в	1	6
65	в том	31	6
66	например в	2	5
67	ясно что	9	5
68	мы не	2	5
69	в ней	3	5
70	но не	7	5
71	с этим	2	5
72	что это	3	5
73	но все	3	5
74	входит в	2	5
75	как мы	9	5
76	связано с	1	5
77	показывает что	1	5
78	так же	3	5
79	же как	3	4
80	и это	6	4
81	то же	8	4
82	мы уже	1	4
83	до него	1	4
84	в ее	11	4
85	от этого	5	4
86	в истории	9	4
87	в которой	1	4
88	не как	3	4
89	что все	1	4
90	на этой	3	4
91	с другими	1	4
92	и тем	5	4
93	не всегда	1	4
94	тем не	8	4
95	не менее	8	4
96	того как	3	4
97	совершенно ясно	1	4
98	в дальнейшем	2	4
99	что у	1	4
100	наряду с	2	4
101	с ним	1	4
102	раньше чем	3	4
103	за ним	1	4
104	а именно	6	4
105	если не	1	4
106	все это	6	4
107	в связи	2	4
108	из себя	1	4
109	мы должны	1	4
110	также что	1	3
111	в которых	6	3
112	или же	3	3
113	представлением о	1	3
114	то это	3	3
115	что его	1	3
116	только после	2	3
117	и как	9	3
