N	3gram	Vinokur_Ku_2	Problema
1	и т п	24	13
2	не может быть	4	11
3	с точки зрения	8	6
4	в отличие от	2	5
5	и прежде всего	1	5
6	в большинстве случаев	1	5
7	в данном случае	1	4
8	с другой стороны	7	4
9	в конечном счете	2	4
10	в противном случае	1	3
11	на самом деле	2	3
12	в самом деле	7	3
13	в этом смысле	5	3
14	в иных случаях	1	3
15	бы то ни	1	3
16	можно было бы	9	3
17	может быть только	2	3
18	с одной стороны	1	3
19	contradictio in adjecto	1	3
20	то же время	3	3
21	в том что	10	3
22	в то же	3	3
23	тем не менее	5	3
24	только в поэзии	1	3
25	в области изучения	1	2
26	можно сказать что	2	2
27	не следует что	1	2
28	в лучшем случае	3	2
29	и в области	1	2
30	то или иное	2	2
31	можно говорить и	1	2
32	и в частности	1	2
33	то ни было	1	2
34	не только в	4	2
35	не могут быть	1	2
36	того или иного	2	2
37	может и не	1	2
38	не может и	1	2
39	говорить и о	2	2
40	бы ничего не	1	2
41	для того чтобы	8	2
42	в этом отношении	3	2
43	что иное как	1	1
44	хотя и не	1	1
45	иметь в виду	1	1
46	а не с	1	1
47	в виду что	1	1
48	в свою очередь	2	1
49	дает нам право	1	1
50	активного отношения к	1	1
51	не говоря уже	2	1
52	в этом последнем	1	1
53	в настоящее время	1	1
54	также и в	1	1
55	здесь прежде всего	1	1
56	в том и	1	1
57	идет речь в	1	1
58	и как можно	1	1
59	если так то	1	1
60	а следовательно и	2	1
61	до сих пор	1	1
62	говоря уже о	2	1
63	и в других	1	1
64	хотя бы и	2	1
65	в таких случаях	2	1
66	сами по себе	1	1
67	в одном и	1	1
68	отнюдь не следует	1	1
69	конечно не может	1	1
70	что все эти	3	1
71	вследствие того что	1	1
72	но можно ли	1	1
73	не было бы	1	1
74	на то что	2	1
75	может быть и	1	1
76	широком смысле слова	1	1
77	несмотря на то	2	1
78	и не в	1	1
79	т п и	2	1
80	и тем не	4	1
81	и несмотря на	1	1
82	бы и в	1	1
83	в значительной степени	1	1
84	то время как	1	1
85	не что иное	1	1
86	себе и не	1	1
87	какое же значение	1	1
88	смысле этого слова	1	1
89	а также и	1	1
90	с помощью которого	1	1
91	по сравнению с	1	1
92	это имеет место	1	1
93	не в том	1	1
94	в связи с	3	1
95	есть contradictio in	1	1
96	в том смысле	1	1
97	тем или иным	1	1
98	у нас в	1	1
99	о которых идет	1	1
100	первого же взгляда	1	1
101	и в том	2	1
102	в свое время	2	1
103	по себе не	2	1
104	в узком смысле	2	1
105	есть не что	1	1
106	таким образом в	1	1
107	дело именно с	1	1
108	в то время	1	1
109	не могла бы	1	1
110	том и в	1	1
111	ясно что в	1	1
112	и т д	14	1
113	и в самом	2	1
114	не выходит за	1	1
115	не более как	1	1
116	они ни были	1	1
117	в самом широком	1	1
118	или в лучшем	1	1
119	в другом случае	1	1
120	к тому что	1	1
121	в особенности же	2	1
122	к вопросу о	2	1
123	самом широком смысле	1	1
124	как и в	1	1
125	которых идет речь	1	1
126	не нуждается в	1	1
127	на этот вопрос	2	1
128	дело в том	1	1
129	с первого же	2	1
130	и в другом	2	1
