N	2gram	Tiupa_Narr_1	Psycholo
1	то что	9	32
2	и в	11	31
3	в том	8	30
4	и т	1	26
5	то есть	9	26
6	что в	3	23
7	может быть	15	22
8	таким образом	1	20
9	при этом	19	19
10	ясно что	1	19
11	так как	1	18
12	не может	8	17
13	как и	13	16
14	том что	7	16
15	и не	23	16
16	точки зрения	5	15
17	только в	12	14
18	не только	31	13
19	что и	1	13
20	а не	13	13
21	мы не	3	12
22	так же	1	12
23	в этом	12	12
24	в самом	6	11
25	не в	6	11
26	в области	2	11
27	могут быть	1	11
28	в сущности	2	10
29	на то	2	10
30	того что	4	10
31	художественное произведение	1	10
32	потому что	5	10
33	самом деле	3	9
34	по себе	4	9
35	как в	4	9
36	т д	1	8
37	никогда не	4	8
38	что мы	2	8
39	вместе с	2	8
40	все это	1	8
41	во всяком	2	8
42	на основании	1	7
43	сказать что	2	7
44	того чтобы	4	7
45	и его	10	7
46	о том	4	7
47	тому как	3	7
48	что он	3	7
49	что это	1	6
50	зависимости от	2	6
51	отнюдь не	2	6
52	целый ряд	1	6
53	из этих	4	6
54	что она	1	6
55	для того	3	6
56	если бы	7	6
57	в его	6	6
58	вслед за	1	6
59	всяком случае	2	6
60	и даже	2	6
61	одной стороны	1	6
62	до конца	2	6
63	а в	13	6
64	в эстетике	1	5
65	и есть	1	5
66	в зависимости	2	5
67	то же	8	5
68	в ее	1	5
69	с одной	1	5
70	в целом	3	5
71	и совершенно	1	5
72	подобно тому	3	5
73	иначе говоря	8	5
74	оказывается что	1	5
75	она не	2	5
76	в то	4	5
77	с и	1	5
78	как будто	3	5
79	не является	3	5
80	для нас	1	5
81	с другой	2	5
82	само по	1	5
83	совершенно не	1	5
84	как бы	6	5
85	все же	4	5
86	и для	2	5
87	и все	3	5
88	другой стороны	2	5
89	же как	1	4
90	в котором	1	4
91	мы имеем	3	4
92	в которой	1	4
93	в виду	1	4
94	столь же	5	4
95	точка зрения	5	4
96	у него	7	4
97	со всеми	1	4
98	отличие от	2	4
99	в себе	6	4
100	различие между	1	4
101	что я	1	4
102	тому что	1	4
103	одна из	4	4
104	у нас	3	4
105	к тому	6	4
106	со стороны	8	4
107	никак не	2	4
108	прежде всего	4	4
109	между тем	3	4
110	все время	1	4
111	один из	6	4
112	мы увидим	1	4
113	для всех	1	4
114	и у	1	4
115	могло бы	3	4
116	мы можем	2	4
117	там где	1	4
118	как это	3	4
119	и о	3	4
120	в результате	2	4
121	в этих	2	4
122	указывает на	1	4
123	в искусстве	1	4
124	к этому	1	4
125	речь идет	3	3
126	например в	1	3
127	это и	1	3
128	тем же	2	3
129	той же	1	3
130	из которых	1	3
131	себе а	1	3
132	в которых	1	3
133	но не	4	3
134	конечном счете	1	3
135	сущности говоря	1	3
136	с этим	1	3
137	в своем	3	3
138	хотя и	4	3
139	и к	1	3
140	но в	7	3
141	в произведении	2	3
142	та же	2	3
143	уже в	1	3
144	в этой	6	3
145	его и	2	3
146	свой особый	1	3
147	тому же	6	3
148	состоит в	10	3
149	в силу	1	3
150	и вот	2	3
151	и по	1	3
152	не будет	2	3
153	с тем	1	3
154	в слове	3	3
155	в своей	5	3
156	представить себе	1	3
157	в отличие	2	3
158	точку зрения	1	3
159	что эта	1	3
160	точно так	1	3
161	во всем	1	3
162	что на	4	3
163	роль в	2	3
164	и когда	1	3
165	так и	5	3
166	что у	4	3
167	каждого из	1	3
168	он не	3	3
169	в конечном	3	3
170	нуждается в	1	3
171	в частности	14	3
172	дело с	2	3
173	который в	2	3
174	не можем	1	3
175	только на	2	3
176	а потому	1	3
177	слова в	4	3
178	в конце	2	3
179	случайное и	1	3
180	и только	2	3
181	точек зрения	2	3
182	до сих	2	3
183	не было	3	3
184	могут служить	2	3
185	исходя из	3	3
186	сих пор	2	3
187	но это	1	3
188	это все	1	3
189	жизни и	6	3
190	все что	2	3
191	в таком	2	3
192	того же	1	2
193	и то	3	2
194	на самом	1	2
195	тех же	1	2
196	идет о	3	2
197	которое может	1	2
198	из всех	1	2
199	она в	2	2
200	как мы	2	2
201	этом не	1	2
202	но даже	1	2
203	быть в	1	2
204	в чем	2	2
205	только то	1	2
206	но как	3	2
207	а только	1	2
208	не то	1	2
209	и всякий	1	2
210	отношение к	1	2
211	если она	2	2
212	в полном	1	2
213	когда он	1	2
214	более или	1	2
215	к чему	3	2
216	действия и	1	2
217	представляет собой	8	2
218	то я	1	2
219	в известном	2	2
220	и тот	1	2
221	как он	1	2
222	в нем	4	2
223	главным образом	1	2
224	моя мысль	1	2
225	и с	3	2
226	его в	1	2
227	но совершенно	1	2
228	и тем	4	2
229	произведение как	1	2
230	далеко не	1	2
231	не всегда	3	2
232	и тогда	2	2
233	или менее	1	2
234	с точки	1	2
235	стало быть	3	2
236	теми же	1	2
237	тем не	3	2
238	их в	3	2
239	даже в	1	2
240	можно ли	1	2
241	предмет своего	1	2
242	не менее	3	2
243	тем самым	5	2
244	из нас	2	2
245	казалось бы	2	2
246	ничего не	2	2
247	в сознании	4	2
248	этом отношении	3	2
249	же самое	2	2
250	если же	1	2
251	приводит к	1	2
252	том случае	1	2
253	этими словами	1	2
254	с ним	2	2
255	и здесь	1	2
256	совершенно другим	1	2
257	утверждает что	1	2
258	для толстого	1	2
259	но и	27	2
260	случае не	1	2
261	нас в	2	2
262	этих двух	2	2
263	самому себе	1	2
264	тем или	2	2
265	наконец в	1	2
266	как она	2	2
267	в него	1	2
268	к нему	4	2
269	тот же	1	2
270	и потому	1	2
271	в разные	1	2
272	по мнению	1	2
273	бы ни	1	2
274	в качестве	14	2
275	уже не	8	2
276	в жизни	3	2
277	от других	1	2
278	произведении и	1	2
279	из них	4	2
280	в одном	4	2
281	к ним	2	2
282	как раз	6	2
283	а слово	1	2
284	что для	1	2
285	говорит о	1	2
286	то и	1	2
287	и составляет	2	2
288	о чем	4	2
289	когда она	1	2
290	в связи	2	2
291	мы видели	1	2
292	к жизни	2	2
293	образ и	1	2
294	отличается от	1	2
295	в книге	1	2
296	одного и	1	2
297	являются не	1	2
298	не знаем	1	2
299	и состоит	4	2
300	не существует	3	2
301	и от	2	2
302	тот кто	2	2
303	или иным	2	2
304	ее и	1	2
305	к этой	1	2
