N	2gram	Tiupa_Disk_1	Marksizm
1	точки зрения	3	34
2	может быть	17	26
3	и не	11	26
4	не может	9	24
5	с точки	1	20
6	и в	16	19
7	и его	2	19
8	таким образом	3	17
9	в этом	15	16
10	как бы	5	15
11	в процессе	5	14
12	как мы	2	13
13	языка и	2	13
14	прежде всего	11	13
15	как и	16	12
16	так и	8	11
17	связи с	4	11
18	самом деле	1	10
19	в нем	9	10
20	в слове	1	10
21	и т.п	12	10
22	в самом	3	10
23	внутренней речи	2	9
24	лишь в	4	9
25	только в	7	9
26	для него	4	9
27	в результате	1	9
28	все же	3	8
29	не только	28	8
30	при этом	13	8
31	друг друга	1	8
32	до сих	1	8
33	но и	14	8
34	в контексте	1	8
35	сих пор	1	8
36	то что	5	8
37	во всех	5	7
38	в ее	3	7
39	точка зрения	2	7
40	но в	8	7
41	и те	1	7
42	то же	7	7
43	в каждом	2	7
44	а не	22	7
45	в связи	1	7
46	отнюдь не	8	6
47	так сказать	2	6
48	мы не	1	6
49	и того	3	6
50	в науке	2	6
51	в пределах	2	6
52	в его	7	6
53	на почве	1	6
54	в том	23	6
55	с помощью	1	6
56	в основном	1	6
57	в смысле	1	6
58	другой стороны	3	6
59	того же	3	6
60	отличие от	5	5
61	по преимуществу	1	5
62	может стать	1	5
63	одного и	2	5
64	в отличие	5	5
65	не в	7	5
66	необходимо чтобы	1	5
67	общения и	2	5
68	те же	1	5
69	и все	2	5
70	социальной ситуации	1	5
71	одни и	1	5
72	в начале	2	5
73	в конце	1	5
74	с другой	10	5
75	за пределы	2	5
76	именно в	3	5
77	настоящего времени	1	5
78	до конца	1	5
79	и потому	3	5
80	до настоящего	1	5
81	хотя бы	3	5
82	к этому	2	5
83	во всяком	2	5
84	переход от	1	4
85	вопрос о	1	4
86	и на	5	4
87	науки о	1	4
88	нет и	1	4
89	как в	10	4
90	к одному	1	4
91	не будет	1	4
92	было бы	1	4
93	не столько	1	4
94	мысли и	2	4
95	не менее	2	4
96	по себе	3	4
97	самого начала	1	4
98	не является	4	4
99	с самого	1	4
100	еще не	14	4
101	только на	1	4
102	от того	1	4
103	далеко не	10	4
104	с этим	3	4
105	в данном	5	4
106	что же	2	4
107	в лингвистике	3	4
108	а в	5	4
109	отношении к	1	4
110	жизни в	2	4
111	сказать что	3	4
112	что в	4	4
113	на самом	1	3
114	и есть	2	3
115	между двумя	1	3
116	не имеют	1	3
117	а как	1	3
118	имеет свою	3	3
119	в сущности	2	3
120	общения в	2	3
121	в большинстве	1	3
122	по отношению	9	3
123	в истории	4	3
124	целый ряд	2	3
125	и как	6	3
126	и к	4	3
