N	2gram	Vygotskiy__7	KFilosof
1	может быть	7	43
2	в его	4	39
3	в нем	2	31
4	не может	11	27
5	и не	18	26
6	по отношению	6	25
7	и в	26	22
8	в себе	9	21
9	в котором	4	21
10	отношению к	5	21
11	для меня	1	20
12	не есть	4	19
13	и его	12	17
14	в ее	6	17
15	а не	6	17
16	только в	8	16
17	в этом	29	13
18	точки зрения	28	13
19	и это	1	12
20	но не	3	12
21	ни в	2	12
22	для него	3	12
23	все эти	6	11
24	в своей	3	11
25	не в	4	11
26	к нему	3	11
27	во всех	6	10
28	в своем	1	10
29	это не	3	10
30	с точки	21	10
31	все это	3	10
32	и есть	2	9
33	в их	2	9
34	в целом	5	9
35	для нее	3	9
36	бытия и	1	9
37	но и	11	9
38	как бы	6	9
39	и для	5	9
40	и все	1	9
41	момент его	1	8
42	лишь в	2	8
43	было бы	6	8
44	если бы	5	8
45	не было	1	8
46	то что	24	7
47	во всем	3	7
48	на основе	1	7
49	в себя	1	7
50	и здесь	2	7
51	что и	3	7
52	конечно не	1	7
53	вовсе не	2	7
54	я не	3	6
55	момент в	3	6
56	менее всего	3	6
57	отношение к	2	6
58	отнюдь не	1	6
59	он не	3	6
60	и только	4	6
61	совершенно не	2	6
62	и их	5	6
63	но это	3	6
64	в смысле	6	6
65	в том	18	6
66	мы имеем	1	5
67	но как	1	5
68	все же	6	5
69	но в	4	5
70	не только	24	5
71	но ведь	1	5
72	то же	8	5
73	но все	1	5
74	его в	2	5
75	как и	15	5
76	должно быть	2	5
77	что я	1	5
78	от его	1	5
79	но эта	2	5
80	не имеет	2	5
81	никогда не	4	5
82	для себя	24	5
83	ни одно	1	5
84	с ним	3	5
85	именно в	6	5
86	его как	1	5
87	там где	1	5
88	в основе	3	5
89	в моем	1	5
90	ко всему	2	5
91	я могу	2	5
92	как его	1	4
93	в чем	3	4
94	при этом	1	4
95	время и	1	4
96	не как	1	4
97	входит в	2	4
98	место в	1	4
99	тем самым	8	4
100	к ним	1	4
101	не по	4	4
102	о нем	1	4
103	в каком	1	4
104	и т.д	1	4
105	времени и	1	4
106	между тем	1	4
107	во всей	2	4
108	в одном	1	4
109	том что	17	4
110	для нас	2	4
111	отношению ко	1	4
112	а в	2	4
113	только как	1	4
114	что в	12	4
115	в своих	2	4
116	самом деле	6	3
117	на самом	3	3
118	и этот	1	3
119	мы не	7	3
120	что это	6	3
121	это единство	2	3
122	слово не	2	3
123	в ней	3	3
124	еще не	4	3
125	а следовательно	1	3
126	нет и	3	3
127	в акте	1	3
128	данный момент	1	3
129	к чему	1	3
130	бы не	1	3
131	всех этих	1	3
132	для того	18	3
133	в другом	1	3
134	этом смысле	1	3
135	что этот	5	3
136	не менее	4	3
137	тогда когда	5	3
138	ничего не	2	3
139	целом и	1	3
140	и делает	2	3
141	могут быть	2	3
142	здесь не	1	3
143	ясно что	1	3
144	отсюда и	1	3
145	в виду	5	3
146	о том	4	3
147	и весь	2	3
148	не имеем	1	3
149	ним и	1	3
150	того что	14	3
151	в современной	2	3
152	и тем	6	3
153	всем его	2	3
154	тем что	9	3
155	от того	1	3
156	что не	2	3
157	до конца	5	3
158	ближе к	1	3
159	в момент	4	3
160	по своему	9	3
161	не должен	1	3
162	в свою	2	3
163	в то	3	3
164	себя как	1	2
165	все остальное	1	2
166	и то	7	2
167	он может	1	2
168	это и	4	2
169	едва ли	4	2
170	поскольку она	1	2
171	а как	1	2
172	на первом	2	2
173	ни у	1	2
174	и свой	2	2
175	и нашей	1	2
176	вопрос о	6	2
177	этот факт	2	2
178	ему в	1	2
179	мышления как	3	2
180	совсем не	1	2
181	в данном	5	2
182	жить и	1	2
183	к которой	1	2
184	этих людей	1	2
185	как в	4	2
186	как к	3	2
187	и как	1	2
188	от этого	1	2
189	та же	1	2
190	этих моментов	1	2
191	т.е что	1	2
192	думать что	1	2
193	в этой	3	2
194	стороны ее	1	2
195	нами в	4	2
196	и тот	1	2
197	вследствие этого	1	2
198	есть именно	1	2
199	в виде	1	2
200	которого и	1	2
201	так и	3	2
202	и может	1	2
203	а по	2	2
204	действительности в	2	2
205	и мы	1	2
206	это целое	1	2
207	соответствии с	1	2
208	с тем	5	2
209	но я	1	2
210	эти момента	2	2
211	можно ли	2	2
212	тем не	3	2
213	по себе	3	2
214	тому что	9	2
215	раз и	1	2
216	что есть	1	2
217	что эта	6	2
218	она могла	1	2
219	дело не	1	2
220	мышления и	9	2
221	в процессе	5	2
222	того чтобы	19	2
223	моменты не	1	2
224	в сознании	6	2
225	для другого	1	2
226	в области	4	2
227	его с	3	2
228	той или	1	2
229	всей своей	1	2
230	говорить о	1	2
231	моем сознании	1	2
232	котором мы	2	2
233	мысль не	4	2
234	и просто	1	2
235	или как	1	2
236	ее от	2	2
237	и она	2	2
238	мышление и	2	2
239	мысль и	3	2
240	логические отношения	1	2
241	дело с	1	2
242	что он	8	2
243	а с	1	2
244	со всеми	2	2
245	в качестве	5	2
246	единства но	1	2
247	него и	1	2
248	а это	1	2
249	и других	2	2
250	его и	2	2
251	слова в	5	2
252	это значило	2	2
253	были бы	3	2
254	или иной	1	2
255	смысле общих	1	2
256	ли это	1	2
257	для этого	3	2
258	себя и	2	2
259	прежде всего	7	2
260	в соответствии	1	2
261	только по	3	2
262	он и	1	2
263	если не	1	2
264	и потому	3	2
265	это есть	4	2
266	дело здесь	1	2
267	быть не	1	2
268	этого слова	3	2
269	при условии	1	2
270	но для	2	2
271	которой он	1	2
272	еще более	1	2
273	ни к	1	2
274	потому что	16	2
275	но всегда	2	2
276	отношении к	1	2
277	его к	2	2
278	но этот	2	2
279	к этому	2	2
280	ту же	2	1
281	также и	2	1
282	о каких	1	1
283	ни во	1	1
284	функции в	1	1
285	в стороне	1	1
286	бы для	1	1
287	показать что	4	1
288	тем же	5	1
289	в чисто	1	1
290	и до	2	1
291	что эти	3	1
292	между ним	1	1
293	действительности и	1	1
294	в зависимости	1	1
295	отношения к	2	1
296	мы уже	3	1
297	той же	8	1
298	из всех	5	1
299	что между	2	1
300	смысле можно	2	1
301	что уже	1	1
302	именно к	1	1
303	он как	1	1
304	его только	1	1
305	оба эти	5	1
306	совпадает с	3	1
307	само слово	1	1
308	один предмет	1	1
309	и ее	2	1
310	и он	2	1
311	и иначе	1	1
312	мысли и	11	1
313	не был	1	1
314	столь же	2	1
315	к закону	1	1
316	связи между	5	1
317	в нашем	4	1
318	мы будем	1	1
319	и всякий	1	1
320	в план	1	1
321	его построения	1	1
322	таком положении	1	1
323	и будет	1	1
324	мышление но	1	1
325	с этим	2	1
326	от до	1	1
327	оторванное от	1	1
328	не это	1	1
329	нам остается	1	1
330	что ее	2	1
331	это отнюдь	1	1
332	и жить	1	1
333	возможность не	1	1
334	хотя и	1	1
335	и наконец	4	1
336	и к	7	1
337	в каком-то	1	1
338	в непосредственной	1	1
339	в действительности	2	1
340	и свою	1	1
341	в этот	3	1
342	и полностью	1	1
343	целому и	3	1
344	в первом	3	1
345	за собой	1	1
346	в самом	9	1
347	не дано	1	1
348	в которой	11	1
349	а чисто	1	1
350	время имеет	1	1
351	было он	1	1
352	знать и	1	1
353	при различных	2	1
354	в известном	2	1
355	как основной	1	1
356	ее как	1	1
357	в мышлении	2	1
358	на то	4	1
359	их развития	2	1
360	в соответствующей	1	1
361	этот процесс	1	1
362	эту мысль	1	1
363	на его	2	1
364	к выводу	3	1
365	что она	8	1
366	всякая мысль	2	1
367	о принципиальной	1	1
368	оно было	1	1
369	всех остальных	1	1
370	а скорее	1	1
371	она становится	1	1
372	и теоретическая	1	1
373	перестает быть	1	1
374	с нашим	1	1
375	не к	1	1
376	отношений между	3	1
377	падает в	1	1
378	но прежде	1	1
379	в понятии	1	1
380	содержит в	3	1
381	их в	1	1
382	единственный факт	1	1
383	его от	2	1
384	и по	3	1
385	на этом	1	1
386	т.е от	2	1
387	том же	2	1
388	мы его	1	1
389	а затем	2	1
390	этом ее	1	1
391	имеют в	1	1
392	об этом	3	1
393	и с	5	1
394	предположение что	1	1
395	в единую	1	1
396	это было	1	1
397	точке в	1	1
398	может стать	1	1
399	то все	1	1
400	не совпадает	3	1
401	именно что	1	1
402	всю свою	1	1
403	должен был	1	1
404	делает его	1	1
405	между отдельными	1	1
406	это ее	1	1
407	и находит	1	1
408	этого она	1	1
409	это положение	3	1
410	все равно	1	1
411	нашего исследования	5	1
412	этого не	1	1
413	основе единства	1	1
414	и уже	1	1
415	несмотря на	2	1
416	движение по	1	1
417	чем в	4	1
418	не содержится	1	1
419	такой же	3	1
420	в один	1	1
421	не мог	2	1
422	в этих	2	1
423	заключать в	1	1
424	всяком случае	1	1
425	на месте	1	1
426	она в	2	1
427	мы найдем	1	1
428	говорить ни	1	1
429	понятий и	2	1
430	признать что	2	1
431	не путем	1	1
432	совершенно иначе	1	1
433	но он	2	1
434	всякий другой	1	1
435	новое и	1	1
436	акта и	1	1
437	в отношении	2	1
438	мы поэтому	1	1
439	говорят об	1	1
440	она не	5	1
441	что ему	3	1
442	мысли в	9	1
443	мышление в	1	1
444	одна из	1	1
445	к другим	1	1
446	но только	3	1
447	не могло	1	1
448	для всего	1	1
449	это с	1	1
450	только не	11	1
451	следовательно и	1	1
452	слово и	9	1
453	до их	1	1
454	находятся в	1	1
455	вследствие того	1	1
456	разрыва между	1	1
457	по своей	10	1
458	такая же	1	1
459	вместо того	1	1
460	это слово	1	1
461	и мысли	1	1
462	иногда не	1	1
463	не является	3	1
464	факта что	1	1
465	не мыслится	1	1
466	у меня	1	1
467	ни о	1	1
468	только от	1	1
469	в живой	1	1
470	представляется нам	3	1
471	исходить из	2	1
472	целое именно	1	1
473	и должно	1	1
474	есть только	2	1
475	сказать только	2	1
476	и другой	3	1
477	зависимости от	1	1
478	отличается от	3	1
479	всего в	2	1
480	к тому	7	1
481	имеет место	4	1
482	развития оно	1	1
483	но сама	1	1
484	однако по	1	1
485	всегда в	1	1
486	оно может	1	1
487	своего развития	1	1
488	если мы	5	1
489	и о	3	1
490	совершенно правильно	1	1
491	с ее	2	1
492	что все	2	1
493	как не	1	1
494	свою очередь	2	1
495	но при	1	1
496	всего этого	1	1
497	факт не	1	1
498	и от	4	1
499	мысль о	1	1
500	уже с	1	1
501	но мы	3	1
502	приводит к	4	1
503	можно говорить	2	1
504	по способу	1	1
505	своей мысли	1	1
506	с собой	3	1
507	здесь как	2	1
508	мог бы	3	1
509	участия в	1	1
510	этой мысли	1	1
511	единстве бытия	1	1
512	основных линий	1	1
513	момент во	1	1
514	же моменту	1	1
515	может возникнуть	1	1
516	поэтому в	1	1
517	содержание которое	1	1
518	собой и	1	1
519	остановимся на	1	1
520	образом в	2	1
521	находится в	2	1
522	при такой	1	1
523	на все	1	1
524	но к	1	1
525	нашей работы	3	1
526	другими словами	1	1
527	не содержит	1	1
528	делает возможным	1	1
529	к действительности	2	1
530	в математике	2	1
531	можно сказать	5	1
532	любви к	1	1
533	и цели	1	1
534	и во	4	1
535	в конечном	2	1
536	и вследствие	1	1
537	а во	1	1
538	это факт	1	1
539	связь между	6	1
540	одном случае	1	1
541	которой мы	2	1
542	и психологического	3	1
543	от них	1	1
544	во втором	3	1
545	связь но	1	1
546	нуждается в	3	1
547	мы ни	2	1
548	себя но	1	1
549	приводит и	1	1
550	вообще и	1	1
551	сказать и	1	1
552	не тот	1	1
553	если это	1	1
554	к ней	2	1
555	в лучшем	2	1
556	имеет места	1	1
557	нет он	1	1
558	в каких	1	1
559	их единства	1	1
560	в литературе	1	1
561	слово может	1	1
562	значит что	1	1
563	предмета и	1	1
564	известном смысле	2	1
565	один из	2	1
566	содержится в	1	1
567	но с	2	1
568	мы видим	3	1
569	до ее	1	1
570	одной из	4	1
571	в какой	6	1
572	и оба	1	1
573	а только	1	1
574	но между	1	1
575	внимание в	1	1
576	не можем	4	1
577	в большинстве	2	1
578	только на	3	1
579	только тогда	1	1
580	как этот	1	1
581	большинстве случаев	2	1
582	в данной	1	1
583	конечном счете	2	1
584	и вопрос	1	1
585	только к	2	1
586	возможности для	1	1
587	только одно	2	1
588	ибо он	1	1
589	одно из	5	1
590	себе в	5	1
591	никто не	2	1
592	ведь это	2	1
593	не для	1	1
594	смысле этого	3	1
595	так как	14	1
596	друг друга	4	1
597	если оно	1	1
598	мы можем	3	1
599	само по	1	1
600	как раз	3	1
601	они будут	1	1
602	к той	1	1
603	к совершенно	1	1
604	и теоретически	2	1
605	он живет	1	1
606	и из	1	1
607	с другим	2	1
608	мне нечего	1	1
609	этом пути	1	1
610	на ее	2	1
611	не знать	1	1
612	здесь в	1	1
613	а именно	1	1
614	эту особенность	1	1
615	во второй	5	1
616	именно ее	1	1
617	в живом	3	1
618	ли отсюда	1	1
619	противоречие между	2	1
620	может жить	1	1
621	по направлению	1	1
622	она является	2	1
623	ничем не	1	1
624	с которым	1	1
625	своей структуре	3	1
626	что мы	9	1
627	себя от	2	1
628	процессе ее	1	1
629	мышлением и	2	1
630	связь с	1	1
631	вместе с	12	1
632	к его	2	1
633	мы говорим	2	1
634	из которых	2	1
635	еще на	1	1
636	себя из	1	1
637	основных чертах	1	1
638	месте и	1	1
639	он будет	1	1
640	на которого	1	1
641	единство а	1	1
642	самого себя	1	1
643	и всей	2	1
644	знания в	2	1
645	в первой	3	1
646	это значит	1	1
647	слова и	10	1
648	только для	1	1
649	о его	3	1
650	лучшем случае	2	1
651	как таковой	1	1
652	и таким	1	1
653	к двум	2	1
654	же самое	5	1
655	не сумел	1	1
656	остается в	1	1
657	должны быть	4	1
658	не раз	2	1
659	второй недостаток	2	1
660	она должна	2	1
661	за его	1	1
662	не случайным	1	1
663	не станет	1	1
664	различали в	1	1
665	и сама	1	1
666	к пониманию	3	1
667	при таком	1	1
668	отпадает в	1	1
669	что делает	2	1
670	она может	2	1
671	или в	2	1
672	имеет дело	1	1
673	мы пытаемся	1	1
674	мысли я	1	1
675	а к	1	1
676	больше и	2	1
677	мы должны	6	1
678	мысль в	1	1
679	только что	5	1
680	все они	1	1
681	же в	1	1
682	могли быть	1	1
683	окончательно от	1	1
684	за этим	1	1
685	но оно	1	1
686	лишь по	1	1
687	между ними	3	1
688	с ней	2	1
689	поэтому мы	2	1
690	была бы	1	1
691	еще отчетливее	1	1
692	того же	1	1
693	жизни а	1	1
694	нет но	1	1
695	все люди	1	1
696	одновременно и	2	1
697	первом случае	3	1
698	самое что	2	1
699	тот единственный	1	1
700	ней в	1	1
701	включает в	1	1
702	но эти	1	1
703	ее в	8	1
704	по поводу	1	1
705	всем своим	1	1
706	это понятие	1	1
707	гораздо более	4	1
708	во всяком	2	1
709	все что	6	1
710	они не	1	1
