N	3gram	Losev_Prob_2	Analitik
1	не может быть	3	16
2	в том что	4	9
3	в то же	4	8
4	той или иной	1	6
5	что иное как	3	5
6	и не может	1	4
7	но и не	2	4
8	не что иное	3	4
9	о том что	14	3
10	в той или	1	3
11	подобно тому как	2	3
12	в том числе	2	3
13	того или иного	5	3
14	в таком случае	10	3
15	бы то ни	2	3
16	для того чтобы	2	3
17	то ни было	1	3
18	и представляет собой	1	3
19	с одной стороны	5	3
20	в нашем случае	1	3
21	есть не что	3	3
22	том или ином	2	3
23	того что в	1	2
24	в самом деле	2	2
25	то же самое	5	2
26	сами по себе	2	2
27	но и в	3	2
28	в этом отношении	1	2
29	же самое время	4	2
30	в данном случае	5	2
31	с другой стороны	5	2
32	а в то	1	2
33	в том или	1	2
34	какой бы то	1	2
35	в свое время	1	2
36	отношение к предмету	1	1
37	в последние десятилетия	2	1
38	или хотя бы	2	1
39	или другой вещи	1	1
40	все еще не	1	1
41	каждый из которых	1	1
42	а вовсе не	1	1
43	и той же	2	1
44	более или менее	4	1
45	имеем в виду	2	1
46	он может быть	1	1
47	также и в	1	1
48	один и тот	2	1
49	о том как	1	1
50	в области гуманитарных	1	1
51	как и сам	1	1
52	как раз и	4	1
53	то есть без	1	1
54	на том или	2	1
55	только в том	4	1
56	до сих пор	4	1
57	говоря уже о	4	1
58	том случае если	1	1
59	в зависимости от	1	1
60	то есть обладает	1	1
61	того что мы	1	1
62	в том случае	2	1
63	по своему содержанию	1	1
64	между тем как	1	1
65	на самом же	1	1
66	бы мы ни	1	1
67	в собственном смысле	1	1
68	и не будет	1	1
69	том числе и	2	1
70	ни одно слово	1	1
71	по крайней мере	6	1
72	то или иное	2	1
73	вместе с тем	1	1
74	и в частности	3	1
75	не только такие	1	1
76	что не есть	1	1
77	не есть в	1	1
78	здесь мы имеем	1	1
79	не только в	2	1
80	зачем же нам	1	1
81	на первый взгляд	1	1
82	в себе в	2	1
83	ставит перед собой	1	1
84	и то же	1	1
85	как будто бы	5	1
86	то что мы	7	1
87	в известном смысле	1	1
88	но в таком	3	1
89	а с другой	1	1
90	отнюдь не все	1	1
91	решение вопроса о	1	1
92	только в его	1	1
93	во всяком случае	10	1
94	случае не есть	1	1
95	самом же деле	1	1
96	было и не	1	1
97	далеко не все	1	1
98	совмещает в себе	1	1
99	далеко не всякая	1	1
100	что даже в	1	1
101	до тех пор	4	1
102	тем самым и	1	1
103	а тем самым	1	1
104	но то что	1	1
105	ю м лотмана	2	1
106	и тем самым	1	1
107	в обратном порядке	1	1
108	не все что	1	1
109	мысль о том	2	1
110	только тогда когда	3	1
111	мы имеем в	1	1
112	возможно только в	1	1
113	в этом смысле	5	1
114	в связи с	5	1
115	но отнюдь не	1	1
116	одной и той	2	1
117	и отношений между	1	1
118	может претендовать на	1	1
119	семантики лингвистических единиц	1	1
120	и тот же	2	1
121	не говоря уже	4	1
