N	2gram	Trubetskoy_1	FransuaR
1	и в	26	56
2	то есть	4	24
3	в его	5	18
4	таким образом	22	17
5	все эти	6	15
6	в этом	15	14
7	в том	11	13
8	так и	6	13
9	в то	4	12
10	и его	1	12
11	то же	4	11
12	в них	2	11
13	в этих	4	11
14	как бы	12	11
15	и до	1	10
16	мы уже	1	10
17	еще не	2	10
18	же время	2	10
19	в эпоху	7	10
20	в самом	4	9
21	и не	8	9
22	только в	4	9
23	но и	9	9
24	в сущности	1	8
25	во всех	2	8
26	не только	10	8
27	в нем	4	8
28	и с	10	8
29	и их	1	8
30	и даже	3	8
31	до сих	5	8
32	по своему	2	8
33	сих пор	5	8
34	все это	6	8
35	том что	7	8
36	и на	2	7
37	уже говорили	1	7
38	у него	1	7
39	той же	1	6
40	в ее	1	6
41	в этой	4	6
42	но в	7	6
43	на его	1	6
44	точки зрения	13	6
45	мы видим	1	6
46	связи с	9	6
47	прежде всего	2	6
48	границы между	1	6
49	в той	1	6
50	все они	1	6
51	и все	2	6
52	потому что	7	6
53	одним из	2	5
54	с ее	1	5
55	с его	2	5
56	но не	8	5
57	он не	4	5
58	так сказать	1	5
59	роль в	1	5
60	мы видели	2	5
61	такой же	1	5
62	во время	4	5
63	в отношении	6	5
64	в процессе	2	5
65	никогда не	5	5
66	в области	9	5
67	один из	2	5
68	ни с	1	5
69	не было	2	5
70	как и	1	5
71	в результате	3	5
72	что в	9	5
73	и другие	3	5
74	они не	1	5
75	и потому	6	4
76	но по	3	4
77	в ней	1	4
78	не был	1	4
79	и к	5	4
80	в которой	3	4
81	что это	3	4
82	в себе	6	4
83	при этом	3	4
84	их в	1	4
85	что все	4	4
86	и ее	1	4
87	и более	1	4
88	даже в	1	4
89	того чтобы	5	4
90	по своей	2	4
91	и несколько	1	4
92	наконец в	2	4
93	и других	1	4
94	о том	6	4
95	язык в	1	4
96	в ту	1	4
97	с одной	7	4
98	в качестве	3	4
99	конечно не	2	4
100	так как	9	4
101	пор еще	2	4
102	в своих	1	4
103	в их	1	3
104	на них	1	3
105	связи и	1	3
106	в своем	3	3
107	кроме того	1	3
108	и наконец	2	3
109	его к	1	3
110	сливаются в	1	3
111	главным образом	8	3
112	всех этих	1	3
113	и самый	1	3
114	не в	2	3
115	новое и	1	3
116	характер носят	2	3
117	казалось бы	1	3
118	настоящего времени	1	3
119	и о	3	3
120	в образе	2	3
121	и здесь	2	3
122	и т.д	6	3
123	настоящее время	1	3
124	а также	2	3
125	времени в	1	3
126	между тем	2	3
127	видели что	1	3
128	одной из	5	3
129	так что	3	3
130	уже не	3	3
131	что и	6	3
132	может быть	10	3
133	к которому	2	3
134	еще и	1	3
135	сказать что	2	3
136	там где	1	3
137	с помощью	1	3
138	связь с	2	3
139	не были	1	3
140	к его	2	3
141	до настоящего	1	3
142	на эту	1	3
143	в связи	3	3
144	в настоящее	1	3
145	бы в	1	3
146	то что	7	3
147	том числе	5	3
148	самом деле	1	2
149	что эти	3	2
150	их и	1	2
151	из всех	3	2
152	и конечно	1	2
153	мы не	1	2
154	к началу	1	2
155	бы то	2	2
