N	2gram	Propp_Isto_4	slovoVRo
1	и в	26	41
2	в нем	2	30
3	и т	27	28
4	могут быть	6	19
5	во всех	1	17
6	не только	15	16
7	и не	9	16
8	точки зрения	1	16
9	но и	12	16
10	а не	6	15
11	то же	8	14
12	и на	2	14
13	в то	1	14
14	и его	10	14
15	в пределах	1	14
16	может быть	14	14
17	и др	5	14
18	не может	6	14
19	в его	5	13
20	в этом	7	12
21	как бы	3	12
22	так и	10	11
23	в узком	1	10
24	в большинстве	1	10
25	узком смысле	1	10
26	себя в	2	9
27	все эти	3	9
28	таким образом	10	9
29	как в	7	8
30	но в	5	8
31	на его	3	8
32	как мы	5	8
33	в особенности	2	8
34	или в	3	8
35	прежде всего	1	8
36	отношение к	2	7
37	все же	9	7
38	в своей	4	7
39	не в	5	7
40	вовсе не	4	7
41	с ним	1	7
42	и следовательно	1	7
43	при этом	3	6
44	это не	5	6
45	в них	1	6
46	к своему	3	6
47	только в	3	6
48	большинстве случаев	1	6
49	и даже	4	6
50	по своим	1	6
51	а в	8	6
52	и к	1	5
53	он в	4	5
54	т д	24	5
55	все это	2	5
56	в основе	1	5
57	со своим	1	5
58	не на	3	5
59	в языке	2	5
60	к нему	6	5
61	с другой	4	5
62	еще более	1	5
63	на своем	1	5
64	одним из	1	4
65	в ней	1	4
66	меньшей степени	1	4
67	еще не	6	4
68	перед нами	3	4
69	и наконец	1	4
70	всех этих	1	4
71	не как	1	4
72	связанных с	2	4
73	и с	5	4
74	лишь в	2	4
75	как и	7	4
76	преимущественно в	1	4
77	на предмет	1	4
78	с ее	1	4
79	ничего не	5	4
80	о нем	1	4
81	все его	1	4
82	один из	1	4
83	и все	2	4
84	там где	3	4
85	здесь в	1	4
86	быть и	1	4
87	другой стороны	4	4
88	его же	1	3
89	почти всегда	1	3
90	из подчиненных	1	3
91	в зависимости	1	3
92	эта форма	2	3
93	зависимости от	1	3
94	данном случае	3	3
95	в своем	2	3
96	из этих	3	3
97	в себе	2	3
98	связанные с	3	3
99	вообще не	1	3
100	и может	1	3
101	его в	9	3
102	было бы	2	3
103	он не	7	3
104	от его	1	3
105	не должно	1	3
106	она не	3	3
107	не могло	2	3
108	никогда не	2	3
109	и здесь	5	3
110	не могут	2	3
111	в других	2	3
112	к тому	1	3
113	и этим	2	3
114	но здесь	1	3
115	формы и	2	3
116	о том	4	3
117	и во	2	3
118	переходит в	3	3
119	в него	1	3
120	того что	2	3
121	в том	3	3
122	в качестве	7	3
123	конечно не	2	3
124	и других	3	3
125	из них	2	3
126	его и	2	3
127	так как	9	3
128	друг друга	1	3
129	у него	5	3
130	речь и	1	3
131	именно в	1	3
132	не было	1	3
133	в истории	2	3
134	с этим	2	3
135	в данном	3	3
136	и там	2	3
137	по существу	3	3
138	с этой	2	3
139	в основном	1	3
140	в результате	1	3
141	в большей	1	3
142	хотя бы	2	3
143	одной из	1	3
144	с ними	5	3
145	но эти	1	3
146	например в	3	2
147	связана с	2	2
148	к своей	3	2
