N	3gram	Tiupa_Vved_1	Problema
1	в настоящее время	1	16
2	о том что	4	14
3	тем не менее	3	12
4	в таком случае	1	10
5	во всяком случае	1	10
6	то что мы	1	7
7	в этом случае	1	7
8	по крайней мере	1	6
9	в этом смысле	1	5
10	в данном случае	6	5
11	с одной стороны	5	5
12	в связи с	1	5
13	как будто бы	3	5
14	с другой стороны	1	5
15	то же самое	1	5
16	это то что	1	4
17	более или менее	2	4
18	пока еще не	3	4
19	на то что	1	4
20	в то же	4	4
21	той или другой	1	4
22	в том что	3	4
23	что иное как	1	3
24	одной стороны и	1	3
25	но и в	2	3
26	не о чем	1	3
27	и в этом	1	3
28	не может быть	3	3
29	можно сказать что	1	3
30	не что иное	1	3
31	на самом деле	3	2
32	в том числе	1	2
33	сами по себе	1	2
34	том числе и	1	2
35	можно было бы	2	2
36	может быть только	1	2
37	содержит в себе	1	2
38	не только в	2	2
39	само по себе	1	2
40	и тот же	1	2
41	но и не	1	2
42	уж во всяком	1	2
43	один и тот	1	2
44	в частности в	2	2
45	то есть в	1	2
46	мысль о том	1	2
47	подобно тому как	2	2
48	и прежде всего	1	2
49	друг от друга	1	2
50	том или ином	1	2
51	однако и в	1	1
52	в той или	1	1
53	отнюдь не в	1	1
54	не объективна и	1	1
55	и не субъективна	1	1
56	я никак не	1	1
57	означает то что	1	1
58	свидетельствует о том	1	1
59	о том как	1	1
60	а в том	1	1
61	в живой речи	1	1
62	обратим внимание на	1	1
63	и если мы	1	1
64	в результате чего	1	1
65	в зависимости от	1	1
66	о чем однако	1	1
67	в этом отношении	4	1
68	а во время	1	1
69	к тому чтобы	1	1
70	но это не	1	1
71	и в то	1	1
72	здесь мы имеем	1	1
73	мы пока еще	1	1
74	именно такого рода	1	1
75	на первый взгляд	1	1
76	и особенно в	1	1
77	несет на себе	1	1
78	а с другой	2	1
79	в нашем случае	2	1
80	в том или	1	1
81	кажется что все	1	1
82	тем что они	1	1
83	а на самом	1	1
84	вовсе еще не	1	1
85	было и не	1	1
86	и тоже не	1	1
87	мы не можем	1	1
88	вопросы о том	1	1
89	в основе всякого	1	1
90	именно то что	1	1
91	и тем самым	2	1
92	ни одна из	1	1
93	не все что	2	1
94	объективна и не	1	1
95	той или иной	2	1
96	и представляет собой	2	1
97	в этих случаях	2	1
98	этого термина в	1	1
99	ли это что	1	1
100	в данном контексте	1	1
101	смысла то есть	1	1
102	одна из этих	1	1
