N	3gram	Voloshinov_1	VerxiiNi
1	вместе с тем	1	8
2	с одной стороны	1	7
3	с точки зрения	6	6
4	во всяком случае	3	6
5	до сих пор	3	5
6	по крайней мере	3	5
7	друг с другом	1	5
8	а с другой	1	5
9	для того чтобы	1	5
10	о том что	2	4
11	так же как	2	3
12	всяком случае не	1	3
13	в связи с	1	3
14	и таким образом	1	3
15	в том что	1	3
16	и связанные с	1	2
17	то же самое	1	2
18	сих пор еще	1	2
19	друг на друга	2	2
20	в этом отношении	1	2
21	может быть даже	1	2
22	с этой точки	1	2
23	то ни было	1	2
24	по сравнению с	3	2
25	бы то ни	1	2
26	но вместе с	1	2
27	этой точки зрения	1	2
28	с самого начала	4	2
29	той или иной	1	2
30	можно сказать что	3	2
31	и в этом	2	2
32	и того же	1	1
33	следует заметить что	1	1
34	имеем в виду	1	1
35	в самом деле	2	1
36	одного и того	1	1
37	а вместе с	1	1
38	совершенно так же	1	1
39	те же что	1	1
40	в данном случае	1	1
41	только в одном	1	1
42	но в общем	2	1
43	желаний и чувств	1	1
44	из этих трех	1	1
45	общем можно сказать	1	1
46	не может быть	3	1
47	связанные с ним	1	1
48	что в этой	1	1
49	так и в	1	1
50	это и есть	1	1
51	мы имеем в	1	1
52	же что и	1	1
53	не осталось и	1	1
54	и что он	1	1
55	в общем можно	1	1
