N	3gram	Ircho_Kome_1	FransuaR
1	как мы уже	1	6
2	о том что	3	5
3	то же время	4	5
4	в то же	4	5
5	с одной стороны	3	4
6	в той же	1	4
7	в большинстве случаев	1	4
8	большей или меньшей	1	3
9	в этом отношении	3	3
10	веке нашей эры	1	3
11	до сих пор	2	3
12	до нас не	1	3
13	в данном случае	1	2
14	и тот же	1	2
15	как один из	1	2
16	каждый из них	2	2
17	но и в	2	2
18	дело доходит до	1	2
19	с другой стороны	5	2
20	таким образом в	2	2
21	в том что	9	2
22	и прежде всего	1	2
23	до наших дней	1	1
24	к земле и	1	1
25	по отношению к	3	1
26	в обоих случаях	1	1
27	в следующем году	1	1
28	другой стороны в	1	1
29	в чем же	1	1
30	том что в	1	1
31	как раз на	1	1
32	более или менее	1	1
33	ни в малейшей	1	1
34	что же касается	1	1
35	и не только	1	1
36	и все это	1	1
37	в эти годы	2	1
38	между небом и	1	1
39	вообще одна из	1	1
40	одном из своих	1	1
41	он не мог	1	1
42	со всех сторон	1	1
43	еще в одном	1	1
44	вместе с тем	1	1
45	именно здесь в	1	1
46	сам по себе	1	1
47	в этой области	1	1
48	отношению к людям	1	1
49	в конце концов	4	1
50	смысле этого слова	1	1
51	если они не	1	1
52	ii веке нашей	1	1
53	поэтому и в	1	1
54	для того чтобы	1	1
55	потому что они	1	1
56	в зависимости от	1	1
57	в то время	5	1
58	в значительной степени	1	1
59	после того как	3	1
60	до нашей эры	1	1
61	в одном из	4	1
62	не только в	1	1
63	в этой же	1	1
64	в предисловии к	1	1
65	что уже в	1	1
66	том что он	4	1
67	во ii веке	1	1
68	так и особенно	1	1
