N	2gram	Vinokur_St_3	Hudozhes
1	и в	25	28
2	в рассказе	3	21
3	том что	15	19
4	в ее	1	18
5	и не	10	18
6	своего рода	3	16
7	в том	20	15
8	а не	5	14
9	в этом	24	13
10	не в	6	13
11	о том	8	12
12	не только	12	11
13	как и	4	11
14	в его	12	11
15	уже не	3	10
16	не случайно	1	10
17	но и	9	9
18	так и	5	8
19	между тем	6	8
20	что он	19	8
21	в жизни	4	8
22	может быть	19	8
23	о чем	1	8
24	что она	1	7
25	состоит в	4	7
26	об этом	5	7
27	к тому	2	7
28	в частности	1	7
29	и все	1	7
30	с ним	1	7
31	я и	3	6
32	в котором	5	6
33	то же	5	6
34	не было	4	6
35	и с	4	6
36	в своей	4	6
37	в то	7	6
38	тем что	19	6
39	казалось бы	1	6
40	для себя	1	6
41	если бы	4	6
42	можно сказать	4	6
43	это не	7	6
44	а в	6	6
45	то что	12	6
46	жизни и	1	6
47	с его	3	5
48	в этой	14	5
49	как в	6	5
50	в самом	2	5
51	что это	16	5
52	рядом с	1	5
53	в своем	1	5
54	не менее	2	5
55	у него	9	5
56	никогда не	2	5
57	ничего не	4	5
58	и его	3	5
59	и сам	1	5
60	его жизни	1	5
61	одно из	2	5
62	для него	3	5
63	наряду с	1	5
64	как бы	6	5
65	с ее	2	5
66	вот и	1	5
67	что в	19	5
68	и другие	1	5
69	и т	8	4
70	но не	2	4
71	то в	4	4
72	он не	5	4
73	в других	1	4
74	тем не	2	4
75	тому что	3	4
76	же время	3	4
77	и о	1	4
78	того чтобы	1	4
79	что они	2	4
80	только в	6	4
81	в качестве	4	4
82	что и	1	4
83	как раз	3	4
84	для того	2	4
85	говорит о	1	4
86	то и	2	4
87	не может	7	4
88	тому как	1	4
89	о своем	1	4
90	была бы	4	3
91	по преимуществу	1	3
92	на себя	1	3
93	и он	1	3
94	в ней	4	3
95	еще не	2	3
96	и на	6	3
97	не все	1	3
98	со стороны	3	3
99	бы не	1	3
100	раз в	1	3
101	как он	1	3
102	в нем	1	3
103	можно было	1	3
104	что все	3	3
105	было бы	7	3
106	в это	2	3
107	в них	5	3
108	соответствии с	1	3
109	несмотря на	3	3
110	этого произведения	1	3
111	в этих	11	3
112	этом и	1	3
113	как о	2	3
114	на него	1	3
115	со своим	1	3
116	же самое	1	3
117	и это	5	3
118	что у	2	3
119	и ему	1	3
120	внимание на	2	3
121	все его	1	3
122	это была	1	3
123	к нему	4	3
124	одной из	2	3
125	и ее	2	3
126	с одной	2	3
127	для нас	1	3
128	с нею	1	3
129	в одном	1	3
130	с другой	5	3
131	и тех	1	3
132	все время	2	3
133	а с	2	3
134	во внешней	1	3
135	прежде всего	10	3
136	человек в	1	3
137	так же	1	3
138	одной стороны	3	3
139	в состоянии	1	3
140	все это	8	3
141	всего лишь	1	3
142	или в	2	3
143	все они	3	3
144	на фоне	1	3
145	есть и	1	3
146	самом деле	2	3
147	все что	1	3
148	и то	1	2
149	в первом	1	2
150	той же	2	2
151	а как	4	2
152	который в	1	2
153	не во	1	2
154	говорить о	3	2
155	тем как	2	2
156	если в	2	2
157	ответ на	5	2
158	отношение к	4	2
159	все же	4	2
