N	3gram	Tiupa_Teor_1	Analitik
1	кадров внутреннего зрения	7	7
2	в сочетании с	2	7
3	факторов художественного впечатления	3	6
4	о том что	1	6
5	в том что	8	6
6	в данном случае	5	5
7	состоит в том	5	4
8	по отношению к	4	4
9	так и не	4	4
10	с одной стороны	2	4
11	мы имеем дело	2	3
12	на себя внимание	1	3
13	подобно тому как	1	3
14	объектной и субъектной	1	3
15	по крайней мере	1	3
16	содержит в себе	1	3
17	обращает на себя	1	3
18	в своем составе	3	3
19	слогов между двумя	1	3
20	того или иного	3	3
21	в самом начале	2	3
22	той или иной	1	3
23	тем не менее	3	3
24	как и в	2	3
25	между двумя паузами	1	3
26	к внутреннему слуху	1	2
27	присутствия в мире	5	2
28	организации художественного произведения	2	2
29	и субъектной организации	1	2
30	в контексте целого	1	2
31	в этом смысле	2	2
32	может выступать в	1	2
33	в соответствии с	2	2
34	доминирующая композиционная форма	1	2
35	с точки зрения	3	2
36	несущая в себе	1	2
37	средней длине ритмического	1	2
38	длиной ритмического ряда	1	2
39	в то же	5	2
40	том или ином	1	2
41	слоя художественной реальности	1	2
42	милой гостьи с	2	2
43	тогда как в	2	2
44	как уже говорилось	1	2
45	в значительной степени	1	2
46	если говорить о	1	2
47	поле зрения читателя	1	2
48	гостьи с дудочкой	2	2
49	в отличие от	6	2
50	организации феноменов ментального	2	2
51	в том или	1	2
52	бенвенист ритм манифестирован	2	2
53	на уровне объектной	1	2
54	с другой стороны	5	2
55	в пределах текста	1	2
56	ментального внутреннего зрения	1	2
57	то же время	5	2
58	субъектной организации художественного	3	2
59	и тем самым	2	2
60	в конечном счете	6	2
61	не только не	2	2
62	с объектной организацией	1	2
63	в этой системе	2	2
64	длине ритмического ряда	1	2
65	читательского внутреннего исполнения	1	2
66	в ритмическом ряду	1	2
67	в поле зрения	1	2
68	тех или иных	3	2
69	особенно в сочетании	1	2
70	феноменов ментального внутреннего	2	2
71	прочие его конструктивные	1	1
72	примет в осмысленном	1	1
73	субъектная организация литературного	1	1
74	явление встречается нечасто	1	1
75	интертекстуальные связи разнообразных	1	1
76	неожиданности ожидаемого каждая	1	1
77	ее полные розовые	1	1
78	качестве системы кадров	1	1
79	или диалога лирическое	1	1
80	относительно длины ритмического	1	1
81	медитация строки и	1	1
82	весь его текст	1	1
83	наращивания этого слоя	1	1
84	восприятию задана как	1	1
85	лирическая героиня сама	1	1
86	первой строфе на	1	1
87	сколько диалогически соотнесенных	1	1
88	события она явилась	1	1
89	смену повествованию строки	1	1
90	писателя сюжетно-композиционный слой	1	1
91	героиня отрекается от	1	1
92	самом начале этой	1	1
93	читательского восприятия в	1	1
94	позицию солидарности с	1	1
95	детализирует их создает	1	1
96	процесса характеризующего присутствие	1	1
97	мягким взглядом очень	1	1
98	ставит читателя в	1	1
99	зрения читателя находится	1	1
100	каждая строфа в	1	1
101	на смену возобновленному	1	1
102	а между тем	1	1
103	в частности прозаизмы	1	1
104	что иное как	1	1
105	авторской темой сколь	1	1
106	место лишь в	1	1
107	под диктовку однако	1	1
108	и формирующие тем	1	1
109	они обретают лишь	1	1
110	кажется висит на	2	1
111	смыслу рифмовка все	1	1
112	на первом слоге	1	1
113	внутреннего зрения герои	1	1
114	стихотворение часто остается	1	1
115	продуктивной для наращивания	1	1
116	их комбинаций рифма	1	1
117	субсистемы художественных значимостей	1	1
118	эстетического отношения в	1	1
119	олицетворений поэтического вдохновения	1	1
120	средств осуществление которой	1	1
121	некоторого переживания и	1	1
