N	3gram	Trubetskoy_1	Dialekti
1	с точки зрения	8	14
2	тем не менее	4	10
3	не только не	1	7
4	не может быть	3	6
5	в самом деле	5	5
6	по крайней мере	1	5
7	о том что	4	5
8	не отличается от	1	4
9	то время как	1	4
10	в то время	2	4
11	то ясно что	4	3
12	с одной стороны	2	3
13	в том что	15	3
14	то что мы	1	3
15	как и в	2	3
16	на то что	7	3
17	только тогда когда	1	3
18	хотя и не	1	2
19	это было бы	1	2
20	не говоря уже	1	2
21	он есть всегда	1	2
22	он не может	2	2
23	из двух или	1	2
24	как и все	2	2
25	тот или иной	1	2
26	говоря уже о	1	2
27	из того что	1	2
28	точно так же	1	2
29	в одинаковой мере	1	2
30	с тех пор	1	2
31	с этой точки	1	2
32	так как все	1	2
33	в зависимости от	1	2
34	одно и то	1	2
35	так же как	3	2
36	и то же	1	2
37	одно из двух	1	2
38	с другой стороны	4	2
39	и с этой	1	2
40	во всяком случае	2	2
41	этой точки зрения	1	2
42	иметь в виду	1	2
43	что это есть	1	2
44	в вопросе о	2	2
45	к тому что	1	2
46	к тому же	5	2
47	так или иначе	5	2
48	а потому что	1	1
49	а следовательно и	1	1
50	есть не более	1	1
51	в чистом виде	1	1
52	и той же	1	1
53	мы уже сказали	1	1
54	на самом деле	7	1
55	отнюдь не тем	1	1
56	самом деле если	1	1
57	то же самое	1	1
58	то я не	1	1
59	до сих пор	8	1
60	и не может	1	1
61	так что и	1	1
62	в лучшем случае	1	1
63	на точку зрения	1	1
64	друг на друга	1	1
65	в основе их	1	1
66	если она не	1	1
67	одна на другую	1	1
68	иной чем у	1	1
69	уже сказали что	1	1
70	в других областях	1	1
71	мы можем увидеть	1	1
72	наконец и сама	1	1
73	это может быть	1	1
74	а так как	1	1
75	самое что и	1	1
76	в данном случае	3	1
77	так и к	1	1
78	тот факт что	4	1
79	они должны быть	2	1
80	не тем что	1	1
81	каждый из них	1	1
82	вот тут-то и	1	1
83	не в том	1	1
84	исходит из того	1	1
85	не может мыслить	1	1
86	так и от	1	1
87	и так как	1	1
88	я не могу	1	1
89	это есть не	1	1
90	но так как	2	1
91	и в том	2	1
92	из отдельных частей	1	1
93	лишь тогда когда	2	1
94	и таким образом	1	1
95	более или менее	7	1
96	то же время	2	1
97	самом деле есть	1	1
98	но и помимо	1	1
99	это потому что	1	1
100	во всем этом	1	1
101	и все это	1	1
102	не забудем что	1	1
103	мы и не	1	1
104	что у него	1	1
105	мало того что	1	1
106	бы то ни	2	1
107	своих частей и	1	1
108	не менее в	1	1
109	то ни было	2	1
110	том что все	2	1
111	это есть продукт	1	1
112	и все прочие	1	1
113	в то же	2	1
114	в связи с	3	1
115	говорят что это	1	1
116	одной и той	1	1
117	не более как	2	1
118	уже о том	1	1
119	по существу совершенно	1	1
120	в таком же	2	1
