N	2gram	Losev_Prob_3	Tvorches
1	и в	44	21
2	как бы	9	17
3	в то	9	15
4	то же	13	13
5	в его	9	13
6	то есть	34	12
7	как и	10	12
8	что в	8	12
9	том что	12	11
10	все это	5	10
11	как в	5	8
12	он не	8	8
13	то что	23	8
14	и на	1	7
15	но в	12	7
16	не только	14	7
17	при этом	4	7
18	тем самым	5	7
19	у него	1	7
20	и не	35	7
21	в том	21	7
22	в этом	17	6
23	в котором	2	6
24	не менее	10	6
25	и его	5	6
26	он сам	4	6
27	о том	6	6
28	и все	3	6
29	что он	9	6
30	для него	3	6
31	а в	5	6
32	отнюдь не	10	5
33	все же	6	5
34	в этой	3	5
35	таким образом	9	5
36	вовсе не	37	5
37	в своих	1	5
38	потому что	25	5
39	как будто	3	5
40	только в	19	5
41	может быть	28	5
42	а не	18	5
43	но это	8	5
44	это уже	3	5
45	хотя бы	3	5
46	не имеют	4	4
47	из всех	1	4
48	в своем	5	4
49	и как	3	4
50	в целом	6	4
51	это не	9	4
52	в своей	5	4
53	мысли и	1	4
54	своего рода	1	4
55	по сути	1	4
56	прежде всего	3	4
57	не может	7	4
58	и от	9	4
59	одним из	1	4
60	и т	13	3
61	на самом	7	3
62	это и	7	3
63	той же	1	3
64	не был	2	3
65	со всеми	1	3
66	хотя и	5	3
67	в самом	3	3
68	сливается с	1	3
69	в нем	9	3
70	на его	1	3
71	и по	2	3
72	что все	2	3
73	и с	9	3
74	и других	1	3
75	время у	1	3
76	далеко не	1	3
77	в их	2	3
78	представление о	1	3
79	даже в	1	3
80	человека но	3	3
81	дело не	2	3
82	дело в	4	3
83	героев и	1	3
84	никогда не	6	3
85	стремится к	1	3
86	с ее	2	3
87	и другие	3	3
88	в дальнейшем	1	3
89	с ним	7	3
90	там же	1	3
91	в ту	1	3
92	того что	8	3
93	который в	2	3
94	по мнению	2	3
95	уже не	7	3
96	уже в	3	3
97	в виде	6	3
98	не так	3	3
99	так как	9	3
100	в которой	2	3
101	связан с	1	3
102	и даже	14	3
103	с другой	7	3
104	но и	10	3
105	ни на	3	3
106	но не	3	3
107	сути дела	1	3
108	он говорит	1	3
109	не существует	1	3
110	это как	1	3
111	своих героев	2	3
112	но если	6	3
113	жизни и	6	3
114	ее в	1	3
115	это в	2	3
116	так же	5	3
117	в нашей	2	2
118	того же	2	2
119	самом деле	3	2
120	некоторые из	1	2
121	в первом	1	2
122	действительности и	1	2
123	а как	2	2
124	есть не	5	2
125	на первом	1	2
126	и гоголя	1	2
127	и он	1	2
128	в ней	5	2
129	собой в	1	2
130	в отличие	2	2
131	не нужно	1	2
132	в чем	4	2
133	не то	2	2
134	отличие от	3	2
135	в настоящем	3	2
136	когда он	2	2
137	то в	3	2
138	но его	1	2
139	в себе	8	2
140	что она	1	2
141	тем не	10	2
142	добродетель и	1	2
143	у пушкина	6	2
144	здесь мы	1	2
145	о котором	1	2
146	и тем	9	2
147	т ii	1	2
148	в данном	9	2
149	в один	1	2
150	и того	1	2
151	в этих	2	2
152	не столько	2	2
153	говорит об	1	2
154	не в	13	2
155	самое время	4	2
156	но он	1	2
157	по крайней	5	2
158	однако в	2	2
159	и притом	4	2
160	в основе	2	2
161	но только	6	2
162	к ней	1	2
163	свидетельствует о	1	2
164	никуда не	1	2
165	которого он	1	2
166	могут быть	2	2
167	к тому	3	2
168	в жизни	1	2
169	более не	1	2
