N	4gram	Bakhtin_Fr_8	Vvedenie
1	в то же время	10	6
2	с одной стороны и	1	3
3	но в то же	2	3
4	и в самом деле	1	3
5	дело в том что	2	2
6	состоит в том что	1	2
7	на вопрос о том	1	2
8	заключается в том что	1	2
9	в той или иной	1	1
10	какой бы то ни	1	1
11	но в известном смысле	1	1
12	в том или ином	1	1
13	можно сказать что в	1	1
14	в реальной действительности в	1	1
15	то же время в	1	1
16	бы то ни было	1	1
17	не может быть и	1	1
18	той или иной степени	1	1
19	и до наших дней	1	1
20	может быть и речи	1	1
21	в большей или меньшей	3	1
22	большей или меньшей степени	3	1
23	имен и названий в	1	1
