N	2gram	Potebnia_M_3	TeoriaLi
1	в мире	1	24
2	не только	21	18
3	тогда как	2	16
4	и не	15	16
5	я в	1	16
6	а в	12	14
7	и в	30	13
8	то есть	34	12
9	так и	11	12
10	может быть	28	12
11	в этом	10	11
12	при этом	3	11
13	в том	32	11
14	но не	7	10
15	и его	4	10
16	а не	15	10
17	то же	23	9
18	в его	4	9
19	по отношению	5	8
20	сводится к	1	8
21	в душе	10	8
22	но и	19	8
23	отношению к	5	8
24	что в	17	8
25	отличие от	1	7
26	в себе	16	7
27	том что	18	7
28	точки зрения	2	7
29	в то	10	7
30	только в	21	7
31	себя в	1	7
32	в данном	1	7
33	еще не	5	6
34	с его	1	6
35	но в	1	6
36	лишь в	1	6
37	место в	3	6
38	же время	5	6
39	как бы	3	6
40	данном случае	1	5
41	в своем	5	5
42	в самом	8	5
43	он не	4	5
44	как и	10	5
45	я есть	1	5
46	не в	15	5
47	однако в	1	5
48	тем самым	7	5
49	в нем	9	5
50	в ее	2	5
51	между тем	9	5
52	уже не	6	5
53	с другой	7	5
54	как в	10	5
55	я с	1	5
56	в искусстве	3	5
57	между ними	1	5
58	по преимуществу	1	4
59	говорить о	3	4
60	а и	4	4
61	отношение к	2	4
62	хотя и	1	4
63	то что	18	4
64	порядка в	1	4
65	ни в	2	4
66	в слове	32	4
67	в своей	2	4
68	в их	2	4
69	или менее	3	4
70	не столько	2	4
71	не менее	5	4
72	можно сказать	3	4
73	в форме	2	4
74	и ее	1	4
75	но он	1	4
76	и т.п	1	4
77	и а	1	4
78	в свою	3	4
79	не знает	3	4
80	сказать что	5	4
81	не может	6	4
82	более или	3	4
83	и то	8	3
84	например в	6	3
85	художественного произведения	5	3
86	а только	3	3
87	не все	4	3
88	и т.д	1	3
89	в художественном	1	3
90	перед нами	2	3
91	со своей	2	3
92	все эти	1	3
93	в этой	2	3
94	он должен	1	3
95	и вот	1	3
96	и по	4	3
97	его в	3	3
98	мог бы	1	3
99	в этих	1	3
100	тем не	3	3
101	и внешней	1	3
102	на меня	1	3
103	потому что	46	3
104	говоря словами	1	3
105	свою очередь	3	3
106	другой стороны	4	3
107	в произведении	3	3
108	так в	2	3
109	в порядке	1	3
110	и что	10	3
111	входит в	2	3
112	того что	18	3
113	а с	2	3
114	человека с	1	3
115	для него	9	3
116	слова в	7	3
117	именно в	3	3
118	прежде всего	3	3
119	и потому	4	3
120	человека к	1	3
121	по своему	2	3
122	этого слова	11	3
123	таким образом	14	3
124	или в	3	3
125	отношении к	2	3
126	я и	3	2
127	была бы	4	2
128	отношения к	1	2
129	того же	1	2
130	и это	4	2
131	это и	2	2
132	на деле	5	2
133	собою в	1	2
134	я как	5	2
135	но она	1	2
136	принадлежит к	1	2
137	в целом	3	2
138	но напротив	1	2
139	в сочетании	1	2
140	в чем	3	2
141	значении этого	1	2
142	но как	2	2
143	у него	2	2
144	за пределы	2	2
145	что они	2	2
146	сама по	2	2
147	его я	3	2
148	в противном	1	2
149	и как	5	2
150	в которой	3	2
151	образом и	3	2
152	так или	2	2
153	право на	1	2
154	свободы но	1	2
155	но на	1	2
156	с языком	1	2
157	противном случае	1	2
158	к одному	5	2
159	и возможность	1	2
160	одно и	5	2
161	не следует	5	2
162	здесь мы	1	2
163	могла бы	2	2
164	тем в	1	2
165	об этом	2	2
166	это не	1	2
167	и тем	5	2
168	вовсе не	7	2
169	нас самих	1	2
170	с точки	1	2
171	к такой	1	2
172	их в	2	2
173	произведений искусства	1	2
174	зрения и	2	2
175	по себе	16	2
176	даже в	2	2
177	и притом	2	2
178	для меня	4	2
179	не могло	1	2
180	только не	2	2
181	однако если	1	2
182	своей природе	1	2
183	не принадлежит	1	2
184	личности к	1	2
185	не ограничивается	1	2
186	и о	2	2
187	здесь не	1	2
188	не с	1	2
189	если бы	12	2
190	в виду	1	2
191	и здесь	1	2
192	о том	2	2
193	в глаза	1	2
194	это было	3	2
195	к нему	3	2
196	во всех	1	2
197	или иначе	1	2
198	однако с	1	2
199	вслед за	3	2
200	известного рода	1	2
201	с одной	7	2
202	а напротив	2	2
203	слова не	2	2
204	же художественное	1	2
205	и даже	2	2
206	со стороны	3	2
207	в области	2	2
208	себя и	4	2
209	жизни то	1	2
210	одной стороны	3	2
211	не на	1	2
212	человеческой жизни	3	2
213	вместе с	12	2
214	так же	3	2
215	могут быть	3	2
216	произведения искусства	2	2
217	к тому	7	2
218	собственно говоря	2	2
219	в художественной	1	2
220	жизни в	1	2
221	одной из	2	2
222	имеет в	1	2
223	произведении искусства	4	2
224	что он	6	2
225	искусство есть	2	1
226	художественном произведении	3	1
227	а между	2	1
228	к субъекту	2	1
229	на сердце	1	1
